,pathway,code,nodes,"1% O2, CyA+-1% O2, CyA-","1% O2, CyA--19% O2, CyA-","19% O2, CyA--1% O2, CyA+"
10,Amoebiasis,05146,"['HSPB1', 'PTK2', 'NFKB1', 'PRKCG']",0.0922355850722583,0.09448076530783579,0.11283944523377783
11,Hypertrophic cardiomyopathy,05410,"['EMD', 'ITGB7', 'ACTB']",0.14591486079018856,0.14155527221849284,0.19394449779154993
12,Oocyte meiosis,04114,"['CDK1', 'CCNB2', 'PLK1', 'SMC3', 'SLK', 'BUB1', 'PKMYT1', 'ESPL1', 'SGO1', 'ITPR1', 'ITPR3', 'MAD1L1', 'RPS6KA1', 'ANAPC2', 'CDC23', 'PTTG1', 'FBXW11', 'CAMK2D', 'PPP3CB', 'PPP2R5C', 'PPP2R5D']",6.764883299197671,0.6965293627038827,0.09456607655746013
13,Wnt signaling pathway,04310,"['EP300', 'CHD8', 'MAP3K7', 'APC', 'TP53', 'PSEN1', 'SENP2', 'INVS', 'NFATC1', 'NFATC2', 'NFATC3', 'PRKCG', 'CSNK2B', 'PPP3CB', 'CAMK2D', 'DVL3', 'TLE4', 'FBXW11', 'TBL1XR1']",3.5899113222592165,0.33110550434252906,0.09040905841303237
14,mRNA surveillance pathway,03015,"['UPF1', 'SMG1', 'SMG7', 'PABPN1', 'PELO', 'FIP1L1', 'PCF11', 'CPSF2', 'CSTF2', 'CSTF3', 'SYMPK', 'RBM8A', 'CASC3', 'ACIN1', 'SRRM1', 'PNN', 'NCBP1', 'TARDBP', 'ALYREF', 'PABPC1', 'PPP2R5C', 'PPP2R5D', 'CSTF2T']",3.282042369817804,0.4213900970189218,0.0679351761512705
15,Homologous recombination,03440,"['MRE11', 'RAD50', 'NBN', 'BRCA2', 'SSB', 'BRCA1', 'RBBP8', 'PALB2', 'UIMC1', 'BRIP1', 'BARD1', 'TOPBP1', 'ATM', 'ABRAXAS1']",0.6274874866697444,0.0794400272944878,0.06241849443259637
16,Tuberculosis,05152,"['RAF1', 'RAB7A', 'EP300', 'CREB1', 'BAD', 'CD74', 'LSP1', 'RIPK2', 'SYK', 'HSPD1', 'HSPA9', 'RAB5B', 'NFYA', 'CEBPB', 'NFKB1', 'ATP6V0A2', 'CAMK2D', 'PPP3CB', 'AKT1']",3.318084452693047,0.5708076424832409,0.25461738692774727
17,Cell cycle,04110,"['MCM7', 'MCM6', 'MCM4', 'MCM2', 'CDK1', 'BUB1B', 'PLK1', 'BUB1', 'BUB3', 'PRKDC', 'EP300', 'WEE1', 'RB1', 'TP53', 'CDC7', 'CDC6', 'TTK', 'SMC3', 'RBL1', 'DBF4', 'PKMYT1', 'ESPL1', 'MAD1L1', 'ATM', 'ATR', 'CHEK1', 'CCNB2', 'TFDP1', 'RBL2', 'ANAPC2', 'CDC23', 'PTTG1', 'STAG2', 'HDAC1', 'HDAC2']",0.6920140304926704,0.08168056523453526,0.0353830131918537
18,Fc epsilon RI signaling pathway,04664,"['PDPK1', 'BTK', 'SYK', 'RAF1', 'INPP5D', 'PLCG2', 'AKT1']",0.9607931875960997,0.1169656210632403,0.18719164246130943
19,Autophagy - other,04136,"['MTOR', 'ATG13', 'ATG16L1', 'RPTOR', 'ATG4B']",0.07756666756218633,2.7689146081282425,2.904762511575144
20,T cell receptor signaling pathway,04660,"['IKBKB', 'IKBKG', 'CARD11', 'PRKCQ', 'PDPK1', 'LCK', 'PTPRC', 'RAF1', 'MAP3K7', 'NFKBIE', 'NFKB1', 'NFATC2', 'NFATC1', 'NFATC3', 'PAK4', 'AKT1', 'PPP3CB', 'BUB1B']",1.137041746839625,0.0704152938242542,0.1360703671903791
21,Phosphatidylinositol signaling system,04070,"['MTM1', 'PLCG2', 'PI4KB', 'MTMR14', 'PI4K2A', 'PIK3C2A', 'DGKD', 'DGKI', 'SYNJ1', 'ITPKB', 'INPP5D', 'MTMR3', 'MTMR2', 'MTMR4', 'PIP4P1', 'PPIP5K1']",0.7650610203819899,0.15848598451137788,0.06366065429174735
22,Epstein-Barr virus infection,05169,"['SNW1', 'NCOR2', 'RB1', 'USP7', 'TP53', 'RIPK1', 'MAP3K7', 'SYK', 'PLCG2', 'IRF3', 'SIN3A', 'SAP30', 'RUNX3', 'STAT3', 'BTK', 'BLNK', 'MAVS', 'CD19', 'CIR1', 'NFKBIE', 'NFKB1', 'RELB', 'PSMD2', 'PSMD11', 'IFNAR1', 'IKBKB', 'IKBKG', 'HDAC1', 'HDAC2', 'TAB2', 'AKT1']",0.10174527511720889,1.0788132473171992,1.1309576786785722
23,Terpenoid backbone biosynthesis,00900,"['HMGCR', 'MVD', 'HMGCS1']",0.4767156615948118,0.07940696686210309,0.28116119919760457
24,cAMP signaling pathway,04024,"['SLC9A1', 'RAF1', 'BRAF', 'PPP1R12A', 'BAD', 'NFATC1', 'EP300', 'LIPE', 'TIAM1', 'AFDN', 'CREB1', 'CNGB3', 'CAMK4', 'NFKB1', 'RRAS2', 'ATP1A1', 'AKT1', 'ATP2B1', 'CAMK2D', 'PDE4A']",4.145452553295757,0.4959096324149691,0.17173873059176237
25,FoxO signaling pathway,04068,"['PDPK1', 'STK4', 'EP300', 'SIRT1', 'RBL2', 'BCL6', 'ATM', 'AGAP2', 'STAT3', 'USP7', 'STK11', 'IKBKB', 'FOXO1', 'BRAF', 'RAF1', 'ARAF', 'IRS1', 'CCNB2', 'PLK1', 'PLK4', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'AKT1']",2.5596464426922076,0.20223861958247627,0.06468717071882198
26,Amino sugar and nucleotide sugar metabolism,00520,"['NAGK', 'PGM3', 'PGM2']",0.12489003558984134,0.12264744739728252,0.14281071330456838
27,Glucagon signaling pathway,04922,"['CRTC2', 'SIK2', 'EP300', 'FOXO1', 'SIRT1', 'PKM', 'CREB1', 'ATF2', 'ACACA', 'ITPR1', 'ITPR3', 'PFKL', 'PFKP', 'GYS1', 'PPP4R3B', 'AKT1', 'PHKA2', 'PHKB', 'PPP3CB', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'CAMK2D']",3.25004602971074,0.546856055802588,0.14979647420102313
28,VEGF signaling pathway,04370,"['HSPB1', 'NFATC2', 'PTK2', 'PXN', 'RAF1', 'BAD', 'PLCG2', 'PRKCG', 'PPP3CB', 'AKT1']",0.9194444910121605,0.13879068917053897,0.2172165464715544
29,Endometrial cancer,05213,"['APC', 'BAD', 'PDPK1', 'TP53', 'BRAF', 'RAF1', 'ARAF', 'AKT1']",1.6873372579427754,0.14597689443500744,0.16194558515444643
30,Adherens junction,04520,"['MAP3K7', 'EP300', 'WAS', 'LMO7', 'IQGAP1', 'FARP2', 'AFDN', 'CSNK2B', 'ACTB', 'ACTN4']",1.3687973862455909,0.5470929065630753,0.152894874760268
31,Chronic myeloid leukemia,05220,"['PTPN11', 'TP53', 'BAD', 'CRK', 'CBL', 'RB1', 'RUNX1', 'STAT5A', 'NFKB1', 'IKBKB', 'IKBKG', 'SHC1', 'BRAF', 'RAF1', 'ARAF', 'BCR', 'HDAC1', 'HDAC2', 'CRKL', 'AKT1']",0.40945434714076195,0.0435011564924189,0.07418822097195991
32,PD-L1 expression and PD-1 checkpoint pathway in cancer,05235,"['LCK', 'RAF1', 'PRKCQ', 'MTOR', 'NFKBIE', 'NFKB1', 'IKBKB', 'IKBKG', 'NFATC2', 'NFATC1', 'NFATC3', 'PTPN11', 'STAT3', 'CSNK2B', 'EML4', 'AKT1', 'PPP3CB', 'RPS6KB1']",0.9796630084805397,0.07297713040741748,0.11953976123536181
33,Chemical carcinogenesis - receptor activation,05207,"['RAF1', 'EIF4EBP1', 'MTOR', 'RB1', 'STAT3', 'ARNT', 'PTGES3', 'BCL6', 'CDC6', 'BAD', 'CREB1', 'ATF2', 'PRKCG', 'NFKB1', 'STAT5A', 'AKT1', 'RPS6KB1', 'RPS6KA1']",2.0985524684587147,0.348760124114525,0.1638656508048425
34,Fluid shear stress and atherosclerosis,05418,"['NCF2', 'SQSTM1', 'PTK2', 'TP53', 'MAP3K5', 'MAP3K7', 'ARHGEF2', 'MEF2A', 'MEF2C', 'IKBKG', 'IKBKB', 'NFKB1', 'AKT1', 'GSTP1', 'ACTB', 'PRKAA1', 'HSP90AA1', 'HSP90AB1']",2.4533636307662716,0.5204471420592859,0.0781010177525371
35,Insulin resistance,04931,"['IKBKB', 'MTOR', 'IRS1', 'TBC1D4', 'STAT3', 'PRKCE', 'MLX', 'FOXO1', 'PDPK1', 'OGT', 'CRTC2', 'OGA', 'PRKCQ', 'NFKB1', 'PTPN11', 'CREB1', 'RPS6KB1', 'AKT1', 'GYS1', 'RPS6KA1', 'PRKAA1', 'PRKAB1', 'PRKAB2']",0.1222951366142248,0.059614190123081806,0.06957057805895993
36,Starch and sucrose metabolism,00500,"['PGM2L1', 'PGM2', 'GYS1']",0.07053515705306383,0.1252805229492819,0.20195221320652781
37,NF-kappa B signaling pathway,04064,"['RIPK1', 'IKBKG', 'IKBKB', 'RELB', 'NFKB1', 'MAP3K7', 'PRKCQ', 'PLCG2', 'SYK', 'BTK', 'LCK', 'BLNK', 'ATM', 'TRIM25', 'ERC1', 'CYLD', 'CARD11', 'CSNK2B', 'BIRC2', 'TAB2']",0.0952463159009564,0.03339523506064977,0.07218894446009173
38,Non-alcoholic fatty liver disease,04932,"['MLX', 'IKBKB', 'MAP3K5', 'MAP3K11', 'XBP1', 'IRS1', 'NFKB1', 'GSK3A', 'AKT1', 'PRKAA1', 'PRKAB1', 'PRKAB2']",0.47053743863577324,0.15058754395185306,0.10411220664455553
39,Small cell lung cancer,05222,"['PTK2', 'RB1', 'TP53', 'IKBKB', 'IKBKG', 'NFKB1', 'AKT1', 'BIRC2']",0.10217938632127654,0.0721345841282411,0.09702777311061887
40,p53 signaling pathway,04115,"['CHEK1', 'ATR', 'ATM', 'TSC2', 'RRM2', 'GTSE1', 'CDK1', 'TP53', 'EI24', 'SESN2', 'CCNB2']",0.15630377751147545,0.041729914069271574,0.07233574083168935
41,Pyruvate metabolism,00620,"['LDHA', 'MDH1', 'ACACA', 'PKM', 'LDHB', 'ACSS2']",0.07126756296285051,0.0656523423675666,0.11311026711798518
42,Salmonella infection,05132,"['IKBKB', 'MAP3K7', 'IKBKG', 'NFKB1', 'RIPK2', 'RAF1', 'PKN1', 'ABI1', 'FHOD1', 'EXOC7', 'EXOC4', 'RIPK1', 'RIPK3', 'PTPRC', 'FLNA', 'PLEKHM1', 'STX10', 'RPS3', 'CSE1L', 'ELMO1', 'RAB7A', 'DCTN1', 'RAB5B', 'TAB2', 'HSP90AA1', 'HSP90AB1', 'KPNA3', 'KPNA4', 'AKT1', 'ACTB', 'ARPC1B', 'ARPC5L', 'PIK3C2A', 'BIRC2', 'FLNB', 'MYL12B', 'DYNC1H1', 'DYNC1LI2', 'KLC1', 'KLC2', 'KLC4', 'TUBA1C']",1.8083699257083068,1.0033443014007217,0.33450880060796084
43,Th1 and Th2 cell differentiation,04658,"['PRKCQ', 'LCK', 'RUNX3', 'NFKB1', 'NFKBIE', 'IKBKB', 'IKBKG', 'NFATC2', 'NFATC1', 'NFATC3', 'STAT5A', 'PPP3CB']",0.4314205761690077,0.07221310966940545,0.13230230127568127
44,Amyotrophic lateral sclerosis,05014,"['BAD', 'DAXX', 'MAP3K5', 'ALS2', 'TP53', 'XBP1', 'MTOR', 'ATG13', 'SMCR8', 'SQSTM1', 'TANK', 'TARDBP', 'VDAC1', 'HDAC6', 'VAPB', 'ITPR3', 'SETX', 'NCBP1', 'ALYREF', 'ULK1', 'PSMA3', 'PSMD2', 'PSMD11', 'DCTN1', 'HNRNPA2B1', 'SRSF3', 'PPP3CB', 'KLC1', 'KLC2', 'KLC4', 'HNRNPA1', 'ATXN2L']",3.556280693717724,1.1878923501822716,0.43629551811468853
45,AGE-RAGE signaling pathway in diabetic complications,04933,"['FOXO1', 'STAT3', 'NFATC1', 'NFKB1', 'STAT5A', 'PRKCE', 'PLCG2', 'AKT1']",0.03363031952778813,0.034948152228690445,0.0699018606162359
46,Thermogenesis,04714,"['ATF2', 'LIPE', 'ZNF516', 'KDM1A', 'MTOR', 'AKT1S1', 'PNPLA2', 'MAP3K5', 'RPTOR', 'RPS6', 'CREB1', 'TSC1', 'TSC2', 'KDM3B', 'KDM3A', 'ARID1B', 'ACTB', 'SMARCA2', 'SMARCA4', 'SMARCC1', 'SMARCD2', 'ARID1A', 'RPS6KA1', 'RPS6KB1', 'PRKAA1', 'PRKAB1', 'PRKAB2']",0.8044154727906228,0.18512566639675007,0.08733579556081762
47,Human immunodeficiency virus 1 infection,05170,"['MTOR', 'RAF1', 'CXCR4', 'PTK2', 'CRK', 'PXN', 'PTK2B', 'RIPK1', 'IRF3', 'MAP3K7', 'CDK1', 'CHEK1', 'BAD', 'SAMHD1', 'WEE1', 'TAB2', 'NFKB1', 'IKBKB', 'IKBKG', 'NFATC1', 'NFATC2', 'NFATC3', 'PRKCG', 'ITPR1', 'ITPR3', 'ATM', 'ATR', 'PLCG2', 'LIMK1', 'PAK4', 'RPS6KB1', 'AKT1', 'PPP3CB', 'CRKL', 'CFL1', 'BUB1B', 'CUL4B', 'CUL4A', 'FBXW11']",1.0658134298646083,0.0741348207399509,0.03956165589441983
48,Hepatitis C,05160,"['MAVS', 'RIPK1', 'IFNAR1', 'PIAS1', 'EIF3E', 'TP53', 'BAD', 'STAT3', 'RB1', 'IRF3', 'NFKB1', 'IKBKB', 'IKBKG', 'EIF2AK1', 'BRAF', 'RAF1', 'ARAF', 'AKT1']",1.0372956100912605,0.09879092965066351,0.09746110270804377
49,Fc gamma R-mediated phagocytosis,04666,"['SYK', 'PTPRC', 'RAF1', 'WAS', 'CRK', 'PLCG2', 'PRKCE', 'LIMK1', 'MARCKSL1', 'PRKCG', 'INPP5D', 'AKT1', 'RPS6KB1', 'ARPC1B', 'ARPC5L', 'CRKL', 'CFL1', 'ASAP1']",0.26027873499497317,0.0989048832393691,0.15520773101348984
50,Adipocytokine signaling pathway,04920,"['PTPN11', 'PRKCQ', 'STAT3', 'MTOR', 'NFKB1', 'NFKBIE', 'STK11', 'CAMKK2', 'SLC2A1', 'IKBKB', 'IKBKG', 'IRS1', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'AKT1']",0.30013510978699204,0.11623982168232815,0.08864199802054723
51,Hepatitis B,05161,"['STAT3', 'ATF2', 'PTK2B', 'MAP3K1', 'BAD', 'NFKB1', 'EP300', 'MAVS', 'IFIH1', 'IFNAR1', 'TP53', 'MAP3K7', 'RB1', 'DDX3X', 'TAB2', 'PRKCG', 'ARAF', 'BRAF', 'RAF1', 'CREB1', 'NFATC1', 'NFATC2', 'NFATC3', 'IKBKB', 'IKBKG', 'IRF3', 'STAT5A', 'AKT1']",2.3617264780146408,0.41285985263244274,0.09625808990312373
52,Gap junction,04540,"['MAP3K2', 'CDK1', 'RAF1', 'PRKCG', 'ITPR1', 'ITPR3', 'TUBA1C']",1.7638041079380415,0.19229550020895503,0.1815230522333472
53,Pancreatic cancer,05212,"['ARHGEF6', 'BAD', 'RALBP1', 'STAT3', 'RB1', 'BRCA2', 'MTOR', 'TP53', 'IKBKB', 'IKBKG', 'NFKB1', 'BRAF', 'RAF1', 'ARAF', 'AKT1', 'RPS6KB1']",1.0729573838570827,0.10686336951571947,0.08399612727323748
54,Renal cell carcinoma,05211,"['PTPN11', 'SLC2A1', 'EP300', 'CRK', 'RAPGEF1', 'BAD', 'PRCC', 'TFE3', 'ARNT', 'PAK4', 'BRAF', 'RAF1', 'ARAF', 'EGLN1', 'CRKL', 'BUB1B', 'AKT1']",3.779326080463268,0.4742657185586658,0.10004622562315028
55,Apelin signaling pathway,04371,"['MTOR', 'RAF1', 'TFAM', 'NRF1', 'PRKCE', 'LIPE', 'SLC9A1', 'CAMK4', 'RPS6', 'ITPR1', 'ITPR3', 'RRAS2', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'AKT1', 'RPS6KB1', 'HDAC5', 'HDAC4']",0.5412532428697288,0.09513895295216673,0.14053574823036694
56,Influenza A,05164,"['IFIH1', 'MAVS', 'TRIM25', 'EP300', 'IRF3', 'PML', 'VDAC1', 'XPO1', 'RAF1', 'PABPN1', 'NUP98', 'CALCOCO2', 'IKBKB', 'IKBKG', 'NFKB1', 'IFNAR1', 'AKT1']",1.8986765886009411,0.2821449569450711,0.09400684515144893
57,Kaposi sarcoma-associated herpesvirus infection,05167,"['IRF3', 'EP300', 'RB1', 'TP53', 'STAT3', 'MTOR', 'SYK', 'RAF1', 'PLCG2', 'CREB1', 'IKBKB', 'IKBKG', 'IFNAR1', 'NFKB1', 'NFATC1', 'NFATC2', 'NFATC3', 'ITPR1', 'ITPR3', 'AKT1', 'PPP3CB']",2.6244964111534634,0.24461921843309473,0.10577410624056582
58,Inositol phosphate metabolism,00562,"['MTM1', 'TPI1', 'PI4KB', 'MTMR14', 'PLCG2', 'SYNJ1', 'ITPKB', 'PI4K2A', 'MTMR3', 'MTMR2', 'MTMR4', 'PIK3C2A', 'INPP5D']",1.2863720763324888,0.2461798591453277,0.07782875243725575
59,"Growth hormone synthesis, secretion and action",04935,"['RAF1', 'MTOR', 'PTK2', 'CRK', 'MAP3K1', 'EP300', 'ITPR1', 'ITPR3', 'PLCG2', 'PRKCG', 'CREB1', 'ATF2', 'IRS1', 'STAT3', 'STAT5A', 'SHC1', 'AKT1', 'CRKL']",2.381462330061408,0.5192287178259063,0.1468162316680464
60,Pyrimidine metabolism,00240,"['CAD', 'DCK', 'ASMTL', 'RRM2', 'UCKL1', 'TK1']",0.12691756777057633,0.09212242966116387,0.09510687097187068
61,Pathways in cancer,05200,"['PTK2', 'APPL1', 'CRK', 'CBL', 'APC', 'MTOR', 'BAD', 'STAT3', 'RASSF1', 'STK4', 'RALBP1', 'TP53', 'SUFU', 'EP300', 'BRCA2', 'RUNX1', 'RB1', 'SLC2A1', 'FOXO1', 'CXCR4', 'GSTP1', 'STAT5A', 'TPR', 'TFG', 'IKBKB', 'IKBKG', 'ARAF', 'BRAF', 'RAF1', 'NFKB1', 'PLCG2', 'PRKCG', 'ARNT', 'ZBTB16', 'PML', 'NCOA3', 'EML4', 'CSF2RB', 'IFNAR1', 'DVL3', 'BCR', 'CRKL', 'HSP90AA1', 'HSP90AB1', 'EGLN1', 'HDAC1', 'HDAC2', 'BIRC2', 'AKT1', 'RPS6KB1', 'CAMK2D']",3.6028943396736204,0.2168338344525934,0.030021938987575318
62,Glutathione metabolism,00480,"['GSS', 'RRM2', 'GSTP1']",0.09799844180870386,0.08367084553434563,0.15547039985526798
63,mTOR signaling pathway,04150,"['IRS1', 'PDPK1', 'EIF4EBP1', 'IKBKB', 'SLC3A2', 'SESN2', 'EIF4B', 'MTOR', 'AKT1S1', 'TELO2', 'RICTOR', 'STK11', 'RPS6', 'RPTOR', 'BRAF', 'RAF1', 'TSC1', 'TSC2', 'PRKCG', 'ULK1', 'MIOS', 'WDR24', 'LAMTOR1', 'AKT1', 'LPIN1', 'LPIN2', 'RPS6KB1', 'RPS6KA1', 'PRKAA1', 'EIF4E2', 'DVL3']",0.8112421488010567,0.06519355323324469,0.04836995508024477
64,Alcoholism,05034,"['CAMK4', 'HAT1', 'CREB1', 'ATF2', 'HDAC6', 'HDAC7', 'HDAC9', 'CAMKK2', 'ARAF', 'BRAF', 'RAF1', 'HDAC5', 'HDAC1', 'HDAC2', 'HDAC4', 'SLC29A1', 'MACROH2A1']",1.1673382561263803,0.27147414045920065,0.17402496740188875
65,Mitophagy - animal,04137,"['USP15', 'SQSTM1', 'CALCOCO2', 'NBR1', 'ULK1', 'TFEB', 'TFE3', 'BCL2L13', 'TP53', 'CSNK2B', 'TBC1D15', 'RAB7A', 'RRAS2', 'ATG9A', 'RPS27A']",0.533175126697119,0.16928613642831966,0.06551469742151594
66,Viral carcinogenesis,05203,"['TP53', 'SCRIB', 'PXN', 'IRF3', 'RB1', 'RBL1', 'RBL2', 'CHD4', 'IKBKG', 'BAD', 'VAC14', 'RANBP1', 'SRF', 'SYK', 'USP7', 'UBR4', 'SNW1', 'SND1', 'EP300', 'CHEK1', 'HNRNPK', 'DDX3X', 'CDK1', 'SP100', 'MAD1L1', 'PKM', 'CREB1', 'ATF2', 'STAT3', 'STAT5A', 'REL', 'NFKB1', 'HDAC6', 'HDAC7', 'HDAC9']",1.0991121084309752,0.17076531531172762,0.08636183884345919
67,Glycerophospholipid metabolism,00564,"['PTDSS2', 'GPCPD1', 'PCYT1A', 'DGKD', 'DGKI', 'LPIN1', 'LPIN2', 'PNPLA6']",0.053837472184787696,0.06559418140139156,0.15250178294718864
68,Herpes simplex virus 1 infection,05168,"['PTPN11', 'MAP3K7', 'MAVS', 'IFIH1', 'PML', 'SP100', 'DAXX', 'TP53', 'SRPK1', 'CD74', 'NFKB1', 'TSC1', 'TSC2', 'MTOR', 'EIF4EBP1', 'BAD', 'SYK', 'IRF3', 'ALYREF', 'EIF2AK1', 'IFNAR1', 'SRSF1', 'SRSF3', 'SRSF9', 'IKBKB', 'IKBKG', 'TAB2', 'SRSF8', 'SRSF5', 'SRSF6', 'BIRC2', 'AKT1', 'ZNF768', 'ZNF764']",2.366558512592414,1.1604681401207853,0.24352126653958375
69,Measles,05162,"['IFIH1', 'MAVS', 'IRF3', 'EIF3H', 'TP53', 'MAP3K7', 'BAD', 'TAB2', 'NFKB1', 'IFNAR1', 'STAT3', 'STAT5A', 'EIF2AK1', 'IKBKB', 'IKBKG', 'CSNK2B', 'AKT1']",0.0906497472002079,0.07423202655681664,0.08706663130474417
70,Cytosolic DNA-sensing pathway,04623,"['IRF3', 'MAVS', 'RIPK1', 'RIPK3', 'NFKB1', 'IKBKG', 'IKBKB']",0.3400284197724631,0.20052437039676493,0.15930810889717348
71,Alzheimer disease,05010,"['BAD', 'MME', 'MAP3K5', 'MTOR', 'ATG13', 'APC', 'XBP1', 'PSEN1', 'ITPR1', 'ITPR3', 'RTN4', 'ULK1', 'NFKB1', 'IRS1', 'IKBKB', 'IKBKG', 'ARAF', 'BRAF', 'RAF1', 'VDAC1', 'VDAC2', 'PSMA3', 'PSMD2', 'PSMD11', 'PPP3CB', 'KLC1', 'KLC2', 'KLC4', 'TUBA1C', 'DVL3', 'AKT1']",3.6329535424983286,0.32310040960299463,0.07602559418192271
72,Amphetamine addiction,05031,"['SIRT1', 'CAMK4', 'CREB1', 'ATF2', 'PRKCG', 'CAMK2D', 'PPP3CB', 'HDAC1', 'HDAC2']",1.9412489319958737,0.5870954286943633,0.31313275616293745
73,Glycerolipid metabolism,00561,"['PNPLA2', 'LPIN1', 'LPIN2', 'DGKD', 'DGKI']",0.07431531177130242,0.12181032270388253,0.28201538556252936
74,Gastric acid secretion,04971,"['EZR', 'ITPR1', 'ITPR3', 'PRKCG', 'ACTB', 'CAMK2D']",2.890335125690763,0.4666665752468634,0.16563783592958106
75,Choline metabolism in cancer,05231,"['RAF1', 'PDPK1', 'GPCPD1', 'MTOR', 'EIF4EBP1', 'WAS', 'SLC44A1', 'TSC1', 'TSC2', 'PRKCG', 'AKT1', 'PCYT1A', 'RPS6KB1']",0.5026748811906626,0.12801618757598038,0.16894758040330501
76,Human T-cell leukemia virus 1 infection,05166,"['SLC2A1', 'CANX', 'TRRAP', 'XPO1', 'RANBP3', 'CCNB2', 'BUB1B', 'BUB3', 'RANBP1', 'VAC14', 'IKBKB', 'IKBKG', 'MAP3K1', 'RB1', 'SRF', 'EP300', 'TCF3', 'LCK', 'TP53', 'KAT5', 'MAD1L1', 'ESPL1', 'NFATC1', 'NFATC2', 'NFATC3', 'STAT5A', 'CREB1', 'ATF2', 'NFKB1', 'RELB', 'CHEK1', 'ATM', 'ATR', 'PPP3CB', 'ANAPC2', 'CDC23', 'PTTG1', 'AKT1']",2.230144472152631,0.1887355804149231,0.06941520865928001
77,Drug metabolism - other enzymes,00983,"['GMPS', 'RRM2', 'UCKL1', 'TK1', 'IMPDH2', 'GSTP1']",0.4706669975672021,0.6620175917641856,0.41902060972835836
