Gene,Phosphoproteomics,Proteomics,Transcriptomics
MIB2,0.2190305586389407,0.0,0.19054074989658215
CDK11B,1.1132086371026577,0.09712144657246134,0.06983209544663246
RP11-345P4.10,0.0,0.0,0.042882331995072215
SLC35E2B,0.0,0.0,0.085552069029959
CDK11A,0.0,0.0,0.19664250356687235
RP1-283E3.8,0.0,0.0,0.125603739055081
RP1-283E3.4,0.0,0.0,0.044145409145852695
SLC35E2,0.0,0.0,0.1574695616118604
NADK,0.7165695403028448,0.524397706866701,0.09257873428961433
GNB1,0.0,0.1808489388943336,0.01299216429537295
RP1-140A9.1,0.0,0.0,0.13480956052036752
TMEM52,0.0,0.0,0.15816480839048383
PRKCZ,0.0,0.0,0.10898860051256568
RP11-181G12.2,0.0,0.0,0.15402805877969278
FAAP20,0.9378954519598921,0.0,0.1373473519670432
SKI,0.0,0.0,0.09815284894947865
MORN1,0.0,0.0,0.1745253299069203
RP4-740C4.5,0.0,0.0,0.06857545980032764
RP4-740C4.7,0.0,0.0,0.049115721611613906
RER1,0.28131741152714956,0.0,0.05194581172914678
PEX10,0.0,0.0,0.14665403956045497
PLCH2,0.0,0.0,0.09477163865025175
PANK4,0.0,0.07989046581383084,0.10294378829872108
RP3-395M20.12,0.0,0.0,0.1530044375030805
RP3-395M20.8,0.0,0.0,0.14737252830227227
TNFRSF14,0.0,0.0,0.15001661709396086
RP3-395M20.9,0.0,0.0,0.09530501838996044
FAM213B,0.0,0.0,0.11388869271330948
TTC34,0.0,0.0,0.06811545068789883
TPRG1L,0.0,0.0,0.05734333106006583
WRAP73,0.0,0.0,0.09790839388156343
TP73,0.0,0.0,0.06326152173219524
RP5-1092A11.5,0.0,0.0,0.143316636224535
TP73-AS1,0.0,0.0,0.148701136580252
SMIM1,0.0,0.0,0.07207489474909412
LRRC47,0.0,0.04239021257868486,0.043363560899792604
CEP104,0.0,0.0,0.04920864974423614
DFFB,0.0,1.2019684245024735,0.08728504817436675
C1orf174,0.8467159899047777,0.0,0.05507340822406734
RP13-15E13.1,0.0,0.0,0.1251340344546938
RP11-718D19.2,0.0,0.0,0.19300826076046051
NPHP4,0.0,0.0,0.15311164110546865
KCNAB2,0.0,0.11542084805591274,0.11669351887053073
CHD5,0.0,0.0,0.08926766670303826
RPL22,0.0,0.143320688851649,0.06181376859274438
ICMT,0.0,0.0,0.08388318882641958
LINC00337,0.0,0.0,0.13102114945165763
GPR153,0.0,0.0,0.10172469434238726
ACOT7,0.0,0.10450499273477935,0.1093085650876
RP1-202O8.3,0.0,0.0,0.057157974943650505
ESPN,0.0,0.0,0.07077548828031587
TNFRSF25,0.0,0.0,0.0951380884898254
PLEKHG5,0.0,0.0,0.1925455693781233
NOL9,0.0,0.0866804428015735,0.04354877003098666
TAS1R1,0.0,0.0,0.05744962109665032
ZBTB48,0.0,0.0,0.13849616203602858
KLHL21,0.0,0.0,0.0748950807417516
PHF13,0.0,0.0,0.10162531209089723
THAP3,0.0,0.0,0.1261263852537879
DNAJC11,0.0,0.06506774366072175,0.07068818761131733
RP11-312B8.1,0.0,0.0,0.13634047077636646
CAMTA1,0.0,0.0,0.07738755941269856
VAMP3,0.0,0.0,0.08479399167285159
RP3-467L1.6,0.0,0.0,0.12094775735623174
PER3,0.0,0.0,0.1423250529763572
PARK7,0.0,0.048520407311850436,0.030172818669339626
RF00019,0.0,0.0,0.1425943548788952
CTA-215D11.6,0.0,0.0,0.15039321402959568
ERRFI1,0.0,0.0,0.06458099758691684
CTA-215D11.4,0.0,0.0,0.07082638525343256
RERE,1.6933151844579373,0.0,0.07624078362118102
RP5-1115A15.1,0.0,0.0,0.06469830386192632
ENO1,0.3706007525516693,0.11841524362743686,0.19799442832123848
RP3-477M7.3,0.0,0.0,0.1311362246420458
RP3-477M7.4,0.0,0.0,0.08200606925584211
SLC2A7,0.0,0.0,0.06838561207056643
SLC2A5,0.0,0.12114842246466699,0.1591007876017015
GPR157,0.0,0.0,0.23672010598228532
H6PD,0.0,0.0,0.22317242337757132
SPSB1,0.0,0.0,0.15249387964416627
CTD-2510L9.2,0.0,0.0,0.12931755238215392
CTD-2510L9.1,0.0,0.0,0.24050390392244944
SLC25A33,0.0,0.0,0.07422230573912639
RP13-15M17.1,0.0,0.0,0.13026845109579824
TMEM201,0.6266387131812083,0.31267024460791476,0.06971351657539153
PIK3CD,0.0,0.12211649699202044,0.0887951035017851
C1orf200,0.0,0.0,0.05468875099563719
RP11-558F24.4,0.0,0.0,0.11320850589128144
CLSTN1,0.0,0.23946587402806493,0.050045145441778356
CTNNBIP1,0.0,0.0,0.10413003978602779
RP11-84A14.5,0.0,0.0,0.09831822069613333
LZIC,0.0,0.16783395811309268,0.06519520170681968
RP11-84A14.4,0.0,0.0,0.06395387241806032
NMNAT1,0.0,0.0,0.16657009194798836
RN7SKP269,0.0,0.0,0.13663047990905675
UBE4B,1.5731628976700676,0.1450160773597149,0.03452959613630636
KIF1B,0.0,0.0,0.15771542604287636
PGD,0.0,0.04121871826841358,0.0530308373798725
CENPS,0.0,0.0,0.17243730411777727
DFFA,0.9812465651544101,0.09594234298691284,0.09515958019412218
PEX14,0.0,0.24728410444724103,0.13704696835969574
CASZ1,0.0,0.0,0.16744530984750836
TARDBP,0.37176037320469607,0.13665218857532618,0.09629758122236179
MASP2,0.0,0.0,0.053448971141711245
RP4-635E18.8,0.0,0.0,0.17432154443357023
SRM,0.0,0.21856354351884794,0.09704583672801867
EXOSC10,0.0,0.08867603667102941,0.048874891945251825
RP4-635E18.7,0.0,0.0,0.0950228785901337
RP4-635E18.6,0.0,0.0,0.1326269245880099
MTOR,0.5441439567595229,0.0991973757271444,0.05531490368827134
UBIAD1,0.0,0.23653418026248776,0.08245774378353021
DISP3,0.0,0.0,0.1366168786886098
FBXO2,0.0,0.0,0.0863370851309726
FBXO44,0.0,0.0,0.11087120617092198
MAD2L2,0.0,0.0,0.04802285840580647
DRAXIN,0.0,0.0,0.08729430343431593
AGTRAP,0.0,0.3264804595581314,0.13105841051213543
C1orf167,0.0,0.20107318152810497,0.0910533886187964
MTHFR,0.0,0.0,0.09439656224822694
CLCN6,0.0,0.0,0.19522240647293282
NPPA-AS1,0.0,0.0,0.12838513777701738
KIAA2013,0.0,0.638256637793695,0.12652037289746992
PLOD1,0.0,0.402145346207838,0.29652563173727886
MFN2,0.0,0.1321258047137176,0.024495473586869366
MIIP,0.0,0.0,0.11195196708834311
TNFRSF8,0.0,0.0,0.10040383341418498
TNFRSF1B,0.0,0.0,0.1280475048959988
VPS13D,0.8376186726037104,0.0,0.08354521193363705
HNRNPCL2,0.0,0.0,0.05387340087052783
PRDM2,0.34414743203488063,0.13329808453911646,0.0555604152401597
KAZN,0.0,0.0,0.07746863662005937
EFHD2,0.22546172618919397,0.22771275657165516,0.04782423474220183
CASP9,0.0,0.1630011716182569,0.075984919670929
DNAJC16,0.0,0.0,0.07598312457317373
RP4-680D5.8,0.0,0.0,0.14938544965719425
AGMAT,0.0,0.2634934874728985,0.10647123618201201
RP4-680D5.3,0.0,0.0,0.1296621263012768
DDI2,0.354141619663282,0.06189738654499501,0.03708878364016084
PLEKHM2,0.0,0.0,0.0731324182738009
SLC25A34,0.0,0.0,0.12778264885864912
FBLIM1,0.0,0.0,0.12997053711953416
UQCRHL,0.0,0.0,0.1016648183789791
RP11-169K16.8,0.0,0.0,0.1740061675718689
RP11-169K16.9,0.0,0.0,0.11402855572422028
SPEN,0.0,0.2107725050905239,0.1061973869297558
ZBTB17,0.0,0.0,0.14498339357331316
ARHGEF19,0.0,0.0,0.1927705720557919
ANO7P1,0.0,0.0,0.1360959127889019
RSG1,0.0,0.0,0.17003632023134277
FBXO42,1.3921293384168796,0.0,0.09999587592558366
SZRD1,0.4697871670923521,0.3180642107702069,0.03432549291096897
NECAP2,0.0,0.04759812697029265,0.057522090069685054
RP4-798A10.2,0.0,0.0,0.058091874096852694
CROCCP3,0.0,0.0,0.15144955145781766
RP4-798A10.7,0.0,0.0,0.05073329983275769
NBPF1,0.0,0.0,0.09866825960459909
CROCCP2,0.0,0.0,0.21957190214850822
EIF1AP1,0.0,0.0,0.1357401699818904
ESPNP,0.0,0.0,0.04982610671718434
CROCC,0.0,0.27201359193658264,0.21494319618086383
RP11-108M9.4,0.0,0.0,0.0959914495614033
ATP13A2,0.0,0.0,0.08207176009529082
SDHB,0.0,0.14568195992393457,0.029546103153868963
PADI2,0.0,0.0,0.1072063269560255
PADI4,0.0,0.0,0.14983164259992895
RCC2,1.0780574162836944,0.17676533456773244,0.020561686957605727
ACTL8,0.0,0.0,0.14387937982248247
RP5-1126H10.2,0.0,0.0,0.06147284658902801
UBR4,0.3100468789838361,0.05163887827034689,0.13956259207357657
RP1-43E13.2,0.0,0.0,0.10935022869122688
EMC1,0.0,0.08631937384635752,0.09808009793053432
MRTO4,0.0,0.17614174707444089,0.036790548526443714
AKR7L,0.0,0.0,0.09055526158351765
AKR7A3,0.0,0.0,0.08946235100812226
AKR7A2,0.0,0.09241965557010161,0.0864278584663155
RNU6-1099P,0.0,0.0,0.06751228172560386
PQLC2,0.0,0.0,0.14902354883559157
CAPZB,0.0,0.03934605538050526,0.03410411617038482
MINOS1,0.0,0.0,0.0435552182883072
RP5-1056L3.3,0.0,0.0,0.16325041218820907
TMCO4,0.0,0.0,0.14400785154969242
OTUD3,3.079333890028994,0.0,0.10090319790056529
MUL1,0.0,0.4399600182847729,0.03680254629643584
PINK1,0.0,0.0,0.15210683737091632
RP11-401M16.7,0.0,0.0,0.14405470335040457
DDOST,0.0,0.12977602519732218,0.18501505853536634
KIF17,0.0,0.0,0.09410127962847557
SH2D5,0.0,0.0,0.13713423340845365
HP1BP3,0.4020557347016601,0.09941899012728014,0.106582083348484
EIF4G3,0.4507184134384449,0.12178315263057618,0.11008872109624895
ECE1,0.0,0.24990741929354052,0.10183268870262865
RP5-1071N3.1,0.0,0.0,0.19403169120230554
RP11-293F5.2,0.0,0.0,0.0630414579062869
NBPF3,0.0,0.0,0.18802373770748418
RAP1GAP,0.0,0.0,0.10087184847697328
USP48,0.0,0.16790588454537936,0.05461046720249809
LDLRAD2,0.0,0.0,0.10247744684332565
HSPG2,0.0,0.0,0.10051147078014287
RP1-224A6.3,0.0,0.0,0.10794618918349756
RP1-224A6.4,0.0,0.0,0.13018638641338423
CDC42,0.0,0.09986014109639439,0.0922751492135655
RP11-415K20.1,0.0,0.0,0.10832025018090126
ZBTB40,0.0,0.0,0.13239094429725834
RP1-61A9.4,0.0,0.0,0.08292763313856882
KDM1A,0.11313867206636603,0.0988963342969811,0.032032988787477866
LUZP1,0.4429036842327436,0.17837561641356442,0.07191633933147588
RP5-1057J7.6,0.0,0.0,0.2961837897019653
HNRNPR,0.0,0.08075488695417828,0.056688133903204256
ZNF436,0.0,0.0,0.12440260331868183
C1orf213,0.0,0.0,0.15572112863443754
ASAP3,0.0,0.0,0.12591856905865167
E2F2,0.0,0.0,0.049907749897763524
RP1-150O5.3,0.0,0.0,0.17098862330720802
ID3,0.0,0.0,0.1359935743616386
MDS2,0.0,0.0,0.16934662477543613
RPL11,0.0,0.08867277571789785,0.0667210243137975
ELOA,0.0,0.07842754323320426,0.04666336239275141
RP5-886K2.3,0.0,0.0,0.13232267449709328
PITHD1,0.0,0.06496966689364486,0.06355411212945612
LYPLA2,0.0,0.2573878557370223,0.06504681975829253
GALE,0.0,0.15886241799025205,0.13130461638087307
HMGCL,0.0,0.22777574245336674,0.15195054839527558
FUCA1,0.0,0.0,0.08989282826658004
CNR2,1.366943768825936,0.0,0.08713333363541646
RP11-4M23.2,0.0,0.0,0.1441678650858661
PNRC2,0.0,0.16979869032924524,0.11306492953686234
SRSF10,0.3018352427263077,0.2132638475989918,0.08680723337444066
IFNLR1,0.0,0.0,0.05820671413249137
STPG1,0.0,0.0,0.10073211069705086
NIPAL3,0.0,0.0,0.11634227774558509
RCAN3,0.0,0.0,0.08350365367406822
SRRM1,0.41058837076339777,0.12182007805660494,0.06639438515100365
CLIC4,0.0,0.08324393841379132,0.13653531635342514
RUNX3,0.5146202392867364,0.17948111353442697,0.12025499286073105
SYF2,0.0,0.0,0.06977859593842256
RP3-465N24.7,0.0,0.0,0.12133466404539141
RSRP1,0.0,0.0,0.18866686850297765
RP3-465N24.6,0.0,0.0,0.06386884061541558
RP3-465N24.5,0.0,0.0,0.12572964420472585
RHD,0.0,0.0,0.04559986481772028
TMEM50A,0.0,0.0,0.05774074739973646
RHCE,0.0,0.0,0.056509888439997616
TMEM57,0.0,0.1339400661998467,0.09756128952179186
LDLRAP1,0.0,0.0,0.0739869554457682
MAN1C1,0.0,0.0,0.16869741360898793
SEPN1,0.0,0.0,0.14018428479977693
RP1-317E23.3,0.0,0.0,0.10271535873939804
MTFR1L,0.32138455427066925,1.2993275331547196,0.09796324868347192
AUNIP,0.0,0.0,0.11354118739019699
RP1-125I3.2,0.0,0.0,0.05826808538215006
PAQR7,0.0,0.0,0.10165969103463228
STMN1,0.0,0.3112168634342639,0.06584314893032883
PAFAH2,0.0,1.040705088505338,0.09797256363968133
PDIK1L,0.0,0.0,0.12181816724735396
ZNF593,0.2533795046497374,0.23850266948371326,0.19042923989741214
CNKSR1,0.0,0.0,0.2721362895238148
CEP85,0.34648045484826046,0.22213899543823643,0.06657687220901089
SH3BGRL3,0.0,0.43401813488110275,0.06463627160915571
UBXN11,0.0,0.0,0.10093945576890351
CD52,0.0,0.0,0.07919867891224275
CRYBG2,0.0,0.0,0.1854808785132332
DHDDS,0.0,0.18878545509149056,0.08490542487500145
RP3-476K8.3,0.0,0.0,0.1251338214470709
HMGN2,0.0,0.6332190451970032,0.06898754914216004
RPS6KA1,0.4137323784951188,0.056123708639538215,0.046328408512316045
RP5-968P14.2,0.0,0.0,0.22721116896405555
ARID1A,0.2816998409388347,0.06238575803164396,0.055820791358501896
PIGV,0.0,0.0,0.08231561003119882
ZDHHC18,0.7357968972560357,0.0,0.09767078884376017
SFN,0.0,1.0540735252330342,0.09881693211582158
GPN2,0.0,0.0,0.08437967759438567
GPATCH3,0.0,0.0,0.07720131789633686
NUDC,0.0,0.10269284932191036,0.06882599723201296
KDF1,0.0,0.0,0.15954237597904855
RP11-344H11.4,0.0,0.0,0.06357278621278507
TRNP1,0.0,0.0,0.04810736857009907
SLC9A1,0.9776839211797368,0.0,0.10615237502151678
RP11-40H20.1,0.0,0.0,0.06271180808529242
RP11-40H20.2,0.0,0.0,0.11973940490475411
WDTC1,0.0,0.0,0.07612106916608012
TMEM222,0.0,0.0,0.0870144180608375
RP11-4K3__A.5,0.0,0.0,0.12241068071671715
SYTL1,0.0,0.0,0.3036703634533306
MAP3K6,0.0,0.0,0.20324254518678778
GPR3,0.0,0.0,0.05545646499512747
WASF2,0.0,0.19999114786824615,0.04878171385681583
RP1-159A19.4,0.0,0.0,0.05869706178570483
AHDC1,0.3891866879452523,0.0,0.19990879514910787
FGR,0.0,0.41714460813038395,0.20063737922963928
RP1-159A19.3,0.0,0.0,0.14339796625853685
RP11-288L9.1,0.0,0.0,0.07474391085703416
IFI6,0.0,0.0,0.10643707173227762
FAM76A,0.0,0.18744964982082443,0.08771883520508171
RP3-426I6.2,0.0,0.0,0.08779200805933263
STX12,0.0,0.07650158263158684,0.11463921926246998
RP3-426I6.5,0.0,0.0,0.055682809322172906
RP3-426I6.6,0.0,0.0,0.09065127159186229
PPP1R8,0.0,0.18711377508506122,0.051342628825843416
THEMIS2,0.0,0.0,0.11086245717714753
RPA2,3.080582786953149,0.10042624375352933,0.0510977739537498
SMPDL3B,0.0,0.0,0.11978539884526522
XKR8,0.0,0.0,0.09155072071752525
EYA3,0.0,0.0,0.08589445816992688
RN7SL559P,0.0,0.0,0.04432448250761624
RP5-1053E7.1,0.0,0.0,0.15887818170545454
PTAFR,0.0,0.0,0.1551543167419831
DNAJC8,0.0,0.10947716631985194,0.05531963047571385
ATPIF1,0.0,0.2043634004034036,0.07235797651808396
RP5-1092A3.4,0.0,0.0,0.12089866630566597
RP5-1092A3.5,0.0,0.0,0.03606899433418254
SESN2,0.5751613209747322,0.0,0.3262657243021319
MED18,0.0,0.0,0.09341796342609492
PHACTR4,0.24957471080817195,0.09963669274043765,0.09453693517030318
RCC1,0.31680502896455426,0.11452124332530367,0.036013415076391886
SNHG3,0.0,0.0,0.20020270026167916
SNORA73B,0.0,0.0,0.17110731058816295
RP4-669K10.8,0.0,0.0,0.12350967799897007
TRNAU1AP,0.0,0.0,0.08449705207701466
SNHG12,0.0,0.0,0.24495204204466514
SNORD99,0.0,0.0,0.13359044322688576
TAF12,0.44394328646431236,0.39341343348015484,0.12299555957885015
RP11-442N24__B.1,0.0,0.0,0.12965649902455992
RNU11,0.0,0.0,0.07036250902449917
GMEB1,0.0,0.0,0.06601504305801542
YTHDF2,0.0,0.11313682183937766,0.04905446167846637
RP1-212P9.3,0.0,0.0,0.12113584186162712
EPB41,2.100907375467622,0.055433886498587305,0.06852017992362132
RP4-604A21.1,0.0,0.0,0.11056599233598408
RF00017,0.0,0.0,0.09875093389356958
SRSF4,0.0,0.1657751979074541,0.04457381130512477
RF02271,0.0,0.0,0.13818281792712617
MECR,0.0,0.33837963947423955,0.05851488843542963
PTPRU,0.0,0.0,0.12371583948179285
MATN1,0.0,0.0,0.03943621528373027
RP5-1166H10.2,0.0,0.0,0.18068680886584335
LAPTM5,0.41961093825105006,0.06779805225753432,0.11966233976478835
SDC3,0.0,0.0,0.07581405702455303
PUM1,0.23574782669069816,0.08582280622182288,0.04176549338835579
SNRNP40,0.0,0.07751966423074988,0.035002490852093296
RP11-490K7.4,0.0,0.0,0.08656084050491505
ZCCHC17,0.4232641501725128,0.17349970572412216,0.06476594013843943
SERINC2,0.0,0.0,0.16771968370445223
RP11-439L8.2,0.0,0.0,0.07220732638304304
RP11-73M7.10,0.0,0.0,0.036265086623986996
PEF1,0.0,0.13057148385357703,0.029941677950669727
ADGRB2,0.0,0.0,0.14648540831440957
PTP4A2,0.0,0.0,0.05683787649833641
KHDRBS1,0.5948158604911327,0.11333295482704966,0.07176089809085173
TMEM39B,0.6823307739556155,0.0,0.08873092661085655
KPNA6,0.0,0.08263252270061396,0.05320964385460269
TXLNA,0.0,0.07715300740026626,0.12995119778713526
CCDC28B,0.0,0.2973923462221588,0.10107229220583108
RP4-622L5.7,0.0,0.0,0.06406457725615461
IQCC,0.0,0.0,0.10782864440385485
TMEM234,0.0,0.0,0.1830939521450247
EIF3I,0.0,0.07976461877854694,0.06328465051688945
MTMR9L,0.0,0.0,0.11486927150898826
FAM167B,0.0,0.0,0.15213947274224007
LCK,0.3134897199553289,0.0993107515887558,0.07643442576549678
HDAC1,0.2567826789257706,0.07343157718619679,0.0727169221412671
MARCKSL1,1.2555736093470953,0.16323117875187787,0.17715603751833953
FAM229A,0.0,0.0,0.19444805548569513
BSDC1,0.0,0.3163635854654272,0.11334242820910038
ZBTB8A,0.0,0.0,0.22155727256242735
ZBTB8OS,0.0,0.1102353716067155,0.06654830240818643
RBBP4,0.0,0.18963857609701182,0.022236131937988034
YARS,0.0,0.0510557368594275,0.1960026437521283
S100PBP,0.0,0.0,0.12276863001401471
HPCA,0.0,0.0,0.1533723476463585
TMEM54,0.0,0.0,0.07502076117187932
RNF19B,0.0,0.0,0.0621659355178845
AK2,0.0,0.07845249839922476,0.031444351342159095
RP11-131M11.2,0.0,0.0,0.12485095054961927
TRIM62,0.0,0.0,0.10439758598321316
ZNF362,0.0,0.0,0.1386763129077438
PHC2,0.0,0.0,0.07573204027957169
RP11-415J8.5,0.0,0.0,0.0924951413674757
ZSCAN20,0.0,0.0,0.18102224408718282
SMIM12,0.0,0.0,0.04046354970407656
RP11-244H3.5,0.0,0.0,0.07771334438356653
RP11-244H3.1,0.0,0.0,0.06589680299087075
ZMYM6,0.0,1.1930691910719045,0.17449174690294106
ZMYM1,0.0,0.0,0.24519689838454842
RP11-181E22.1,0.0,0.0,0.11286925875913371
SFPQ,0.0,0.07602989326733331,0.039779950725521186
ZMYM4,1.7080574823184504,1.5085333261725495,0.035724514200841266
RP4-765A10.1,0.0,0.0,0.1953116587471766
KIAA0319L,0.0,0.0,0.0927890942630571
NCDN,0.0,0.1967368562426872,0.10901750475124568
RP4-728D4.2,0.0,0.0,0.11609665798699235
TFAP2E,0.0,0.0,0.15764606330758946
PSMB2,0.0,0.15128929364838892,0.040270597427080015
C1orf216,0.0,0.0,0.09477549651484354
CLSPN,0.7026261937809443,0.2689111516754611,0.12608079543993195
AGO4,0.0,0.0,0.09869318983208673
AGO1,0.0,0.0,0.04927511709164869
AGO3,0.0,0.17176509307961227,0.13606786223839396
RP4-665N4.8,0.0,0.0,0.04311749928879189
ADPRHL2,0.0,0.13438340969458468,0.0925865354596647
TRAPPC3,0.0,0.06255603148098149,0.04722786697693184
MAP7D1,0.30135632725912836,0.6073685299560646,0.08407923917482141
THRAP3,0.7426014710814534,0.08808530446008898,0.022926992839212748
SH3D21,0.0,0.0,0.25559318907286194
RP11-268J15.5,0.0,0.0,0.09209405317509525
STK40,0.0,0.0,0.05938761549592874
LSM10,0.0,0.157986154095051,0.07559111527213395
OSCP1,0.0,0.0,0.06467323485866848
MRPS15,0.0,0.1181179799585089,0.035032585611102125
RP11-422J8.1,0.0,0.0,0.1858844658439641
ZC3H12A,0.29195247639246164,0.0,0.16818885360739683
MEAF6,0.0,0.08662386849468576,0.04646766278412115
MIR5581,0.0,0.0,0.06926375056821432
SNIP1,0.2786663933249846,0.12706926242583846,0.05296491122323473
RP3-423B22.5,0.0,0.0,0.07400952868768598
GNL2,0.0,0.13649406173190962,0.04690271543698331
C1orf109,0.0,0.0,0.08831286045727173
CDCA8,0.771221061369301,0.05751469747600826,0.050732792519992506
MANEAL,0.0,0.0,0.11319265648414502
YRDC,0.36664446206252926,0.06730877996559229,0.0874906325549332
C1orf122,0.0,0.0,0.14233829111847981
MTF1,0.0,0.0,0.05346344618334775
RP11-109P14.10,0.0,0.0,0.06486657104770414
INPP5B,0.0,0.14682670214510601,0.06834279959979825
SF3A3,0.0,0.06529229498342953,0.028570808081192563
FHL3,0.0,0.0,0.11746904024241514
UTP11,0.0,0.0765051079464224,0.04109943753003984
RP11-334L9.1,0.0,0.0,0.12174477579432963
RRAGC,0.0,0.09307412421721675,0.06867685268818775
RP5-864K19.4,0.0,0.0,0.15936351538066348
MYCBP,0.0,0.280919424566319,0.05030881491278042
AKIRIN1,0.36939472597879613,0.0,0.03951767126461321
NDUFS5,0.0,0.0,0.04341848476384733
MACF1,0.30683823351663747,0.15992700423846115,0.16892042867321275
PPIEL,0.0,0.0,0.16718096302374683
PABPC4,3.081168619564604,0.11182576217007813,0.05440203809000716
SNORA55,0.0,0.0,0.14019431205570665
PPIE,0.0,0.17522287852087703,0.04357971364112398
BMP8B,0.0,0.0,0.10136404428357577
RP1-118J21.25,0.0,0.0,0.06315452029746624
RP1-118J21.27,0.0,0.0,0.11083628964881835
RP1-118J21.28,0.0,0.0,0.04848504365634215
TRIT1,0.6772230552798476,0.0,0.11691550112607285
MYCL,0.0,0.0,0.15479280377200452
MFSD2A,0.0,0.250645528828361,0.15183210798473573
RP3-342P20.2,0.0,0.0,0.07936851771327146
CAP1,0.6024434788980334,0.10137656687296168,0.0588859096120075
PPT1,0.0,0.14635533757316005,0.05687726750239361
RLF,0.3736823466237202,0.9943667075916367,0.10970217679278567
RP1-39G22.7,0.0,0.0,0.21281219343834473
ZMPSTE24,0.0,0.13705375025700778,0.1347790053729957
COL9A2,0.0,0.0,0.21705486543352417
SMAP2,0.23100012517975504,0.09245148547514247,0.07080517634140453
ZFP69B,0.0,0.0,0.19957900523545177
RP1-228H13.5,0.0,0.0,0.1824398600026255
RP11-656D10.7,0.0,0.0,0.12466732644686297
ZFP69,0.0,0.0,0.10530047805750875
RP11-656D10.3,0.0,0.0,0.061518302425432304
EXO5,0.0,0.0,0.16758039789061974
ZNF684,0.0,0.0,0.1580164438423305
RIMS3,0.6382080130628568,0.0,0.1818183115275726
RP4-739H11.4,0.0,0.0,0.24142274648660925
NFYC,0.0,0.07789146007739925,0.05414841082825729
KCNQ4,0.0,0.0,0.0746420217173781
CTPS1,0.0,0.08732704449552348,0.042573037778439675
SLFNL1-AS1,0.0,0.0,0.2806051354456874
SLFNL1,0.0,0.0,0.0370234041622765
SCMH1,0.0,0.0,0.12321586014100586
HIVEP3,0.0,0.0,0.8548721483515371
FOXJ3,3.347090270597718,0.0,0.04268771894659297
RIMKLA,0.0,0.0,0.22631813094198516
PPCS,0.0,0.11341355163351892,0.06796994566059048
CCDC30,0.0,0.0,0.09608617964535
PPIH,0.0,0.10001083103144391,0.03497637799607826
RP5-994D16.3,0.0,0.0,0.1324682860121332
YBX1,0.9772436562489292,0.10700971645412247,0.03314729076512641
P3H1,0.0,0.0,0.14566240614892445
C1orf50,0.0,0.0,0.10703924744195062
TMEM269,0.0,0.0,0.14221995451316585
SVBP,0.0,0.0,0.09551695302597836
ERMAP,0.0,0.0,0.2644758212828242
RP11-342M1.3,0.0,0.0,0.19076862514627047
ZNF691,0.0,0.0,0.1414461664356574
SLC2A1,0.32320490130486174,0.25521086937293713,0.20707886408048456
RP5-848E13.3,0.0,0.0,0.09293310409433476
