"","pathway","transcriptome_pval","transcriptome_padj","proteome_pval","proteome_padj","phosphoproteome_pval","phosphoproteome_padj","combined_pval","combined_padj","Contrast","negativelog10FDR","Pathway","Algorithm"
"71","(KEGG) Retinol metabolism",0.140161725067385,0.606104757048153,0.722077922077922,1,NA,NA,0.606104757048153,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Retinol Metabolism","multiGSEA"
"72","(KEGG) Porphyrin metabolism",0.26525198938992,0.727401129943503,0.0288215230334965,0.293994855650016,NA,NA,0.517828178585143,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Porphyrin Metabolism","multiGSEA"
"73","(KEGG) Terpenoid backbone biosynthesis",0.0212873982449405,0.283831976599207,0.0110089238356446,0.15662696184349,0.77737881508079,1,0.131961406144062,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Terpenoid Backbone Biosynthesis","multiGSEA"
"74","(KEGG) Nitrogen metabolism",0.277056277056277,0.732710815355443,0.595238095238095,1,NA,NA,0.732710815355443,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Nitrogen Metabolism","multiGSEA"
"75","(KEGG) Sulfur metabolism",0.424143556280587,0.854086877145635,0.920398009950249,1,NA,NA,0.854086877145635,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Sulfur Metabolism","multiGSEA"
"76","(KEGG) Aminoacyl-tRNA biosynthesis",0.506472491909385,0.881091617933723,0.653333333333333,1,0.105545617173524,1,0.881091617933723,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Aminoacyl-Trna Biosynthesis","multiGSEA"
"77","(KEGG) Metabolism of xenobiotics by cytochrome P450",0.161290322580645,0.642434488588335,0.227272727272727,1,0.859126984126984,1,0.642434488588335,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Metabolism Of Xenobiotics By Cytochrome P450","multiGSEA"
"78","(KEGG) Drug metabolism - cytochrome P450",0.0725806451612903,0.456159225389995,0.353403141361257,1,0.859126984126984,1,0.456159225389995,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Drug Metabolism - Cytochrome P450","multiGSEA"
"79","(KEGG) Drug metabolism - other enzymes",0.0814606741573034,0.465489566613162,0.272984441301273,1,0.277078085642317,1,0.465489566613162,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Drug Metabolism - Other Enzymes","multiGSEA"
"80","(KEGG) Biosynthesis of unsaturated fatty acids",0.214634146341463,0.696634938280182,0.716666666666667,1,NA,NA,0.696634938280182,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Biosynthesis Of Unsaturated Fatty Acids","multiGSEA"
"81","(KEGG) Metabolic pathways",1.38828777711913e-07,1.11063022169531e-05,6.55048604537034e-12,1.02515106610046e-09,0.654066437571592,1,2.28748863834633e-13,7.27421386994132e-11,"X19O2NoCyA - X1O2NoCyA",10.138213934355,"Metabolic Pathways","multiGSEA"
"82","(KEGG) Carbon metabolism",2.94253777089166e-09,3.13870695561777e-07,2.80014872671235e-05,0.00219111637865242,0.0248642563504623,1,1.53085608940882e-08,1.21703059108001e-06,"X19O2NoCyA - X1O2NoCyA",5.91469850527834,"Carbon Metabolism","multiGSEA"
"83","(KEGG) 2-Oxocarboxylic acid metabolism",0.352185089974293,0.783758262511804,0.259375,1,NA,NA,0.783758262511804,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"2-Oxocarboxylic Acid Metabolism","multiGSEA"
"84","(KEGG) Fatty acid metabolism",0.518624641833811,0.881091617933723,0.337979094076655,1,0.998251748251748,1,0.881091617933723,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Fatty Acid Metabolism","multiGSEA"
"85","(KEGG) Biosynthesis of amino acids",6.44311516724201e-06,0.000412359370703489,5.75192418453935e-05,0.00300058711626803,0.0664605873261206,1,8.24614691200012e-06,0.000374610674002291,"X19O2NoCyA - X1O2NoCyA",3.42641985217634,"Biosynthesis Of Amino Acids","multiGSEA"
"86","(KEGG) Nucleotide metabolism",0.437125748502994,0.863458268647889,0.790190735694823,1,0.377005347593583,1,0.863458268647889,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Nucleotide Metabolism","multiGSEA"
"87","(KEGG) Biosynthesis of cofactors",0.188118811881188,0.673274213180316,0.950928381962865,1,0.345541401273885,1,0.673274213180316,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Biosynthesis Of Cofactors","multiGSEA"
"88","(KEGG) Biosynthesis of nucleotide sugars",0.00802757114701645,0.160551422940329,0.0133107511526506,0.173594379615818,0.775583482944345,1,0.0859212714023172,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Biosynthesis Of Nucleotide Sugars","multiGSEA"
"89","(KEGG) EGFR tyrosine kinase inhibitor resistance",0.778801843317972,0.980475182310045,0.988732394366197,1,0.232323232323232,1,0.980475182310045,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Egfr Tyrosine Kinase Inhibitor Resistance","multiGSEA"
"90","(KEGG) Endocrine resistance",0.361194029850746,0.790953037163418,0.582191780821918,1,0.619909502262443,1,0.790953037163418,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Endocrine Resistance","multiGSEA"
"91","(KEGG) Antifolate resistance",0.951456310679612,0.99485559201199,0.860615883306321,1,0.624719101123596,1,0.99485559201199,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Antifolate Resistance","multiGSEA"
"92","(KEGG) Platinum drug resistance",0.680790960451977,0.960134541145893,0.35016835016835,1,0.363057324840764,1,0.960134541145893,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Platinum Drug Resistance","multiGSEA"
"93","(KEGG) mRNA surveillance pathway",0.186153846153846,0.673274213180316,0.908847184986595,1,0.188133140376266,1,0.673274213180316,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Mrna Surveillance Pathway","multiGSEA"
"94","(KEGG) RNA degradation",0.185970636215334,0.673274213180316,0.204838709677419,0.986377171215881,0.31864406779661,1,0.969860623526817,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Rna Degradation","multiGSEA"
"95","(KEGG) Viral life cycle - HIV-1",0.202898550724638,0.690718470551958,0.6,1,0.206153846153846,1,0.690718470551958,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Viral Life Cycle - Hiv-1","multiGSEA"
"96","(KEGG) PPAR signaling pathway",0.710306406685237,0.960134541145893,0.00796259239289818,0.138460634387618,0.86046511627907,1,0.680900195083439,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Ppar Signaling Pathway","multiGSEA"
"97","(KEGG) Homologous recombination",0.0997304582210243,0.514737848882706,0.620060790273556,1,0.913544668587896,1,0.514737848882706,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Homologous Recombination","multiGSEA"
"98","(KEGG) Fanconi anemia pathway",0.311797752808989,0.769230769230769,0.0898550724637681,0.695722696143218,0.545586107091172,1,0.811325141987287,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Fanconi Anemia Pathway","multiGSEA"
"99","(KEGG) MAPK signaling pathway",0.837086092715232,0.986151009732882,0.982300884955752,1,0.426718547341115,1,0.986151009732882,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Mapk Signaling Pathway","multiGSEA"
"100","(KEGG) ErbB signaling pathway",0.194690265486726,0.677183532127741,0.620338983050847,1,0.994236311239193,1,0.677183532127741,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Erbb Signaling Pathway","multiGSEA"
"101","(KEGG) Ras signaling pathway",0.815680880330124,0.986151009732882,0.928571428571429,1,0.628099173553719,1,0.986151009732882,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Ras Signaling Pathway","multiGSEA"
"102","(KEGG) Rap1 signaling pathway",0.780821917808219,0.980475182310045,0.616279069767442,1,0.253602305475504,1,0.980475182310045,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Rap1 Signaling Pathway","multiGSEA"
"103","(KEGG) Calcium signaling pathway",0.274928774928775,0.732710815355443,0.925925925925926,1,0.862518089725036,1,0.732710815355443,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Calcium Signaling Pathway","multiGSEA"
"104","(KEGG) cGMP-PKG signaling pathway",0.105563480741797,0.536195457736114,0.971621621621622,1,0.892561983471074,1,0.536195457736114,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Cgmp-Pkg Signaling Pathway","multiGSEA"
"105","(KEGG) cAMP signaling pathway",0.352691218130312,0.783758262511804,0.63671875,1,0.373376623376623,1,0.783758262511804,0.99659520468986,"X19O2NoCyA - X1O2NoCyA",0.00148120685163988,"Camp Signaling Pathway","multiGSEA"
