"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"KEGG_LINOLEIC_ACID_METABOLISM",21,"CYP2E1, ALOX15, JMJD7-PLA2G4B, PLA2G6, PLA2G4B, PLA2G12A, PLA2G1B",1.40711281519887,21,1.38571055655703,-0.0149530217006832,0.0214022586418396,0.961502760925192,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_LINOLEIC_ACID_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0170494643606504,1.64741887634977e-05
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",24,"JMJD7-PLA2G4B, PLA2G6, PLA2G4B, FADS2, ACOX3, PLA2G12A, ACOX1, PLA2G1B",2.74208875345644,24,2.76007699963567,0.00826618537438465,-0.0179882461792307,0.976961836206414,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0101224011212335,1.64741887634977e-05
"KEGG_SPHINGOLIPID_METABOLISM",90,"GLB1, GALC, GBA, SPHK2, PLPP3, NEU1, ACER2, UGCG, DEGS2, ARSA, SGPL1, NEU3, SMPD4, SGMS1, ACER3, CERK, SMPD2, DEGS1, SGPP1, GLA, PLPP1, ASAH1, SMPD1, B4GALT6, SPTLC2, SPTLC1, SMPD3, KDSR, UGT8, ASAH2",4.17586655071827,90,4.1648726792325,-0.0051162018335944,0.0109938714857716,0.972670443129708,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_SPHINGOLIPID_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0120342809793551,1.64741887634977e-05
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",45,"B3GNT4, B3GNT2, ST3GAL6, B4GALT1, FUT6, FUT4, FUT1, B4GAT1, GCNT2, B4GALT3, B4GALT2, ST3GAL4, B4GALT4, ST3GAL3, ST8SIA1",3.05134299521102,45,3.04433646980458,-0.00332512429412124,0.00700652540643665,0.98746958674512,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","X19O2NoCyA - X1O2NoCyA",0.00547627141003048,1.64741887634977e-05
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",30,"A4GALT, GLA, ST3GAL2, GBGT1, ST3GAL1, FUT1, HEXB, NAGA, ST8SIA1, HEXA",3.78066990857729,30,3.78210186038909,0.00083264188658653,-0.001431951811798,0.997491328115669,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","X19O2NoCyA - X1O2NoCyA",0.00109087124811482,1.64741887634977e-05
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",42,"ST6GALNAC4, ST6GALNAC3, ST6GALNAC6, B4GALNT1, GLB1, SLC33A1, ST3GAL5, ST3GAL2, ST3GAL1, HEXB, ST8SIA1, B3GALT4, ST8SIA5, HEXA",2.92012477027379,42,2.91440290910443,-0.0031167804404445,0.00572186116936191,0.988696258601174,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","X19O2NoCyA - X1O2NoCyA",0.00493710928670155,1.64741887634977e-05
"KEGG_RIBOFLAVIN_METABOLISM",33,"ENPP1, ACP6, RFK, FLAD1, MTMR6, PHPT1, MTMR1, ACP1, ACP2, ACP5, MTMR2",4.97196605818874,33,5.00730026281714,0.017725242021902,-0.0353342046283958,0.942734226505914,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_RIBOFLAVIN_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0256107253225015,1.64741887634977e-05
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",48,"NMNAT1, NT5C2, ENPP1, BST1, NNT, AOX1, CD38, NT5M, NADSYN1, NT5C3A, NMRK1, QPRT, NAMPT, NT5C, PNP, NADK",4.4974042387624,48,4.46021664545704,-0.0126542199066628,0.0371875933053616,0.950551557580311,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0220243221805751,1.64741887634977e-05
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",36,"PPCS, PANK3, PPCDC, ENPP1, VNN2, PANK1, PANK4, COASY, DPYD, PANK2, BCAT1, BCAT2",5.03120286811172,36,4.99600908661081,-0.0153430532008618,0.0351937815009133,0.947995148346284,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","X19O2NoCyA - X1O2NoCyA",0.0231938852904449,1.64741887634977e-05
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",66,"CARS2, DARS2, VARS2, YARS2, FARSA, SARS2, RARS2, LARS2, FARSB, AARS2, NARS2, IARS2, WARS2, PARS2, MARS2, TARS2, SEPSECS, MTFMT, HARS2, PSTK, EARS2, FARS2",5.29755613662745,66,5.24881030250041,-0.0311395494373093,0.0487458341270459,0.859244287710141,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","X19O2NoCyA - X1O2NoCyA",0.0658833463879567,1.64741887634977e-05
"KEGG_BASAL_TRANSCRIPTION_FACTORS",96,"TAF1L, TAF2, TAF4, TAF7L, TAF1, TAF9B, STON1, TBP, GTF2A1, GTF2B, GTF2A2, TAF11, TAF12, TAF5L, TAF13, TAF9, TAF10, GTF2H2, TAF7, GTF2H1, TAF6L, GTF2F2, GTF2F1, GTF2E2, TAF4B, TAF6, GTF2E1, TAF5, GTF2I, GTF2H4, TBPL1, GTF2H3",4.99893349651189,96,4.99484024841879,-0.00185475656682699,0.00409324809310707,0.989727493745666,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_BASAL_TRANSCRIPTION_FACTORS","X19O2NoCyA - X1O2NoCyA",0.0044843652546646,1.64741887634977e-05
"KEGG_NON_HOMOLOGOUS_END_JOINING",36,"XRCC4, POLL, POLM, NHEJ1, LIG4, FEN1, DNTT, XRCC5, RAD50, XRCC6, PRKDC, DCLRE1C",5.5382430917352,36,5.52229330903048,-0.0046003494497747,0.0159497827047215,0.984441655372978,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_NON_HOMOLOGOUS_END_JOINING","X19O2NoCyA - X1O2NoCyA",0.00681001797220286,1.64741887634977e-05
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",105,"STX12, STX2, VAMP5, GOSR2, SNAP29, STX7, STX6, STX1A, STX11, STX16, VAMP1, VAMP3, BNIP1, STX3, VAMP2, STX10, SNAP47, SEC22B, VAMP4, VAMP8, YKT6, SNAP23, BET1L, STX18, GOSR1, USE1, STX5, STX4, VTI1B, BET1, VTI1A, TSNARE1, STX8, STX1B, STX17",4.66859367667284,105,4.64811760547522,-0.0126369305229431,0.0204760711976224,0.926534006858053,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","X19O2NoCyA - X1O2NoCyA",0.0331386360107494,1.64741887634977e-05
"KEGG_LYSOSOME",324,"PLA2G15, AP3B2, GGA1, PPT1, MFSD8, CTSZ, NAGPA, IGF2R, ARSG, ATP6V0A1, ATP6V0B, LGMN, CTSS, AP4S1, LAMP2, ATP6AP1, LAPTM5, AP1S3, CLTCL1, AP4B1, AP3B1, LAMP3, ABCB9, AP1B1, CTSK, SLC11A2, GNPTAB, SMPD1, CTSH, AP1G1, LAPTM4A, GM2A, LAMP1, CTSO, GGA2, AP3M1, CTSC, GBA, AP3D1, CD164, ATP6V1H, HGSNAT, ABCA2, AGA, AP3M2, ARSA, CTSD, CTSB, ARSB, TCIRG1, GNS, PPT2, DNASE2, SORT1, ASAH1, AP4E1, GALNS, AP4M1, IDUA, IDS, ATP6V0C, GALC, GNPTG, NEU1, M6PR, GUSB, AP3S2, GLA, GGA3, ATP6V0A2, FUCA1, NPC2, ATP6V0D1, ENTPD4, SGSH, AP1M2, CD63, GLB1, CTSF, MANBA, MAN2B1, PSAP, CTNS, LIPA, AP1S2, AP1M1, NAPSA, HEXB, AP3S1, SUMF1, MCOLN1, AP1S1, HEXA, NPC1, SLC17A5, SCARB2, CLN5, CTSA, TPP1, CLTA, CLTB, CLN3, CLTC, ACP2, GAA, ACP5, NAGA, NAGLU",4.47135704453105,324,4.44597063941097,-0.0112175325904588,0.0253864051200781,0.886342472688117,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_LYSOSOME","X19O2NoCyA - X1O2NoCyA",0.0523984392186106,1.64741887634977e-05
"KEGG_CARDIAC_MUSCLE_CONTRACTION",126,"CACNB1, COX8A, UQCR10, COX7C, CACNB3, CACNB4, ATP2A2, MT-CYB, TPM1, ATP1B3, ATP1B1, MT-CO2, COX7B, MT-CO1, COX7A2, COX6C, MT-CO3, COX6B1, SLC8A1, COX5B, SLC9A1, COX4I1, ATP1A1, ATP1A3, TNNC1, UQCRB, SLC9A6, TPM4, COX6A1, CACNA2D4, UQCRH, UQCRFS1, UQCRC2, TPM3, UQCRC1, UQCR11, UQCRQ, MYL2, COX7A2L, COX5A, UQCRHL, CYC1",6.04401299743092,126,6.08361021215233,0.0138909256162724,-0.0395972147214145,0.911780205256979,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_CARDIAC_MUSCLE_CONTRACTION","X19O2NoCyA - X1O2NoCyA",0.0401098405624201,1.64741887634977e-05
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",18,"LNPEP, CTSA, THOP1, ACE, NLN, MME",6.40481389513411,18,6.40340010876912,-0.000579411941266402,0.0014137863649859,0.998645059189593,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_RENIN_ANGIOTENSIN_SYSTEM","X19O2NoCyA - X1O2NoCyA",0.000588842330665045,1.64741887634977e-05
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",24,"PER3, PER2, CSNK1D, NR1D1, CRY2, CSNK1E, PER1, CLOCK",4.11106425125526,24,4.01507930208869,-0.0546497350649723,0.0959849491665699,0.848915608323059,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_CIRCADIAN_RHYTHM_MAMMAL","X19O2NoCyA - X1O2NoCyA",0.071135481324133,1.64741887634977e-05
"KEGG_TASTE_TRANSDUCTION",75,"PLCB2, TAS1R1, PDE1A, CACNA1A, ITPR3, TAS2R5, ADCY4, TAS2R3, TAS1R3, TAS2R4, GNB3, PRKX, GNG3, SCNN1B, SCNN1A, TAS2R43, TAS2R14, PRKACA, PRKACB, GNAS, GNB1, TAS2R20, TAS2R46, TAS2R19, TAS2R31",2.16412353561512,75,2.14067569910126,-0.00740650528886606,0.0234478365138635,0.963931087507011,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_TASTE_TRANSDUCTION","X19O2NoCyA - X1O2NoCyA",0.015954013177271,1.64741887634977e-05
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",39,"SLC25A10, GLUD2, PCK2, PCK1, GLS2, MDH1, ATP1A1, GLUD1, ATP1A3, GLS, ATP1B3, ATP1B1, SLC9A3",4.63456459789846,39,4.65667583813422,0.00734791333225784,-0.0221112402357564,0.974325042177425,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","X19O2NoCyA - X1O2NoCyA",0.0112961350364447,1.64741887634977e-05
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",126,"TUBA1A, PRKCA, WAS, TUBB4A, TUBB4B, TUBB3, RHOA, CTTN, ROCK1, TUBB2A, WASL, LY96, ABL1, TUBA1B, ARPC4, ARPC5, ITGB1, ARPC1B, ARPC3, ACTG1, ARPC2, NCL, NCK1, YWHAQ, TUBB2B, CTNNB1, TUBA4A, NCK2, TUBA1C, ACTB, ROCK2, HCLS1, EZR, ARHGEF2, ARPC1A, TLR4, ARPC5L, TUBB, YWHAZ, FYN, OCLN, CDC42",6.69773478764265,126,6.70526410538367,0.00237861927020994,-0.00752931774102095,0.984916928457256,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","X19O2NoCyA - X1O2NoCyA",0.00660039796333221,1.64741887634977e-05
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",90,"CD80, CD86, CD28, C9, C8G, FCGR2B, HLA-DRB5, C5, C4A, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, C2, C1S, HLA-DRB1, HLA-DRA, HLA-DOA, HLA-DOB, TNF, HLA-DMB, HLA-DMA, ACTN4, TRIM21, SSB, SNRPD3, CD40, SNRPB, SNRPD1",4.3779485645914,90,4.3920514591013,0.00457106785139637,-0.0141028945098975,0.975525476617179,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","X19O2NoCyA - X1O2NoCyA",0.0107613841784536,1.64741887634977e-05
"KEGG_PRIMARY_IMMUNODEFICIENCY",78,"ZAP70, TNFRSF13C, IKBKG, IL2RG, RFXAP, TAP2, RFX5, TAP1, UNG, IL7R, ADA, CD40, AICDA, BTK, BLNK, CD19, RAG1, CD3E, RFXANK, CD79A, TNFRSF13B, JAK3, CIITA, LCK, PTPRC, DCLRE1C",5.24671841434498,78,5.21515296064005,-0.0127568031590803,0.031565453704931,0.936971527281721,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PRIMARY_IMMUNODEFICIENCY","X19O2NoCyA - X1O2NoCyA",0.0282736062651713,1.64741887634977e-05
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",117,"CACNB1, CACNB3, CACNB4, TNF, LMNA, ATP2A2, ITGA4, ITGA3, TPM1, ITGA7, EMD, PRKAG2, DMD, SLC8A1, ITGB4, TNNC1, ITGB7, ITGAV, ITGB1, TPM4, ACTG1, CACNA2D4, TPM3, ITGA10, SGCA, SGCB, DAG1, LAMA2, MYL2, TGFB1, PRKAB2, PRKAB1, PRKAA1, TTN, ACTB, ITGA6, TGFB3, PRKAG1, ACE",3.6978502028695,117,3.68745289952429,-0.00321279927901081,0.0103973033452038,0.98042742227375,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","X19O2NoCyA - X1O2NoCyA",0.00858455015800667,1.64741887634977e-05
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",99,"CACNB1, CACNB3, CACNB4, JUP, LMNA, ATP2A2, ITGA4, ITGA3, ITGA7, LEF1, EMD, ACTN4, DMD, SLC8A1, ITGB4, ITGB7, ITGAV, ITGB1, TCF7, ACTG1, CACNA2D4, CTNNA1, TCF7L2, ITGA10, SGCA, SGCB, CTNNA2, DAG1, CTNNB1, LAMA2, ACTB, ITGA6, TCF7L1",3.53635992826446,99,3.54484409396076,0.00237663413246446,-0.00848416569629462,0.98667795546428,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","X19O2NoCyA - X1O2NoCyA",0.00582457477444242,1.64741887634977e-05
"KEGG_DILATED_CARDIOMYOPATHY",126,"CACNB1, CACNB3, ADCY9, CACNB4, ADCY7, ADCY5, TNF, LMNA, ATP2A2, ITGA4, ITGA3, TPM1, ITGA7, EMD, DMD, SLC8A1, ITGB4, ADCY4, TNNC1, ITGB7, ITGAV, ITGB1, TPM4, ACTG1, CACNA2D4, TPM3, ITGA10, SGCA, SGCB, DAG1, PRKX, LAMA2, MYL2, TGFB1, ADCY3, TTN, ACTB, ITGA6, TGFB3, PRKACA, PRKACB, GNAS",3.74856644832354,126,3.73053128492255,-0.00526983202525087,0.0180351634009921,0.966684524121456,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_DILATED_CARDIOMYOPATHY","X19O2NoCyA - X1O2NoCyA",0.0147152340733512,1.64741887634977e-05
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",123,"ACSS2, PGK1, PDHB, PDHA1, PGM2, TPI1, ACSS1, HK2, HK1, ADH5, PGAM1, ALDOC, PKLR, ENO1, PKM, PFKP, BPGM, PCK2, PCK1, ALDH2, AKR1A1, PFKM, PFKL, LDHC, GAPDH, ENO3, ENO2, PGAM4, LDHB, ALDH3B1, ALDH3B2, ALDH9A1, ALDH3A2, GALM, ALDOA, DLD, DLAT, ALDOB, LDHA, PGM1, GPI",5.64917507884666,123,5.83347277803396,0.052160245087506,-0.184297699187301,0.679485278704366,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","X19O2NoCyA - X1O2NoCyA",0.167819947977428,1.64741887634977e-05
"KEGG_CITRATE_CYCLE_TCA_CYCLE",87,"IDH3B, DLST, PCK2, CS, PDHB, PCK1, PDHA1, FH, SDHD, OGDH, SDHB, IDH3A, SDHC, IDH2, IDH1, ACO1, ACLY, MDH2, DLD, MDH1, DLAT, OGDHL, PC, SDHA, SUCLG1, SUCLA2, SUCLG2, IDH3G, ACO2",6.16423355146923,87,6.19740970335373,0.0140000979927196,-0.0331761518844971,0.926680530256419,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_CITRATE_CYCLE_TCA_CYCLE","X19O2NoCyA - X1O2NoCyA",0.0330699614970997,1.64741887634977e-05
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",69,"RPE, RPIA, PGM2, PGLS, PRPS2, PFKM, PFKL, TALDO1, TKT, PGD, RBKS, ALDOA, ALDOC, ALDOB, H6PD, RPEL1, PRPS1, DERA, G6PD, PGM1, TKTL1, PFKP, GPI",5.5119521619354,69,5.64470589163644,0.048986969459716,-0.132753729701041,0.774723340910474,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PENTOSE_PHOSPHATE_PATHWAY","X19O2NoCyA - X1O2NoCyA",0.110853359386421,1.64741887634977e-05
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",30,"RPE, CRYL1, UGDH, GUSB, DCXR, RPEL1, DHDH, UGP2, XYLB, AKR1B1",4.16734574808008,30,4.16626876652267,-0.000362534401493838,0.00107698155741165,0.998876805542513,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS","X19O2NoCyA - X1O2NoCyA",0.000488071305823607,1.64741887634977e-05
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",81,"MPI, PMM2, PMM1, PFKM, GMDS, PFKFB4, PFKL, MTMR6, TPI1, PHPT1, PFKFB3, PFKFB2, MTMR1, PFKFB1, FPGT, KHK, MTMR2, HK2, HK1, ALDOA, ALDOC, ALDOB, AKR1B1, SORD, GMPPA, PFKP, GMPPB",5.20859367663336,81,5.42260889403787,0.100088565755792,-0.214015217404501,0.524692608282125,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.280095053973754,1.64741887634977e-05
"KEGG_GALACTOSE_METABOLISM",57,"GALK1, GLB1, GALE, B4GALT1, PGM2, PFKM, PFKL, HK2, HK1, GALT, GLA, GANC, GALK2, UGP2, PGM1, AKR1B1, B4GALT2, GAA, PFKP",5.50480737222885,57,5.56345963115144,0.0278420460088132,-0.0586522589225815,0.879484526227233,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_GALACTOSE_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0557717971766671,1.64741887634977e-05
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",12,"ALDH2, UGDH, ALDH9A1, ALDH3A2",5.06171521939313,12,5.12045340690608,0.123737805980258,-0.058738187512958,0.766882528239457,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.115271156578561,1.64741887634977e-05
"KEGG_FATTY_ACID_METABOLISM",87,"CPT1A, ACADS, ACADSB, ALDH2, ACADM, ACAT2, ACADVL, ACAT1, ACAA2, HADH, HADHB, HADHA, ECHS1, ADH5, ALDH9A1, ALDH3A2, ACSL5, EHHADH, GCDH, ACOX3, ACSL1, ACAA1, CPT2, CPT1B, ACOX1, ECI2, ECI1, ACSL3, ACSL4",5.32394533159655,87,5.33342677023683,0.0050633566859945,-0.00948143864028594,0.973266411199366,0.99996206749799,NA,NA,NA,"Transcriptomics","KEGG_FATTY_ACID_METABOLISM","X19O2NoCyA - X1O2NoCyA",0.0117682644829208,1.64741887634977e-05
