Gene,"Gr2_F2: 128N, Control, 781","Gr1_F1: 128C, Sample, 4","Gr1_F2: 126, Sample, 1","Gr1_F1: 126, Sample, 1","Gr1_F3: 128C, Sample, 4","Gr1_F2: 128C, Sample, 4","Gr2_F1: 128N, Control, 781","Gr2_F3: 128N, Control, 781","Gr1_F3: 126, Sample, 1"
SUGP2,10.056095756038124,11.150445438386978,11.779185836838106,12.050596923495297,10.746682261891914,10.86054385405522,10.473908646046286,10.680535344005172,11.59521085189649
LSM14A,12.105679387263717,12.293873937975173,12.659572294930749,12.686894413195404,12.40357130577173,12.325333566566401,12.323645907672551,12.259007607644609,12.781236751321007
ARFGAP2,11.052364265926226,10.860388658805403,11.149175516170489,11.347566006990165,10.685800019744892,10.613329054371054,11.179287104646004,11.123862741160714,11.205426726541084
ACLY,11.70269216987247,11.664802803288284,11.847292293578361,12.169016769521079,11.887258700896005,11.364572432295857,11.64403651538472,11.993681437097333,12.419091139947994
BCLAF1,12.111363926708703,12.046407841338416,12.874558771249795,12.7566605597295,11.933248042572359,12.130731425273218,11.896597302602732,12.208264846078526,12.694988982664556
EIF3CL,11.962353808635275,11.716862321508525,9.984276033701967,10.402372578322204,11.427260457743017,11.453270634010623,11.708480408885691,12.022575879039568,10.041385369486115
CANX,12.486860155404061,12.576649675654846,9.175424798589686,9.035348979755447,11.965784284662087,12.189917194714145,12.34179677239183,12.151714243746355,8.715961990255144
RBM39,12.193371349821497,12.270090881515351,12.850421276078848,12.867201505573778,12.229539857739535,12.200132314564758,12.127252799212068,12.243590543184064,12.899828931774332
ACIN1,11.346292104001533,11.57582284183742,11.937778394908948,11.93527556848384,10.71518983030284,11.608670657474327,11.52027490695037,11.117513240005424,11.04630551649358
PNN,11.800090987624994,12.013950705811867,12.046851165153976,11.99453022688921,12.118778890154521,12.119330236518762,11.518456455824303,11.59916899321943,12.122310343190742
PPP1R2,10.552092672771614,8.622783966156124,9.221345443562441,9.246740598493144,9.143128072943814,8.678071905112638,10.415107941652867,10.496354488564615,9.621868724711428
CHD4,11.49585502688717,12.086036679616948,11.182952948148671,11.396016024363144,11.42526836398341,11.941744569340619,11.805098948117235,11.696445975933655,10.769259327579743
TERF2IP,12.005238562606555,11.729833138848363,12.582730044700748,12.450206027760727,11.580352796626295,11.954559846999834,12.075312006460443,11.921059885588942,12.245463574896105
PPP2R5D,10.756639712890914,11.12850993750829,12.0296668336119,12.21504757072328,10.986268706727172,10.957392293055246,10.874597192401634,10.86124202615477,12.07885129897646
TPI1,12.17026935369031,12.185123207360554,13.807214026990263,13.356947089499355,12.165001176321805,12.686150315980894,12.270032463348802,12.12373343844578,13.311478706752254
ATXN2L,12.01478765727313,11.729790662290752,11.43139313305768,11.627989784315703,11.565863696454226,11.539449647726473,11.868320996062376,11.82706477803546,11.458252799595906
ARHGEF6,10.224966365000274,10.727835387489211,11.323167378509682,11.38586240064146,10.649166343148789,10.645298163948631,10.669239411252647,10.70234586765264,11.403384902462232
LCP1,11.131020932523278,11.442062270745602,9.874827697827666,10.200653436367467,11.438479997180378,11.176422513042237,11.214379839011288,11.053586543639174,10.18202183671591
AP3B1,10.519832791913183,11.01262453886506,8.19819945543749,8.20945336562895,10.97219003534614,11.068979757636727,11.293931398695719,11.113416611485945,7.976134472831654
CLASP1,11.032114621897078,11.443565213178276,10.092889249801487,10.344961613552895,11.248402006143436,11.303095761993044,11.382732089571924,11.360353301764622,10.127607487607435
NCL,11.922435740233148,12.151302004389514,10.725366257895642,11.321308053640452,11.652710554158686,11.500543154006449,11.773716169351212,11.934722889399726,10.854089179870574
HLA-A,10.589089312909623,11.017086773362719,11.336060181390577,11.26666943407193,10.92288168172582,11.138655785014365,10.645568373727643,10.768267045744862,11.090972485978783
EEF1D,11.956956893914809,11.929110432326173,12.229059119634158,12.185959435631318,12.052058534626903,11.96188373994353,12.064608053041779,11.965423565810129,12.302410450425622
SAFB,11.036448385440877,11.574357000565888,11.44961295746684,10.870133499927347,11.55233287773727,11.983634946700626,11.449922415863757,11.56914357654506,10.63462956768316
PCM1,11.143191862435605,11.22406198627524,11.529479358971544,11.672823089078978,11.005343841917792,11.03981011304817,11.423536153389481,11.590399917799733,11.429197488479907
BOD1L1,10.7632123668144,11.741298437415514,9.11478344724985,9.369379235303752,11.811615523998922,11.627442687213627,10.40023904489449,11.54438492081483,9.770994180244413
SEPTIN2,10.851905168794694,11.562099292613148,11.574262378998275,11.63653399614958,11.565197302613072,11.55098721452152,11.084941226535719,11.041043068717933,11.618936044162211
SRSF6,11.45650843126852,11.379811543786989,12.030977434026052,11.764539898576706,11.338067797542616,11.626074036090309,11.667954198942061,11.770498720892892,11.754344719644974
PAICS,10.371885522873947,10.1458048061284,11.575775579874765,11.224544392145027,10.21006248324023,10.509972891309058,10.869131119644294,10.768267045744862,11.238583870799873
HDAC1,11.101975670949232,10.919757192714261,11.392210075404114,10.923253194369412,11.224122295831124,11.318768742682732,11.56652978262417,11.649390918582514,11.182704710518964
DAXX,10.717676423066395,11.135516913940519,11.027629591733156,11.318486320928821,11.2214662874743,10.87275182195436,11.071328276861014,11.278333294522936,11.371014264424646
SLTM,11.170676209499321,11.576248129843252,11.751585899985866,11.84827082980216,11.225388214469067,11.416850295296522,11.32794554253276,11.272921326867003,11.586042239344044
PNISR,11.424376272813943,11.791000046967747,12.377454574696815,12.588503836816265,11.370360475120004,11.580729651598958,11.731149292211892,11.552669097514272,12.16424700669427
PCBP2,10.846273911349906,11.041659151637214,11.74706005712424,11.867780660834754,10.89352906733937,10.848544701049677,10.901998185668496,10.829643463949969,11.734794282943557
TCEA1,12.033182073375277,12.19933494047314,9.845490050944376,11.119848958336803,11.921208689904681,10.925702781351335,12.878127568239348,12.021812823584838,10.834392039329973
POU2F1,11.696185130061455,11.649974651158104,11.580918042176515,12.117318426010003,11.417272367353915,11.115628935182606,11.211888294546004,11.580729651598958,11.900338527939995
TPD52L2,11.110548559134022,10.808642467918064,11.279320387942608,10.911466892183492,11.538140420979905,11.195802798374713,10.587402498119474,11.20163386116965,11.686763129806438
RANBP3,10.974414589805527,11.034386312040759,10.804776377955827,10.876977307694542,11.203653885529597,10.938329904927855,11.14828590503534,11.139359491897029,10.956230936549876
CSNK2B,10.552284839943512,10.992725951293007,10.566434646283282,10.57440430902258,10.90493562209505,11.17760640348278,10.3670870770112,10.48794049655356,10.246621853273858
SON,11.164404157881302,11.021951590962514,12.048180319815975,11.700353015112677,11.243769031961852,11.32901144213122,11.602327706013888,11.476948673245937,11.976456722764569
DENND4A,10.539352708701346,11.10531926596044,11.534740585954356,11.605525816902862,10.163020639580793,11.044735626056909,10.54621924406371,10.959422420093674,10.616089313582115
LMO7,10.733693279894345,10.66426949231891,11.429040528784284,11.013392468304195,10.869131119644294,11.108785790904577,10.492153626492389,10.688425170661892,11.146759579965428
LARP4,11.476999286133061,10.82376527978966,11.033835927659876,10.72868583259807,11.361779323438782,11.012554706824536,11.218744848137835,11.487538603650094,11.342519189660608
TP53BP1,11.308339030139408,10.738514532429267,11.327384226269789,11.558755517430368,11.220861966667538,10.532745526976576,10.506406766074454,11.190442018782825,11.955577262444601
CHAMP1,11.173552222234258,10.324293076944517,10.020424415200432,10.239240495982392,10.14108531856233,10.148984931387515,11.413257688511584,11.542016161356834,10.084941226535719
LRWD1,11.724897497595256,11.976635719407547,12.334524701341829,12.61447980424533,11.869401059778095,11.659148573020236,11.860854194479302,11.773510137755402,12.55178034651403
TJP2,11.14274527675153,11.135837519964392,11.556170728012733,11.897769841076336,10.85906882469236,10.83817967821521,10.79782361731406,10.770168320103428,11.508537595347322
RCC1,12.026454280025883,12.011087452618659,12.285604505667115,12.369570084210045,12.162800412016416,11.934243729538608,11.661555442467758,11.537606691495291,12.501488906132954
ABCF1,10.794172147278509,9.979853867163742,8.955940451289479,9.509972891309058,9.606960344510274,9.49605483230829,10.941561190666508,10.863953932559316,9.167669027501944
EIF4G1,10.891631832589097,10.490951130035281,10.717505071437133,10.876440205426075,10.497552491573783,10.262799573076558,10.639702467691462,10.917595851424794,10.971184272404678
U2SURP,9.00786824333334,10.388017285345136,11.197093800734589,11.517620182143224,10.4223801897883,10.08268130295035,9.942367882539084,10.103812329428848,11.651634752307334
SRPK1,11.36665006222834,8.600284622898085,5.255500733148386,5.4495613746132365,8.153298682854903,8.312429206250613,10.938917949992659,11.196356226566738,5.526694845541976
UBE2J1,10.724343311711761,11.203531540292,12.07129475348982,11.919347531897339,11.23726972318915,11.427522370682553,11.457945123109159,11.109112392006393,11.962534563511271
THUMPD1,11.47851684767645,11.736317362893583,8.421223299225138,9.380244590478185,11.542693346730108,10.90327934205614,11.614157686792316,11.322322527888677,9.07628116657949
REPS1,9.176671833882898,9.82288944734742,7.745506265869159,7.66746640495737,9.780375722325285,9.808803330385855,9.72451385311995,10.227014193649133,7.473299871141315
CARHSP1,11.478921261300007,11.387155717662981,11.717762091249723,11.610517366473498,11.13916760587681,11.56138342149198,10.69939893773701,11.562862497149188,11.420907622543767
CAD,11.152031270807399,11.828771193857177,11.964268659026374,11.73847231070987,11.722935575342897,12.069785394983302,11.245909176637817,10.759222426384506,11.64961545906341
CLASP2,11.081816278109198,11.738810049871775,10.204693401360492,10.385646735039611,11.305491792110685,11.56410184405231,11.060020354507852,11.002674395202353,10.0508009581508
SLC38A1,11.057721022872672,11.337677646473528,9.113221243479568,8.85829188728283,11.1550711912457,11.516635709730743,10.488543126069795,10.768267045744862,8.773798573751685
TCOF1,11.368233611380942,11.453219181772138,8.175923742063755,7.809928865721431,11.970069930666494,11.980853606379736,11.618936044162211,11.711925035463056,8.311521279826131
PRKRA,10.381434799076818,10.952158810747052,10.144020869266893,10.1357092861044,10.978710459106358,11.104860799708199,10.719559948994105,10.666401554343725,10.061911173967093
CXCR4,9.81874193552774,9.532550739284268,9.602884408718419,9.608624459448773,10.207624468226758,9.719902144214137,10.011227255423254,9.80783788642329,10.276706019892432
CD74,10.332260378172183,10.520913278462396,10.948586247607297,11.08600349628708,10.287943192291465,10.411510988012072,10.515995442227478,10.409497012755587,10.93169782900909
SF3A1,10.029287226968245,10.89345322583372,8.397032817096848,8.279378431234479,10.680447436437836,10.996967719549533,10.546990893498908,10.966144913345602,8.066627409095199
EPB41L2,11.27995873575173,10.905311784337654,11.789329860092431,11.482858364477792,11.019173704206722,11.17997127380585,10.559090243912578,10.971184272404678,11.665291498550623
IQSEC1,11.391028726810188,11.531966218360251,12.071998580753055,11.981210488271694,11.27385386520409,11.675207271657579,11.10531926596044,11.043505823428168,11.745548282237776
SKIV2L,11.71853287606922,11.473908646046286,11.723916869971525,11.670125097965276,11.577570446906751,11.582894659406847,11.529528162145978,11.489847960439297,11.728218149828194
PLIN3,10.838416075797337,10.222432674542764,11.24347153839633,11.014090231444557,10.520913278462396,10.507398240954304,10.598889950948958,10.812337774347368,11.20181761666792
KLC1,11.413733694578333,10.846900693173989,10.723319639690887,10.47055720063714,10.945590146914103,11.19358696016993,11.111135670234708,11.051888655905378,10.541677449434088
SLC16A1,10.982137968239922,11.764622828766186,11.020146573111777,10.7994435310716,11.295998461911388,11.942331224510577,11.238464452288019,10.802112418586066,10.270412139155063
DDX21,10.020146573111777,8.52552080909507,6.334496768390418,5.307428525192248,9.164655564179906,9.12644636477543,9.638797899951696,10.450798854352486,6.087462841250339
RPLP0,10.978710459106358,10.092228584386778,10.30069574592415,10.171051666896597,9.978424465440858,10.316734070972293,10.955359305242995,11.007027266893969,10.012903833230638
NRDC,11.348230205754657,11.438220066177587,11.116928719081407,11.327833296750327,11.36145036659897,11.241923582195367,10.872520984591661,11.053654417603145,11.29249419365876
RPS6,11.620907095885338,11.109047077700707,10.695837262185663,11.187908752037304,11.248817059278503,10.852295413337334,9.321026128592969,11.237209960755022,10.902827299113106
PCBP1,11.40551379212568,11.740371065845245,12.11149434276709,12.2446314165568,11.569855608330947,11.6077001881372,11.589978781771315,11.416850295296522,12.038987556818794
ZC3H14,10.705286790272472,11.494005513735615,11.95764621521841,11.880463606907401,11.352264173258321,11.515847647826806,10.94419959736945,10.872367072494551,11.848231701093818
ACAP2,10.402372578322204,10.402052749381477,11.255087598686432,11.236671987416228,10.612868497291041,10.306403519791482,10.48290877046773,10.531283977828286,11.390222706877
SNAPIN,10.490750616478199,11.044462427165614,11.41336348121097,11.599540965644048,10.78111377863628,10.935312406229214,10.943027567822673,11.067030941345527,11.25171909260596
RBM12,10.996967719549533,11.327496506995264,10.616824491655679,11.546749797383624,10.705718773699628,10.568241164842515,10.549880908569682,10.918490592292311,10.8329691071195
MFAP1,11.952413655622768,11.452447177914701,11.970824901362617,11.583176812354235,11.432907225522202,11.919980595048962,12.262036102519508,11.686018964859496,11.473401351466395
PCF11,11.301667662016115,11.31820384387725,10.204693401360492,10.322942133381842,11.309192106959902,11.21747308414075,10.95673914505908,11.151397147004438,10.271696454818708
RCSD1,10.891631832589097,10.518554809101152,9.107217075591382,9.360408174824016,9.399171093819822,10.432019846812493,10.470862199413702,11.277171142824127,8.303780748177102
SMARCC1,10.915655340471957,11.247334178028728,9.858758099935422,9.634266534203416,11.631040602683631,11.290191683429148,10.689037019163155,10.718618493412404,10.094209673690925
HSP90AA1,9.312429206250613,10.956521363333119,6.60733031374961,7.424586226251101,10.129283016944967,9.990387651802743,11.008148459910094,10.442736197185983,7.438791852578261
PKN1,10.693486957499324,10.49365533896366,9.14338321398982,9.148984931387515,10.908917960352797,10.588246152044817,10.642232244212975,10.913936556194669,9.662312330342761
FASN,10.71295682169755,10.154438402498815,10.527281505681902,10.622600964311406,9.816183681432342,10.080684308619277,11.099610811960915,10.949170127836195,10.302410450425622
PSMA3,11.179100456733085,11.205793249397157,6.940166750482817,6.719731056749852,11.05920924408119,11.112113658097865,11.167418145831737,11.23218105768664,6.549977142771825
PRPF4B,11.156715144224702,11.110157018954066,9.572889668420581,8.951867504326902,11.439830883981392,11.6797879588901,10.43879185257826,11.439519253125685,9.356011721502778
EIF4B,9.569855608330947,10.696967526234287,9.633358550637105,9.988826677327951,10.352043425795433,10.506406766074454,10.204571144249204,10.18957750090512,9.673839055990438
ZMYND8,11.552621070914594,9.82924704292121,7.400025517914023,6.937815168803419,10.985841937003341,11.227856573060498,11.229479774236168,11.094407633081207,8.083745237394504
RSL1D1,11.530747705271642,11.187785064190786,11.270528942380718,11.309817376190145,11.24679996743786,11.174863280846616,11.573552519358449,11.505166463516167,11.416639212953573
PPIG,11.977136791891992,11.200101654478244,8.442114122419225,8.51924309436118,11.51224664282918,10.84062058731256,11.543370214389054,12.287337230067273,9.027076623140381
UBE2T,10.407480222096657,10.254083779319418,9.722807531169547,10.067299900153332,10.468522225984358,9.878510784710613,9.92837032301897,10.302067672526519,10.437335950301424
TOP2A,8.642051692927977,9.26373867484504,7.11790278909403,7.016808287686554,8.809607373788984,9.002533761089955,8.96837880137054,8.871597265613852,6.690696443977697
HTT,10.905462221776881,10.712527000439824,9.887220615468385,10.002674395202353,10.135067945777816,10.458611672584599,10.686938171670388,10.798714794961366,9.454299293619899
GMPS,11.113156114931112,8.698704666770345,7.7582232147267245,7.794415866350106,8.089053172156433,8.81698362325538,10.970033969824465,11.171864822873447,6.754887502163468
RBM17,11.103681217051706,11.364463000427113,11.536490073199161,11.734497941692572,11.081949392617586,11.266200912498961,11.202185057464769,10.901244032467376,11.42111808133931
BCL6,9.784634845557521,10.057991722759176,10.950264266757275,10.54882190845875,10.098163709714953,10.473908646046286,9.954196310386875,10.070657661388106,10.614065640022838
C9orf78,11.101713100188494,10.570899286351525,8.277984747299765,7.815063017192867,11.345848743506068,11.079818085212354,11.385970221353809,11.222975982931217,9.336506559810255
RBM10,8.913188619508889,10.792871616419452,9.839833648417313,9.833996921139217,10.911466892183492,10.861784815405548,9.022090344993963,9.013462259806563,9.770994180244413
ARHGAP15,9.623515741490548,9.332931659320032,8.655709595518514,9.487237110484518,9.187599512535789,8.345183447187665,9.381759231080183,9.228337711981379,9.459431618637296
ATRX,10.396711802066955,10.03987863823596,7.4830095771645455,7.160879861839305,10.313676672857424,10.242221395098369,10.434628227636725,10.960146773696724,7.067165427017112
LAMTOR1,9.82097669262124,9.689299160535892,10.701219811005664,10.57865572998596,9.584398837873241,9.797985690564907,9.325979979394445,10.566720036487151,10.62935662007961
HNRNPH1,10.547472964890732,11.12023787734196,10.150508905163967,10.484722214193653,11.153298682854903,10.589370257061798,10.728430751700238,10.887372951146778,10.700266306873273
SRRT,10.788718332690458,10.573457845011143,10.767853393466636,10.14834946688317,11.275717135484014,11.215654331484584,10.679216167735179,10.725536678431059,10.857670035962473
ARHGAP25,10.483311954999353,10.61240779313867,10.497253084072264,10.811133822812181,10.466076461396252,10.332484173261577,10.277984747299765,10.568526197944477,10.737754352360277
SF1,10.938550449916573,11.271054439902281,11.381488876144159,11.355901638328417,11.325979979394445,11.270587340447511,10.848466457426756,10.781523646828727,11.416903061057033
SET,11.641374424294513,12.096451624477593,11.13423377689601,11.136606683857263,12.209544749667126,12.016460104979208,11.6035336238164,11.456970381121014,11.284014344738006
CUL4A,10.295768934420508,10.630722162103838,11.861048123349365,11.682687407877555,10.629265537972133,10.7714894695006,10.495355392235982,10.332707933640606,11.729620743553038
ARID1B,12.037546953962178,11.476189266788547,12.626096857585344,12.436685519264696,11.515749109814276,11.568241164842515,11.732040198268718,11.84062058731256,12.546195123367173
MED1,11.445532219028312,10.618569039570843,10.552957223542768,11.495954933056726,9.986979709176577,9.901470319824266,11.493255035120669,11.13628624873592,10.953250686255833
PPP1R12A,11.371504412043336,11.374822141634805,11.417008586788777,12.078217535841823,11.473807201399696,10.820498107431618,11.252547173911644,11.187042714339894,12.220287627335324
CCNK,10.416058577215908,11.185185166820329,7.121015400961366,7.90388184573618,11.375202377156734,10.24198314969433,11.140510272368221,11.310442374543845,7.883865154509794
RALY,10.845254809749047,11.466841208321602,11.663113308455806,12.116473927909407,11.273912128840829,11.050732949805118,10.881113960675096,11.293529125583262,11.963943674846693
GPATCH8,11.233799403318606,11.437335950301424,11.353146825498083,11.549014511762007,11.39938474728795,11.390706372872774,10.970537340061906,11.129476222093244,11.484218708433163
NUP153,10.948513245960683,10.241029774446755,11.300409763597033,10.761800524564022,11.076080704101564,10.872674880270605,11.004782263459598,10.878817284614229,11.493455200926176
HDGFL2,10.369052007001388,10.760137762850672,10.406523915277035,10.81770319185729,11.170363253676733,10.330580807520818,11.03713508879093,10.911916236572784,11.250416860912917
TTC7A,11.022367813028454,9.736063627871813,9.936343481395488,10.026108417813191,10.607237830334029,9.550169591920497,10.473198383677527,10.62287545837424,10.980924989821075
NPM1,9.676309727000683,10.065146824419859,10.479780264029099,10.321026128592969,8.804131021183318,10.183635381473218,10.048486873992337,9.82750149516938,9.31741261376487
PTPN7,11.317186468292052,11.246621853273858,11.76017935525812,11.642457901548596,11.3281700079019,11.342241379673252,11.242221395098369,11.013462259806563,11.779801417373788
CLASRP,10.942441195801843,11.102369437509713,11.103025476373679,11.203715054257888,10.880960962632544,10.927555764011073,10.995767150877802,11.234577959784566,10.978066893614384
PPHLN1,11.33164476261307,11.192107841710607,11.619302955415687,11.459738978303458,11.145550093020237,11.302581808839074,11.358651200892886,11.105188290468666,11.507794640198696
KLC2,10.82376527978966,11.186918952219129,11.656156679423324,11.741087723488592,10.898223471215559,11.145741132067222,11.397300275068524,11.13929553272601,11.461990950585571
LRIF1,9.735556023911535,11.064271218728445,10.147713722352155,10.633358550637105,9.833048195738376,10.690783729275294,10.36927016744954,10.05758565387976,9.393175914348806
JCHAIN,10.079884736250268,10.284014344738006,10.963546372518401,11.1100264819434,9.989820220117597,10.127478520098219,10.225448468610738,9.94865924556015,10.874289794533132
ZNF385B,10.281118644996466,10.094473613508875,9.92169219795988,10.651679593404541,10.459738978303458,9.46372870653983,10.367196310025896,10.552573042716082,10.905988629314125
SPN,11.325193003704857,11.311634801881576,10.207624468226758,10.42846486375625,10.948075158491081,11.092625019939781,11.153045289503783,10.809366207816078,10.145167939018386
CDK17,10.028044179132213,10.479275030250205,10.979282276411064,11.072936483296997,10.57430969055782,10.372429792334088,10.314130029775567,10.526499239136566,11.218321051358261
U2AF2,12.56769469394163,12.550410117260894,12.158641242879037,12.819161216250034,12.371068733495346,11.875787740878444,12.415820977043944,12.351187710203037,12.631290756696345
SPAG9,10.412463995890537,10.104860799708199,9.019312725651385,9.790022611265801,10.575728316363781,9.401519543535555,10.28990361109719,10.436399236682831,10.37851162325373
MTFR1L,11.033835927659876,11.298635406734242,11.864263540380856,11.913562636320899,11.049848549450562,11.295367173421504,11.250476078769914,11.47426364614602,11.61305273776647
LEO1,10.750455769628402,10.628080946998802,6.330916878114617,6.224966365000275,10.989891161284522,10.576389864656546,10.71587621511074,11.068375234250178,6.902073579310743
CCAR2,10.78111377863628,10.594697827323873,10.607607728429993,10.730894646541671,10.543321877229218,10.446876521568438,11.051072959479075,10.729960561018016,10.623424289869911
HCLS1,10.750120746105065,10.614525815153815,11.317186468292052,11.085273269861746,10.804937672051908,10.864805194241503,10.407055275100687,10.674721924288532,11.222191138456333
ANKRD17,10.065146824419859,10.107478646626618,9.69261550169458,9.488040952288788,9.888438850745239,10.094737505048093,9.715104009236168,10.344406880189315,9.416586437541905
LARP4B,10.281582347705445,11.03981011304817,10.112700132749362,10.038507515683708,10.720928243148494,11.206098613995797,10.604923816042515,10.9947069952581,9.784961950204856
RBM25,11.173052457774116,11.305947727973178,10.508389034922844,10.875672569438564,11.273445953849814,10.824083632533466,10.722978254208725,10.94104760634058,10.832336242036854
PSMD2,10.25455625190949,9.491452292037366,10.888895423893484,9.231941148308705,10.114262900594055,11.045554912458686,10.106301203317734,10.626530397414106,9.91019298919486
YEATS2,9.95259566011932,11.468114886378098,11.573268477675978,11.805502059422462,10.916999049082808,11.260860742936073,10.010388235311854,10.543321877229218,11.282567221378674
PRCC,11.222372294312112,10.862869781645577,9.70632333327543,9.981567281903015,10.397995433833307,10.657229115853225,11.146377746251451,10.790348496751914,9.376342482804668
RPS3,9.898903649093896,10.056231264894738,9.739274312157645,9.842821735360785,9.612315634651246,9.896332403909941,10.354469792157401,10.467096033905747,9.354469792157401
ZC3H18,11.64804294130659,10.891403996665023,11.361231020361002,11.186485701168607,11.162768948191305,11.120043430944888,11.192539407931907,11.19924290740474,11.425320822759879
RASAL3,9.763876285390722,9.041385369486115,8.865423978313133,9.063125393458789,10.29117069932186,8.693138438342928,10.081749716248893,10.270762520466048,10.441076734698616
SH3KBP1,9.393175914348806,10.024308596502888,9.642232244212975,9.726047819283487,9.815703503348066,10.031356596255709,9.539158811108031,9.62862780216015,9.57459352733761
SPECC1L,10.607792641919211,11.09189813819076,11.370741888219618,11.368288185534677,10.644397099000916,11.059412064443888,10.631904587257917,10.792627636311051,10.989891161284522
NSFL1C,10.196725060786028,9.24031432933371,11.284014344738006,9.854245054220128,7.678071905112637,10.505414609346753,11.308509685862756,11.15835722604901,8.35974956032233
TBC1D4,10.1357092861044,10.583176812354235,11.146950458932064,11.184751394711045,10.65033375384593,10.57846704373917,10.335836940378002,10.0911708900279,11.290076461398826
PRRC2C,9.953905415126108,10.181152256865566,9.133655992691248,9.02403150151675,10.161635793237732,10.239956473684874,9.968666793195208,10.267488980881247,8.994353436858859
SRSF11,10.740792672277681,11.357057092933712,8.121015400961365,8.756222712847288,11.468929450612253,11.086335295244615,10.874212934830874,10.799281621521923,8.367196310025896
SUV39H1,10.944346034137833,10.381975478557301,11.350331486752948,11.502931228279657,10.338847783295249,10.421538906848276,10.953832682145281,11.005764882352969,11.391082445464557
PGM2,10.921022682111733,11.448374459662794,11.952450058359,11.691830741144088,11.667821180574771,11.748486391389598,10.908467680998053,10.868205226977437,11.941707895470467
PARN,9.046032614754207,9.465770449083962,9.493455200926176,9.691045553487179,9.990387651802743,9.349170630861103,9.273795599214264,9.765534746362977,10.18883607303053
POLR2A,10.674457120523668,10.764788674845331,11.329740288373538,11.417799783840335,10.861552216446416,10.723319639690887,10.711839019959028,10.803727526553114,11.515157740361396
SCRIB,9.51924309436118,10.517374127013113,10.269243586490424,9.878204219677396,10.726558779104975,10.851124362886752,9.74819284958946,9.827342704234116,10.04630551649358
