,norm_19-C,norm_1-1ug-B,norm_1-A,norm_1-1ug-A,norm_19-A,norm_1-C,norm_19-B,norm_1-B,norm_1-1ug-C
KANK2,8.022367813028454,7.876516946564999,8.011227255423254,8.129283016944967,8.071462362556623,7.434628227636725,7.98299357469431,8.118941072723507,7.7414669864011465
PRIM1,8.562242424221072,8.535275376620802,8.49585502688717,8.554588851677638,8.515699838284043,8.159871336778389,8.483815777264256,8.562242424221072,8.531381460516313
RWDD1,8.422064766172813,8.383704292474052,8.50382573799575,8.266786540694902,8.361943773735241,8.285402218862249,8.507794640198696,8.400879436282183,8.569855608330947
IRF3,7.78135971352466,7.954196310386875,7.870364719583405,7.894817763307944,7.918863237274595,7.734709620225838,7.888743248898259,7.924812503605781,7.839203788096944
ZC3H12D,7.066089190457772,7.087462841250339,7.044394119358453,7.129283016944966,7.20945336562895,6.807354922057604,6.94251450533924,7.2761244052742375,7.159871336778389
ARHGAP25,8.044394119358454,8.022367813028454,7.971543553950772,8.154818109052105,8.044394119358454,8.016808287686555,8.005624549193879,8.108524456778168,8.113742166049189
COIL,8.791162888555018,8.81698362325538,8.81698362325538,8.703903573444663,8.832890014164741,8.64745842645492,8.839203788096944,8.912889336229961,8.754887502163468
ZNHIT2,5.314696525656286,4.949534933017012,5.2630344058337934,5.442943495848728,5.281698250098829,3.877744249949002,5.066089190457772,5.364572432295856,4.986410935252045
NHLRC2,8.233619676759702,8.224001674198105,8.139551352398794,8.483815777264256,8.184875342908283,8.262094845370179,8.348728154231077,8.219168520462162,8.312882955284355
PDRG1,8.03342300153745,7.826548487290915,7.857980995127572,7.876516946564999,7.826548487290915,7.442943495848728,7.876516946564999,7.977279923499917,7.679480099505446
CHP1,8.312882955284355,8.247927513443585,8.204571144249204,8.149747119504681,8.409390936137703,8.29920801838728,8.174925682500678,8.383704292474052,8.179909090014934
RDH14,8.103287808412022,8.134426320220927,8.055282435501189,8.108524456778168,8.038918989292302,8.044394119358454,8.071462362556623,8.124121311829187,8.179909090014934
ECI2,8.184875342908283,8.312882955284355,8.149747119504681,8.375039431346925,8.169925001442312,7.977279923499917,8.011227255423254,8.29920801838728,8.290018846932618
CHAF1A,8.672425341971495,8.543031820255237,8.603626344986193,8.523561956057012,8.588714635582264,8.189824558880018,8.622051819456376,8.791162888555018,8.59245703726808
THUMPD3,7.965784284662087,7.9886846867721655,7.882643049361842,8.113742166049189,7.894817763307944,7.426264754702098,7.900866807980749,7.894817763307944,7.813781191217037
GOLGA7,7.721099188707186,7.826548487290915,7.672425341971495,7.700439718141092,7.6293566200796095,7.483815777264256,7.693486957499325,7.794415866350106,7.851749041416057
MRPL53,7.894817763307944,7.960001932068081,7.876516946564999,7.994353436858858,7.98299357469431,7.7073591320808825,7.894817763307944,7.912889336229962,7.906890595608519
SUMO1,8.335390354693924,8.388017285345136,8.31741261376487,8.430452551665532,8.523561956057012,7.906890595608519,8.184875342908283,8.335390354693924,7.98299357469431
TONSL,6.323730337521348,6.163901213814542,6.017921907997263,6.434628227636725,6.03342300153745,5.832890014164741,6.004501392234941,6.316507819103109,6.135452784185173
TAOK3,6.977279923499917,7.20945336562895,6.954196310386875,7.066089190457772,7.05528243550119,6.439623137557117,6.965784284662087,7.087462841250339,7.05528243550119
DCP2,7.787902559391432,7.845490050944375,7.774787059601174,7.870364719583405,7.800899899920305,7.658211482751795,7.7414669864011465,7.826548487290915,7.98299357469431
SELENOT,7.366322214245816,7.3750394313469245,7.257387842692652,7.285402218862249,7.285402218862249,7.426264754702098,7.247927513443585,7.2761244052742375,7.546894459887636
AKAP17A,6.165911938935689,6.285402218862249,6.035623909730721,5.974988111991927,6.059614856297222,6.026800059343715,6.004501392234941,6.309248960816616,6.472487771462744
PCIF1,6.127220550488074,6.143638309922037,6.106432077816929,6.08533966935737,5.956521363333119,5.88508622529017,6.2268938135713885,6.139551352398794,6.232660756790275
FAM120B,5.791814071161826,5.77082904603249,5.776103988073165,5.6865005271832185,5.857980995127572,5.7865963618908065,5.6865005271832185,5.652486494918165,5.7114949066500875
MYD88,5.892391025913404,6.129283016944966,6.0574502721839,6.026800059343715,6.1838834590322325,5.149747119504682,6.076815597050831,6.0574502721839,5.906890595608519
RELL1,6.94251450533924,7.159871336778389,6.918863237274595,7.2384047393250786,6.965784284662087,6.930737337562887,6.977279923499917,6.9886846867721655,7.076815597050831
CYB5A,5.897240425574799,6.490249210627085,6.006746832440585,6.153805336079036,6.4950555283680185,5.78135971352466,6.026800059343715,6.261154672615572,6.287250643254617
NUDT16L1,6.211401637418471,6.464341532761104,6.215290305651234,6.399171093819823,6.2890967024199895,5.954196310386875,6.232660756790275,6.381975478557301,6.177917792195843
HAUS6,5.9140860970127225,5.9354597478052895,6.187846909439575,6.110613805500896,6.059614856297222,5.517275693209582,6.087462841250339,6.037821465434967,6.232660756790275
CD63,6.906890595608519,6.918863237274595,7.076815597050831,6.794415866350106,6.94251450533924,6.727920454563199,6.832890014164741,6.882643049361842,7.339850002884624
NME7,5.906890595608519,5.809928865721431,5.7414669864011465,5.897240425574799,5.760220946466509,5.584962500721156,5.439623137557117,6.137503523749935,5.602884408718419
ZNF106,5.532940288372874,5.25171909260596,5.361066488794321,5.572889668420581,5.680886920719692,5.5109619192773796,5.409390936137702,5.722466024471091,5.472487771462744
NUDT9,6.599912842187128,6.7414669864011465,6.672425341971495,6.6293566200796095,6.592457037268081,6.501439145158873,6.559185865787734,6.569855608330948,6.700439718141092
FCHSD2,4.24031432933371,3.733354340613827,3.8875252707415875,4.044394119358453,3.990954860396993,0.0,3.6667565918848033,4.053111336459563,3.9726926540042644
CUTC,4.560714954474479,4.129283016944966,4.498250867527825,4.536052900240209,4.439623137557117,5.125155131322289,4.817623257511431,4.536052900240209,4.760220946466509
TMEM192,6.046578366620329,6.151777654732053,6.002252451731379,6.068240861312821,5.997744026059632,5.951867504326902,5.807354922057604,5.979568100095187,6.2268938135713885
COG1,6.441284271927038,6.446256229889564,6.329123596291566,6.446256229889564,6.514122260170708,6.4212232992251375,6.187846909439575,6.622051819456376,6.499845887083206
IAH1,6.221103725367875,6.470862199413702,6.655351828612554,6.346956889378885,6.354028938054387,6.30560578958543,6.457791260256042,6.332707933640605,6.504620392403552
SLC2A6,5.825276830054866,6.076815597050831,6.017921907997263,5.7865963618908065,5.817623257511431,4.842978831788326,5.689299160535892,5.797012977836145,6.053111336459563
RPS6KA4,6.672425341971495,6.4495613746132365,6.700439718141092,6.422905742612183,6.645298163948631,6.651051691178928,6.768184324776926,6.604367899893749,6.414473836430928
UBP1,7.303780748177103,7.400879436282184,7.108524456778169,7.426264754702098,7.129283016944966,6.94251450533924,7.118941072723508,7.189824558880018,7.266786540694901
AP4M1,5.548436624696042,5.364572432295856,5.532940288372874,5.652486494918165,5.760220946466509,5.213347281733441,5.2964574073712445,5.694880192799191,5.5109619192773796
LSM10,5.970393537914677,6.22881869049588,6.029011086659068,6.0916998341368105,6.050936965225225,5.683696454306515,6.053111336459563,6.181897643108388,6.137503523749935
LRRC8C,6.1799090900149345,6.063934305754099,5.867896463992655,5.904484097901423,5.906890595608519,5.88508622529017,5.83541884047548,6.03342300153745,5.951867504326902
CFAP97,2.608809242675524,2.292781749227846,2.700439718141092,1.84799690655495,2.5109619192773796,0.0,2.37851162325373,2.292781749227846,2.4329594072761065
TPCN1,4.661065479806948,4.872828759534886,4.791814071161826,4.643856189774724,4.672425341971495,4.307428525192248,4.536052900240209,4.638073837180719,4.727920454563199
POMP,4.727920454563199,4.867896463992655,4.683696454306515,4.700439718141092,4.842978831788326,4.802193216941825,4.817623257511431,4.986410935252045,4.877744249949002
MRPL34,6.414473836430928,6.551516017628014,6.39746072605472,6.330916878114617,6.422905742612183,6.145677455195635,5.9954845188775066,6.399171093819823,6.339850002884624
CFAP100,6.307428525192248,6.633721812641012,6.5530532527664125,6.320123598040615,6.407692648665677,6.2890967024199895,6.1001366712854495,6.285402218862249,6.9886846867721655
GGACT,4.232660756790275,3.9068905956085187,3.655351828612554,4.232660756790275,4.255500733148386,4.20945336562895,3.8278190246173196,4.584962500721156,3.9164766444377164
IMPAD1,6.700439718141092,6.620586410451877,6.6865005271832185,6.727920454563199,6.820178962415188,6.60584986719498,6.672425341971495,6.870364719583405,6.870364719583405
TRIP10,5.638073837180719,5.224966365000275,5.368069876532083,5.112700132749362,5.314696525656286,4.949534933017012,5.336283387864432,5.318316841334983,5.189824558880018
ZNF316,3.643856189774725,3.277984747299765,3.643856189774725,3.035623909730721,3.560714954474479,0.0,3.4329594072761065,3.4462562298895643,3.0874628412503395
GAPDH,13.48947168700768,13.720778649167064,13.956829877743044,13.720778649167064,13.643968895922267,13.609755885423706,13.843626673792848,13.526621496247854,13.863121532158395
MYH9,13.803828410790832,13.78350985734259,13.813881374894095,13.833779559999659,13.843626673792848,13.621250608337666,13.853407031505254,13.853407031505254,13.7732422526853
HNRNPK,12.238106137432077,12.23511671439625,12.170863950411928,12.161446847518008,12.198751965193736,11.922212717785449,12.161446847518008,12.177108041703693,12.14242620231898
SYNCRIP,12.534059656450363,12.55098721452152,12.50457073932441,12.58894882031468,12.531625138422624,12.26473580113014,12.511999669441451,12.534059656450363,12.482051629033913
ACLY,12.155134454857755,12.183325224524612,12.352871054677996,12.325024310191417,12.241089378860856,12.063732120196919,12.409656113059851,12.207929445511667,12.258860431409756
CCT3,12.270587340447511,12.204876767603993,12.226111098132389,12.299494239009364,12.258860431409756,12.103615656394545,12.241089378860856,12.267664537501119,12.177108041703693
TCP1,11.322491537597468,11.28828934218097,11.436190995481416,11.355901638328417,11.393926675640417,11.366868586167094,11.467096033905747,11.366868586167094,11.487337615207181
ILF3,11.723234300893377,11.744413410557655,11.761135649828645,11.639792893279312,11.671098725748465,11.61240779313867,11.822172461476178,11.688687423222536,11.798066720363062
SUPT16H,12.050188767596435,12.060358182642142,11.97692206785108,12.129605011152504,12.0087787482805,11.958915156091349,11.98049663618346,12.106890045092218,11.98049663618346
SMC3,11.639792893279312,11.70173963867435,11.67991987851842,11.688687423222536,11.71037597120447,11.630722162103838,11.68431031112435,11.653292945382814,11.79400964502097
ATP1A3,9.754887502163468,9.722807531169547,9.829722735086058,9.693486957499324,9.65284497300198,9.726218159332198,9.888743248898258,9.696967526234287,9.926295994781112
PSMD1,11.155450731312138,11.14274527675153,11.14274527675153,11.129926933510394,11.16804526822409,11.009128789539256,11.205182326228643,11.205182326228643,11.186733289128867
LAP3,11.235415935602527,11.155450731312138,11.199058823653022,11.199058823653022,11.211279947482009,11.070791809423062,11.229419688230417,11.199058823653022,11.192909219112012
MCM4,11.14274527675153,11.116993677546981,11.12347479824414,11.211279947482009,11.174301544467632,10.944712061043486,11.155450731312138,11.180530807344482,11.116993677546981
PRKAR2B,10.512740462803498,10.452241240430817,10.399811959325685,10.62662165235837,10.43149760425805,10.253847484987404,10.323054760341646,10.55170826162069,10.43149760425805
PSMC2,11.404609397837712,11.28828934218097,11.322491537597468,11.366868586167094,11.2940463132715,11.077483356859508,11.350386742312843,11.328113894833656,11.305491792110685
HADHA,11.174301544467632,11.282509306240836,11.192909219112012,11.355901638328417,11.217351905270334,11.161761743304675,11.25915476886684,11.211279947482009,11.2940463132715
PAICS,11.339293300180094,11.205182326228643,11.235415935602527,11.33371442609397,11.25915476886684,11.097373768990222,11.16804526822409,11.34485068394299,11.155450731312138
NARS,10.987974524296153,11.029977346589579,10.922584402713664,11.036860446673046,10.952013164889486,10.706496018061188,10.854089179870574,11.009128789539256,10.892542816648552
CCAR2,11.070791809423062,11.09077405464075,11.110483309816226,11.057314877782703,11.023061249735335,10.907641803665527,11.077483356859508,11.036860446673046,11.14274527675153
PPA1,10.952013164889486,10.822570830950168,10.93737382019215,10.980853606379736,10.966505451905741,10.91513244895065,10.987974524296153,11.002111776479852,10.838416075797337
NCAPG,10.62662165235837,10.542064542283443,10.589651146514786,10.715104009236168,10.580258567499788,10.44190670454224,10.644757592516257,10.635718120331047,10.617467465294196
NUP93,11.002111776479852,10.922584402713664,10.980853606379736,11.016111838220512,10.966505451905741,10.635718120331047,11.016111838220512,10.966505451905741,10.966505451905741
UCHL1,11.06406908038551,11.036860446673046,11.016111838220512,11.155450731312138,11.050528905530555,10.830515206976838,10.952013164889486,11.14274527675153,10.922584402713664
PTMA,11.551227603598289,11.404609397837712,11.415213598765286,11.311180660053354,11.446566409066067,11.050528905530555,11.350386742312843,11.456867738380343,11.241387363998937
NUDC,11.56081046872794,11.477252323937952,11.579787329526992,11.482303782323182,11.51717725268954,11.26502894245816,11.617008227651965,11.531868775177553,11.565578136784328
TBC1D4,11.029977346589579,10.922584402713664,11.016111838220512,11.057314877782703,11.050528905530555,10.830515206976838,11.070791809423062,11.036860446673046,10.980853606379736
YBX1,10.635718120331047,10.532355925288847,10.512740462803498,10.421012855779226,10.492854620174748,10.265615046484458,10.542064542283443,10.580258567499788,10.55170826162069
QARS,10.723660944409984,10.653740778706569,10.715104009236168,10.723660944409984,10.740624044489413,10.732167425663384,10.806549621985962,10.706496018061188,10.782179193831208
AP2B1,8.546894459887637,8.479780264029099,8.618385502258606,8.51175265376738,8.515699838284043,8.290018846932618,8.59245703726808,8.515699838284043,8.566054038171092
SRSF2,9.31741261376487,9.221587121264806,9.231221180711186,9.20212382383046,9.250298417906333,9.0,9.20945336562895,9.226412192788786,9.214319120800766
RBM26,10.929998062609027,10.900112062977456,10.922584402713664,10.922584402713664,10.973697366305352,10.7657004876511,10.944712061043486,10.995060467032719,10.861862340059151
LUC7L2,10.689124404913258,10.680359523513713,10.838416075797337,10.62662165235837,10.723660944409984,10.570804437724497,10.861862340059151,10.697836357962377,10.814582465906277
RCC1,9.871905237659186,9.926295994781112,9.842350343413807,9.981567281903015,10.023754353299417,9.672425341971495,9.828136484194108,10.037546953962178,9.847057346091336
MTHFD1L,10.561287945164828,10.680359523513713,10.52258153125483,10.715104009236168,10.55170826162069,10.47269083924278,10.532355925288847,10.55170826162069,10.589651146514786
PRKCSH,10.757390009366638,10.861862340059151,10.706496018061188,10.697836357962377,10.740624044489413,10.512740462803498,10.66266837551754,10.7657004876511,10.798471801101618
SNW1,9.995767150877802,9.995767150877802,9.967226258835993,9.967226258835993,10.037546953962178,9.753216749178955,9.896332403909941,10.023754353299417,9.871905237659186
MTDH,10.399811959325685,10.47269083924278,10.367414751246828,10.30035256032822,10.410451351503994,10.33427328530719,10.323054760341646,10.389093521904474,10.47269083924278
PRMT5,10.854089179870574,10.814582465906277,10.806549621985962,10.922584402713664,10.838416075797337,10.55170826162069,10.830515206976838,10.846273911349906,10.749031382040204
ATXN10,10.542064542283443,10.410451351503994,10.47269083924278,10.52258153125483,10.389093521904474,10.410451351503994,10.492854620174748,10.462502272597265,10.512740462803498
GOLGA3,9.638435913990472,9.778077129535358,9.665335917185176,9.693486957499324,9.703903573444663,9.649256177517314,9.693486957499324,9.812177305514448,9.731319031025064
RAP1B,10.064742764750257,10.156083076288681,10.117643101389092,10.091435386323607,10.16867211813223,10.14338321398982,10.14338321398982,10.037546953962178,10.14338321398982
PSME1,10.389093521904474,10.502831804066744,10.482807956726667,10.502831804066744,10.580258567499788,10.07815080773465,10.512740462803498,10.502831804066744,10.410451351503994
BZW2,10.869593843240784,10.790348496751914,10.959277505720502,10.944712061043486,10.838416075797337,10.680359523513713,10.995060467032719,10.846273911349906,10.861862340059151
SYMPK,10.323054760341646,10.43149760425805,10.367414751246828,10.421012855779226,10.399811959325685,10.181152256865566,10.399811959325685,10.421012855779226,10.44190670454224
HCLS1,10.253847484987404,10.193525360501216,10.130570562805426,10.181152256865566,10.156083076288681,9.81698362325538,10.14338321398982,10.28886607416582,10.064742764750257
PRPF19,10.24198314969433,10.24198314969433,10.217957697864113,10.311748315004959,10.265615046484458,10.193525360501216,10.253847484987404,10.265615046484458,10.130570562805426
XAB2,10.037546953962178,10.130570562805426,10.051208940914766,10.156083076288681,10.117643101389092,9.800899899920305,10.07815080773465,10.10459875356437,10.023754353299417
HNRNPAB,10.16867211813223,10.156083076288681,10.10459875356437,10.037546953962178,10.117643101389092,10.156083076288681,10.130570562805426,10.091435386323607,10.14338321398982
EXOSC10,10.07815080773465,10.064742764750257,10.051208940914766,10.130570562805426,10.07815080773465,9.829722735086058,10.091435386323607,10.117643101389092,10.051208940914766
TBCA,10.277287400130357,10.14338321398982,10.24198314969433,10.205793249397157,10.277287400130357,9.995767150877802,10.217957697864113,10.24198314969433,10.16867211813223
PITPNB,10.28886607416582,10.323054760341646,10.265615046484458,10.230020435705635,10.30035256032822,10.217957697864113,10.356451970221755,10.311748315004959,10.265615046484458
RNF20,9.445014845868423,9.326429487122303,9.430452551665532,9.398743691938193,9.447083226209653,9.167418145831737,9.442943495848729,9.411510988012072,9.335390354693924
PSMA7,10.570804437724497,10.542064542283443,10.542064542283443,10.52258153125483,10.580258567499788,10.230020435705635,10.532355925288847,10.62662165235837,10.43149760425805
RAVER1,9.473705749619416,9.560332834212442,9.449148645375436,9.567956075415466,9.527477006060396,9.388017285345136,9.388017285345136,9.566054038171092,9.507794640198696
CSTF2,9.590587049915035,9.519636252843213,9.562242424221072,9.550746785383243,9.62935662007961,9.445014845868423,9.558420713268664,9.573647187493322,9.618385502258606
GRK2,10.265615046484458,10.130570562805426,10.130570562805426,10.253847484987404,10.156083076288681,9.799281621521923,10.130570562805426,10.16867211813223,10.037546953962178
PFAS,9.659995892429977,9.513727595952437,9.521600439723727,9.638435913990472,9.554588851677638,9.364134655008051,9.51175265376738,9.691743519171276,9.507794640198696
LRBA,8.599912842187127,8.640244936222345,8.622051819456376,8.661778097771988,8.611024797307353,8.573647187493322,8.487840033823051,8.550746785383243,8.640244936222345
STAG1,9.036173612553485,9.005624549193879,8.954196310386875,8.965784284662087,8.977279923499916,8.909893083770042,8.861086905995395,9.00842862207058,8.968666793195208
DIDO1,9.543031820255237,9.564149489985732,9.50382573799575,9.523561956057012,9.533329732305834,9.177419537989236,9.477758266443889,9.571752643503546,9.5980525001616
RAD23B,9.995767150877802,9.948367231584678,10.00982861736811,9.995767150877802,10.023754353299417,9.61654884377899,10.023754353299417,9.995767150877802,9.932214751968385
IDH3A,10.345405246717796,10.356451970221755,10.30035256032822,10.452241240430817,10.30035256032822,10.311748315004959,10.399811959325685,10.311748315004959,10.421012855779226
GRB2,9.914385132155443,9.92184093707449,9.896332403909941,9.802516365121223,9.948367231584678,9.659995892429977,9.92481250360578,9.995767150877802,9.981567281903015
RAP1GDS1,9.612868497291041,9.577428828035748,9.583082767502933,9.73640193131829,9.654636028527968,9.497851836951117,9.562242424221072,9.698704666770345,9.65284497300198
PRPS1,9.656424863277781,9.544964432789238,9.714245517666123,9.67595703294175,9.667111542075027,9.640244936222345,9.800899899920305,9.627533884472792,9.7431513941125
RAB2A,10.064742764750257,10.14338321398982,10.14338321398982,10.051208940914766,10.051208940914766,9.92035285541508,10.130570562805426,10.037546953962178,10.181152256865566
CWF19L1,8.96289600533726,8.88264304936184,8.906890595608518,9.025139562278508,8.939579214314692,8.67595703294175,8.861086905995395,9.052568050804153,8.945443836377912
BLVRB,8.848622940429339,8.804131021183318,8.731319031025064,9.076815597050832,8.76487159073609,8.62935662007961,8.714245517666123,8.92184093707449,8.632995197142957
SMARCE1,9.4241662888181,9.381542951184585,9.342074667999139,9.204571144249204,9.276124405274238,9.383704292474052,9.370687406807217,9.29920801838728,9.50382573799575
RAN,9.874981347653774,9.786269627648466,9.843921051289035,9.955649907528374,9.848622940429339,9.76487159073609,9.967226258835993,9.884170519108435,9.802516365121223
CD3EAP,7.539158811108031,7.417852514885898,7.531381460516312,7.499845887083206,7.554588851677638,7.03342300153745,7.658211482751795,7.523561956057013,7.643856189774724
DYNC1LI1,9.92035285541508,9.843921051289035,9.83605035505807,9.881113960675096,9.86573327085176,9.509775004326936,9.794415866350105,9.870364719583405,9.813781191217037
CLPP,8.422064766172813,8.519636252843213,8.396604781181859,8.693486957499324,8.451211111832329,8.179909090014934,8.348728154231077,8.543031820255237,8.51175265376738
TBCB,8.807354922057604,8.823367240046235,9.06339508128851,8.948367231584678,9.005624549193879,8.971543553950772,9.197216693110052,8.909893083770042,9.269126679149418
DAP3,9.57553924683453,9.560332834212442,9.499845887083206,9.513727595952437,9.50382573799575,9.266786540694902,9.531381460516313,9.544964432789238,9.491853096329674
CWC22,9.290018846932618,9.285402218862249,9.264442600226602,9.243173983472952,9.328674927327947,9.228818690495881,9.283088353024002,9.339850002884624,9.383704292474052
CTNNBL1,9.027905996569885,8.897845456005511,8.909893083770042,8.906890595608518,8.930737337562887,8.422064766172813,8.936637939002571,8.965784284662087,8.83605035505807
RBM10,8.527477006060396,8.74819284958946,8.584962500721156,8.523561956057012,8.640244936222345,8.588714635582264,8.618385502258606,8.614709844115207,8.73809225962049
NUP50,9.139551352398794,9.121533517340032,9.047123912114026,9.129283016944967,9.079484783826816,8.693486957499324,9.079484783826816,9.111135670234708,9.162391328756906
CPNE1,9.366322214245816,9.333155350310616,9.240791332161956,9.396604781181859,9.269126679149418,9.162391328756906,9.174925682500678,9.361943773735241,9.236014191900084
DDX51,8.842350343413807,8.651051691178928,8.672425341971495,8.734709620225837,8.700439718141093,8.483815777264256,8.661778097771988,8.848622940429339,8.640244936222345
EIF2D,9.326429487122303,9.221587121264806,9.271463027904375,9.330916878114618,9.245552706255681,9.087462841250339,9.303780748177102,9.30149619498255,9.243173983472952
CDK2,8.08214904135387,7.918863237274595,7.826548487290915,8.087462841250339,7.857980995127572,7.700439718141092,7.768184324776926,7.98299357469431,7.672425341971495
RHOG,9.071462362556623,9.049848549450562,8.980139577639157,9.139551352398794,9.00842862207058,8.936637939002571,8.96289600533726,9.147204924942228,9.036173612553485
SLC4A1AP,9.111135670234708,9.100662339005199,8.936637939002571,9.066089190457772,9.111135670234708,9.076815597050832,9.00842862207058,9.131856960608793,8.997179480937621
MRPS22,9.216745858195306,9.333155350310616,9.187352073200497,9.240791332161956,9.247927513443585,9.172427508645482,9.169925001442312,9.273795599214264,9.35974956032233
DICER1,8.194756854422248,8.233619676759702,8.164906926675688,8.257387842692651,8.224001674198105,7.6293566200796095,7.954196310386875,8.29920801838728,8.164906926675688
WIPF1,9.579315937580015,9.531381460516313,9.531381460516313,9.449148645375436,9.566054038171092,9.172427508645482,9.442943495848729,9.721099188707186,9.63117705570398
MAP2K1,9.257387842692651,9.211888294546004,9.152284842306582,9.353146825498083,9.177419537989236,8.909893083770042,9.131856960608793,9.287712379549449,9.121533517340032
STRN,9.319672120946995,9.394462694610317,9.271463027904375,9.303780748177102,9.29920801838728,9.071462362556623,9.174925682500678,9.405141463136344,9.20945336562895
IRF8,9.14210705730255,9.084808387804362,9.057991722759176,9.129283016944967,9.090112419664289,8.643856189774725,8.96289600533726,9.169925001442312,9.016808287686555
PRKACB,8.909893083770042,9.049848549450562,8.939579214314692,9.129283016944967,8.96289600533726,8.897845456005511,9.014020470314934,8.930737337562887,9.002815015607053
GATAD2B,8.867278739709661,8.90388184573618,8.774787059601174,8.741466986401146,8.800899899920305,8.761551232444479,8.707359132080883,8.900866807980748,8.861086905995395
KIF22,8.174925682500678,8.027905996569885,8.108524456778168,8.118941072723507,8.092757140919852,8.451211111832329,8.144658242831882,8.087462841250339,7.930737337562887
ENSA,9.521600439723727,10.037546953962178,10.356451970221755,9.938109326219239,9.917372079476841,9.885696373339394,10.33427328530719,9.640244936222345,10.253847484987404
NAPRT,8.233619676759702,8.219168520462162,8.199672344836364,8.353146825498083,8.348728154231077,8.066089190457772,8.005624549193879,8.31741261376487,8.071462362556623
FRYL,8.96289600533726,8.794415866350105,8.744833837499545,8.861086905995395,8.915879378835774,8.885696373339394,8.703903573444663,8.92481250360578,8.761551232444479
CSTF1,8.92481250360578,8.794415866350105,8.823367240046235,8.909893083770042,8.848622940429339,8.679480099505446,8.707359132080883,8.879583249612784,8.672425341971495
RBM27,8.038918989292302,8.098032082960527,8.027905996569885,7.924812503605781,8.092757140919852,7.569855608330948,8.016808287686555,8.016808287686555,8.113742166049189
TMEM33,8.88264304936184,8.936637939002571,8.813781191217037,8.960001932068081,8.876516946565,8.848622940429339,8.861086905995395,8.96289600533726,8.980139577639157
PITPNA,8.842350343413807,8.89178370321831,8.823367240046235,8.696967526234287,8.845490050944376,8.531381460516313,8.829722735086058,8.813781191217037,8.906890595608518
DAXX,7.6865005271832185,7.7073591320808825,7.700439718141092,7.839203788096944,7.700439718141092,7.357552004618084,7.60733031374961,7.658211482751795,7.679480099505446
NDUFB10,7.912889336229962,8.044394119358454,8.199672344836364,7.882643049361842,8.038918989292302,8.011227255423254,8.266786540694902,7.912889336229962,8.233619676759702
RRP8,8.754887502163468,8.791162888555018,8.658211482751796,8.774787059601174,8.693486957499324,8.59618975614441,8.651051691178928,8.791162888555018,8.734709620225837
MICAL3,8.661778097771988,8.74819284958946,8.622051819456376,8.693486957499324,8.651051691178928,8.618385502258606,8.618385502258606,8.845490050944376,8.679480099505446
DMAP1,8.603626344986193,8.672425341971495,8.515699838284043,8.413627929024173,8.546894459887637,8.566054038171092,8.467605550082997,8.523561956057012,8.611024797307353
PTPN23,8.447083226209653,8.366322214245816,8.361943773735241,8.483815777264256,8.339850002884624,8.164906926675688,8.39231742277876,8.459431618637296,8.294620748891628
GET4,7.2384047393250786,7.247927513443585,7.348728154231077,7.339850002884624,7.2761244052742375,7.20945336562895,7.189824558880018,7.087462841250339,7.266786540694901
LSM2,8.199672344836364,8.144658242831882,8.159871336778389,8.184875342908283,8.194756854422248,7.700439718141092,8.129283016944967,8.290018846932618,8.027905996569885
OTULIN,8.252665432450248,8.405141463136344,8.330916878114618,8.558420713268664,8.357552004618084,7.98299357469431,8.379378367071261,8.479780264029099,8.339850002884624
KIN,8.778077129535358,8.800899899920305,8.710806433699352,8.741466986401146,8.751544059089099,8.74819284958946,8.658211482751796,8.721099188707186,8.696967526234287
SBF1,7.451211111832329,7.475733430966398,7.348728154231077,7.643856189774724,7.3750394313469245,6.714245517666122,7.312882955284356,7.539158811108031,7.483815777264256
GTF2B,8.531381460516313,8.357552004618084,8.479780264029099,8.562242424221072,8.51175265376738,8.271463027904375,8.413627929024173,8.588714635582264,8.379378367071261
EMC8,8.330916878114618,8.588714635582264,8.326429487122303,8.573647187493322,8.46352437327118,8.066089190457772,8.353146825498083,8.426264754702098,8.308339030139408
NDUFB9,7.936637939002571,7.900866807980749,7.870364719583405,7.774787059601174,7.900866807980749,7.6865005271832185,7.794415866350106,7.948367231584678,7.813781191217037
SCML2,8.169925001442312,8.149747119504681,8.149747119504681,8.129283016944967,8.179909090014934,8.194756854422248,8.204571144249204,8.108524456778168,8.194756854422248
FAM114A2,7.900866807980749,7.994353436858858,7.870364719583405,7.971543553950772,7.900866807980749,7.491853096329675,7.754887502163468,8.022367813028454,7.870364719583405
SMPD4,8.426264754702098,8.519636252843213,8.546894459887637,8.599912842187127,8.531381460516313,8.400879436282183,8.566054038171092,8.49585502688717,8.507794640198696
NEDD8-MDP1,8.573647187493322,8.584962500721156,8.539158811108031,8.523561956057012,8.668884984266247,7.948367231584678,8.413627929024173,8.658211482751796,8.405141463136344
CTDSPL2,7.321928094887363,7.312882955284356,7.05528243550119,7.219168520462161,7.451211111832329,7.294620748891627,7.139551352398794,7.312882955284356,7.169925001442312
FOXRED1,6.930737337562887,6.78135971352466,6.633721812641012,6.870364719583405,6.658211482751795,6.211401637418471,6.672425341971495,6.906890595608519,6.78135971352466
SEC62,8.219168520462162,8.294620748891628,8.383704292474052,8.224001674198105,8.413627929024173,8.46352437327118,8.515699838284043,8.257387842692651,8.370687406807217
COPE,7.409390936137702,7.577428828035749,7.383704292474052,7.539158811108031,7.546894459887636,7.22881869049588,7.2761244052742375,7.499845887083206,7.622051819456376
