"Gene"	"norm_19.C"	"norm_1.1ug.B"	"norm_1.A"	"norm_1.1ug.A"	"norm_19.A"	"norm_1.C"	"norm_19.B"	"norm_1.B"	"norm_1.1ug.C"
"BECN1"	5.43295940727611	5.4262647547021	5.17791779219584	5.83035674741922	5.90689059560852	5.57591736111815	5.32553033156756	5.71149490665009	5.41278152533848
"NACC1"	5.14159627838382	5.02236781302845	4.8923910259134	4.96347412397489	4.5909612413426	3.59693514238723	4.5668151540109	4.73335434061383	5.04875931191986
"SARM1"	6.11478344724985	6.4708621994137	6.2667865406949	6.63807383718072	6.48220292629596	5.84799690655495	6.02236781302845	6.55458885167764	6.24982454861618
"MSMO1"	8.03342300153745	8.09803208296053	8.07681559705083	8.13955135239879	7.92481250360578	7.53915881110803	7.71424551766612	8.27612440527424	8.11894107272351
"ACOX1"	6.84549005094437	6.8703647195834	6.89481776330794	6.85798099512757	6.76818432477693	6.91886323727459	6.61765111942733	6.98868468677217	6.88264304936184
"BCL2L1"	7.33091687811462	7.4594316186373	7.48381577726426	7.5077946401987	7.39231742277876	7.13955135239879	7.25738784269265	7.60733031374961	7.56224242422107
"TMEM268"	7.29462074889163	7.54689445988764	7.43462822763672	7.4262647547021	7.28540221886225	7.40087943628218	7.21916852046216	7.56985560833095	7.55458885167764
"LIMS1"	6.56985560833095	6.39231742277876	6.41447383643093	6.53760669149529	6.48058827023386	7.04439411935845	6.48220292629596	6.63081315229913	6.38715571766298
"SLC30A9"	6.98868468677217	7.18982455888002	7.11894107272351	7.12928301694497	6.96578428466209	7.5077946401987	7.13955135239879	7.13955135239879	7.43462822763672
"RSBN1"	6.64529816394863	6.52669484554198	6.65391987311942	6.56985560833095	6.51096191927738	6.57742882803575	6.43295940727611	6.65821148275179	6.85798099512757
"RUNX3"	6.29829173062012	6.06824086131282	6.24412594328373	6.24982454861618	6.10013667128545	5.96347412397489	6.0574502721839	6.4245862262511	6.50143914515887
"CAPG"	5.1333991254172	5.64961545906341	5.19377174339668	5.03562390973072	5.19377174339668	5.29645740737124	5.15380533607904	5.3110671022556	5.13750352374993
"NUPL2"	6.71424551766612	6.4708621994137	6.53138146051631	6.34518344718767	6.33091687811462	6.6724253419715	6.38024459047818	6.5298209465287	6.62497817956904
"CCDC57"	6.00225245173138	5.90929308582382	5.93073733756289	5.57591736111815	5.64673869830785	6.4594316186373	5.77873424411784	5.83541884047548	6.68650052718322
"TIMM21"	5.51096191927738	5.71973105674985	5.65535182861255	5.46597446450407	5.69488019279919	4.8972404255748	5.49505552836802	5.67525138605026	5.5909612413426
"GYPC"	2.58496250072116	2.76553474636298	2.72246602447109	1.88752527074159	3.12101540096137	3.78659636189081	2.58496250072116	2.4594316186373	3.03562390973072
"ADIPOR1"	4.59693514238723	4.65535182861255	4.77610398807316	4.48542682717024	4.39231742277876	4.73876783680019	4.64385618977472	4.52356195605701	4.43295940727611
"RYBP"	8.29001884693262	8.25266543245025	8.37937836707126	7.98868468677217	8.14465824283188	8.29920801838728	8.14974711950468	8.15987133677839	8.38370429247405
"TOMM22"	5.52356195605701	6.02901108665907	5.6667565918848	6.03342300153745	6.3110671022556	5.17392693199981	5.46270675067016	6.09169983413681	5.5668151540109
"GCAT"	5.65248649491816	5.92599941855622	5.67525138605026	5.77873424411784	5.75221336786514	5.91408609701272	5.63807383718072	5.79701297783614	5.58195375084882
"BLOC1S4"	6.22496636500027	6.1168637576909	6.00898878322726	6.04657836662033	5.86046625851717	5.25927248703759	5.60880924267552	6.00674683244058	5.85549144310187
"DLG3"	3.49825086752783	3.84799690655495	3.67807190511264	3.71149490665009	3.60880924267552	3.74416109557041	3.92599941855622	3.95419631038688	4.02680005934372
"ITIH3"	6.22110372536788	6.44956137461324	6.36806987653208	6.55612281784117	6.21529030565123	6.59544398458948	6.20554891117303	6.31831684133498	6.74146698640115
"NFX1"	4.30742852519225	3.84799690655495	4.23266075679027	3.8972404255748	4.12101540096137	0	4.23266075679027	4.5298209465287	3.81762325751143
"TMEM123"	3.75488750216347	4.16992500144231	3.81762325751143	3.84799690655495	4.14567745519564	5.30742852519225	4.19377174339668	4.28540221886225	4.08746284125034
"ANKRD11"	4.35755200461808	3.49825086752783	3.98185265328974	3.67807190511264	3.76553474636298	3.47248777146274	3.57288966842058	3.90689059560852	3.56071495447448
"HK1"	10.6537407787066	10.8849336479498	10.9225844027137	10.7984718011016	10.7490313820402	10.6715410667119	10.7490313820402	10.8849336479498	10.8618623400592
"SLC7A5"	9.51175265376738	9.7431513941125	9.58683978796183	9.4757334309664	9.43462822763673	9.59991284218713	9.44914864537544	9.55458885167764	9.75488750216347
"DPF2"	8.2045711442492	8.19967234483636	8.27146302790437	8.13442632022093	8.03342300153745	8.19475685442225	8.12412131182919	8.2667865406949	8.4262647547021
"PTPN11"	8.89784545600551	9.11894107272351	9.15987133677839	9.09539702279256	9.01959072835788	9.20212382383046	9.08746284125034	8.93369065495223	9.13185696060879
"PFKFB2"	8.59991284218713	8.60733031374961	8.65463602852797	8.74146698640115	8.57742882803575	8.80413102118332	8.45532722030456	8.71424551766612	8.67595703294175
"POLD3"	9.53138146051631	9.5980525001616	9.66355810421727	9.60917873814198	9.51372759595244	9.35535109642481	9.5274770060604	9.67595703294175	9.6724253419715
"ARL1"	8.94544383637791	8.98868468677217	8.94544383637791	9.06608919045777	8.82654848729091	9.55458885167764	8.86727873970966	9.00842862207058	8.90388184573618
"TARS2"	9.16239132875691	9.21916852046216	9.1006623390052	9.25029841790633	9.02790599656988	9.16992500144231	8.99435343685886	9.19967234483636	9.18239435340453
"TMX1"	8.82017896241519	8.94836723158468	8.81057163474115	8.82336724004623	8.66177809777199	8.6724253419715	8.6724253419715	8.86108690599539	8.90689059560852
"RAB18"	7.4178525148859	7.61470984411521	7.64385618977472	7.51569983828404	7.4093909361377	7.56224242422107	7.54689445988764	7.4594316186373	7.75488750216347
"DCTN3"	8.50382573799575	8.31741261376487	8.30833903013941	8.3264294871223	8.2045711442492	8.34429590791582	8.07146236255662	8.46352437327118	8.33091687811462
"CSTB"	7.54689445988764	7.58496250072116	8.36632221424582	7.72109918870719	7.49984588708321	7.64385618977472	8.24792751344359	7.68650052718322	8.13955135239879
"LACTB2"	9.11113567023471	9.211888294546	9.283088353024	9.13699111208023	9.01122725542325	9.19475685442225	9.09539702279256	9.23601419190008	9.33985000288462
"TOR1AIP1"	6.56376827845203	6.74146698640115	6.71424551766612	6.71424551766612	6.57288966842058	5.84046323386954	6.59544398458948	6.78135971352466	6.88264304936184
"SIT1"	7.95419631038687	7.96578428466209	7.90689059560852	7.86418614465428	7.82017896241519	8.39231742277876	7.85174904141606	7.98868468677217	7.98299357469431
"SOAT1"	7.36632221424582	7.44294349584873	7.33985000288462	7.43462822763672	7.56985560833095	7.55458885167764	7.19967234483636	7.51569983828404	7.43462822763672
"CMAS"	7.94251450533924	8.1548181090521	8.19967234483636	8.00562454919388	8.03342300153745	8.13955135239879	8.10328780841202	8.16992500144231	8.32192809488736
"SYVN1"	7.85174904141606	7.93663793900257	7.89481776330794	7.70043971814109	7.90086680798075	7.99435343685886	7.76818432477693	8.00562454919388	8.03342300153745
"ATP5J"	6.0574502721839	5.88752527074159	6.19179950106508	5.79701297783614	5.68369645430652	7.39231742277876	6.09592441999854	5.83541884047548	6.6724253419715
"RSU1"	8.11374216604919	8.17990909001493	8.25738784269265	8.12412131182919	8.18982455888002	8.06608919045777	8.06069593168755	8.25266543245025	8.18487534290828
"DENND4A"	7.32192809488736	7.12928301694497	7.22881869049588	7.17990909001493	7.03342300153745	7.27612440527424	7.09803208296053	7.15987133677839	7.08746284125034
"BRD7"	6.84549005094437	6.95419631038687	6.64529816394863	6.71424551766612	6.63517394667492	7.10852445677817	6.70043971814109	6.83289001416474	7.07681559705083
"GSK3A"	7.4178525148859	7.36632221424582	7.4262647547021	7.59245703726808	7.28540221886225	7.467605550083	7.27612440527424	7.36632221424582	7.3037807481771
"ZFAND6"	6.16390121381454	6.15583017155653	6.29829173062012	6.24792751344359	6.40087943628218	6.51412226017071	6.23457795978457	6.37155886261196	5.92837032301897
"UQCRQ"	8.21916852046216	8.44294349584873	8.30833903013941	8.19475685442225	8.14465824283188	7.93663793900257	8.16490692667569	8.31288295528435	8.27146302790437
"MGST1"	7.5077946401987	7.59991284218713	7.89481776330794	7.8008998999203	7.75488750216347	7.90086680798075	7.78135971352466	7.62935662007961	7.91288933622996
"ACAA1"	6.54225804976692	6.75488750216347	6.4966540825935	6.64817779572482	6.32553033156756	6.39917109381982	6.36282052553426	6.60584986719498	6.52042224852645
"ARID2"	6.03342300153745	6.42290574261218	6.17392693199981	6.10852445677817	6.27426166125705	5.83035674741922	6	6.44128427192704	6.14974711950468
"ABRACL"	5.61176256006487	5.18586654531133	5.30012372456901	5.24412594328373	5.16992500144231	4.98185265328974	5.09169983413681	5.32553033156756	5.16188768237689
"KIF13B"	5.33985000288462	5.49185309632967	5.48220292629596	5.59395128394841	5.56985560833095	5.5298209465287	5.18189764310839	5.38887833881199	5.52356195605701
"GAMT"	6.35049724708413	6.09169983413681	6.15987133677839	6.29645740737124	6.14159627838382	6.90689059560852	6.26115467261557	6.40258575823259	6.43295940727611
"DNASE2"	6.6724253419715	7.31288295528436	6.88264304936184	6.96578428466209	6.8703647195834	7.06608919045777	6.85798099512757	7	7.33091687811462
"SCPEP1"	7.54689445988764	7.467605550083	7.48381577726426	7.4178525148859	7.28540221886225	8.07146236255662	7.33985000288462	7.39231742277876	7.63662462054365
"SLC16A7"	6.04001567884788	6.7279204545632	7	6.4708621994137	6.37155886261196	6.50620838930675	6.95419631038687	6.01346225980656	7.14974711950468
"ABCB8"	3.82781902461732	4.41278152533848	4.02680005934372	3.65535182861255	3.877744249949	2.88752527074159	3.73335434061383	3.95419631038688	3.92599941855622
"FAM208B"	5.7279204545632	5.44625622988956	5.61470984411521	5.35049724708413	5.52669484554198	5.73876783680019	5.60288440871842	5.76553474636298	5.51412226017071
"COX15"	5.5453506448223	5.53605290024021	5.4757334309664	5.44956137461324	5.28540221886225	5.42290574261218	5.16992500144231	5.4093909361377	5.55151601762801
"LDAH"	7.18982455888002	7.21916852046216	7.33985000288462	7.24792751344359	7.10852445677817	7.34872815423108	7.20945336562895	7.25738784269265	7.37503943134692
"SYNGR2"	6.83289001416474	7.10852445677817	6.76818432477693	6.78135971352466	6.64817779572482	6.88264304936184	6.74146698640115	6.95419631038687	6.84549005094437
"CDC42SE2"	6.61470984411521	6.79441586635011	6.78135971352466	6.68650052718322	6.71424551766612	6.27239650903748	6.5668151540109	6.75488750216347	6.88264304936184
"IGSF8"	4.43295940727611	4.28540221886225	3.94485844580754	4.38543103719352	4.22496636500027	4.36457243229586	4.17791779219584	4.49185309632967	4.35755200461808
"GTF2A1"	4.63226821549951	4.64385618977472	4.59693514238723	4.23266075679027	4.34340782229781	3.52356195605701	4.35755200461808	4.49825086752783	4.49825086752783
"DENND6A"	5.76818432477693	5.94719858426206	5.85049941375812	6.03121873061072	5.97039353791468	5.97498811199193	5.84046323386954	6.15177765473205	5.98868468677217
"FYTTD1"	6.71424551766612	7	6.7279204545632	6.74146698640115	6.54225804976692	6.4757334309664	6.4643415327611	6.68650052718322	6.79441586635011
"BIN2"	6.71424551766612	6.78135971352466	6.51884982870769	6.60584986719498	6.46270675067016	6.98868468677217	6.7279204545632	6.84549005094437	6.65248649491816
"ZFP1"	4.51096191927738	4.75488750216347	4.71699089440494	4.41953889151378	4.58496250072116	3.57288966842058	4.85798099512757	4.78135971352466	4.90207357931074
"MT-ATP8"	7.09803208296053	7.19967234483636	7.24792751344359	7.12928301694497	7.17990909001493	7.29462074889163	7.10852445677817	6.97727992349992	7.32192809488736
"TMED3"	4.28540221886225	4.98185265328974	4.82781902461732	4.90207357931074	4.69488019279919	4.72246602447109	4.76022094646651	4.90689059560852	5.12101540096137
"GON4L"	6.30924896081662	6.45779126025604	6.37503943134692	6.41953889151378	6.13134253912326	6.59245703726808	6.23840473932508	6.31288295528436	6.21529030565123
"RBBP8"	5.41953889151378	5.58496250072116	5.91169158187234	5.68088692071969	5.74685018309805	5.49825086752783	5.53294028837287	5.66959375118833	5.44625622988956
"MPV17"	4.71699089440494	4.94953493301701	4.92599941855622	4.73876783680019	4.79701297783614	4.6667565918848	4.76553474636298	4.8972404255748	5.22881869049588
"DGCR2"	4.67807190511264	4.41953889151378	4.27798474729977	4.23266075679027	4.4594316186373	4.82781902461732	4.07895134139482	4.58496250072116	4.28540221886225
"PGAM1"	11.3224915375975	11.6886874232225	12.0192432166036	11.794009645021	11.5367328898354	11.6710987257485	11.7189609119842	11.6397928932793	11.8458820343841
"STMN1"	11.344850683943	11.3054917921107	11.998237821888	11.333714426094	11.3111806600534	11.4721831161895	12.0771495155897	11.4152135987653	11.8101699376647
"USO1"	10.9151324489507	11.036860446673	11.0505289055306	10.9665054519057	10.9076418036655	11.7017396386744	10.9950604670327	10.9592775057205	11.1743015444676
"HPRT1"	10.4419067045422	10.4828079567267	10.5989829710361	10.4522412404308	10.4210128557792	10.311748315005	10.6082548219779	10.5708044377245	10.5612879451648
"FNBP1"	10.3342732853072	10.4522412404308	10.4828079567267	10.4928546201747	10.3782948559119	10.2419831496943	10.3564519702218	10.5420645422834	10.4314976042581
"SFN"	7.34872815423108	10.6082548219779	7.51569983828404	7.4178525148859	7.39231742277876	8.17990909001493	7.5077946401987	7.4262647547021	7.49984588708321
"CBSL"	9.4858293087019	9.72451385311995	9.67595703294175	9.74986942739684	9.54882190845875	9.72451385311995	9.67419226814568	9.54882190845875	9.87344411251538
"TMEM189-UBE2V1"	6.08321336824898	6.00674683244058	6.05961485629722	5.90929308582382	5.92362461136832	6.23266075679027	5.93545974780529	5.97956810009519	6.05311133645956
"RBM5"	9.23840473932508	9.32867492732795	9.22881869049588	9.20212382383046	9.14465824283188	9.4858293087019	9.16490692667569	9.29462074889163	9.37068740680722
"ACSL1"	8.78135971352466	8.82654848729091	8.89481776330794	8.90689059560852	8.79441586635011	9.18239435340453	8.8073549220576	8.92481250360578	9.05256805080415
"USP15"	8.71080643369935	8.85798099512757	8.90689059560852	8.78135971352466	8.70735913208088	8.83920378809694	8.85798099512757	8.7279204545632	8.89178370321831
"CADM1"	8.0389189892923	8.21916852046216	8.19475685442225	8.13955135239879	8.07146236255662	8.12412131182919	8.06069593168755	8.33091687811462	8.3037807481771
"RAB3D"	6.75488750216347	6.84549005094437	6.74146698640115	6.68650052718322	6.60880924267552	6.68650052718322	6.35049724708413	6.8073549220576	6.57893871309339
"GCDH"	7.16992500144231	7.21916852046216	7.34872815423108	7.38370429247405	7.27612440527424	7.3037807481771	7.13955135239879	7.21916852046216	7.4093909361377
"SHMT1"	7.52356195605701	7.58496250072116	7.78790255939143	7.82017896241519	7.69348695749933	7.82654848729092	7.74146698640115	7.90086680798075	7.82017896241519
"EML4"	8.41362792902417	8.41362792902417	8.42206476617281	8.49984588708321	8.25738784269265	8.70390357344466	8.29001884693262	8.40514146313634	8.45121111183233
"STAT6"	8.28540221886225	8.4093909361377	8.30833903013941	8.467605550083	8.33539035469392	8.48784003382305	8.17990909001493	8.4178525148859	8.33985000288462
"XRCC4"	7.99435343685886	7.86418614465428	7.91288933622996	7.91886323727459	8.02236781302845	8.11894107272351	7.91886323727459	8.12412131182919	7.97154355395077
"SLU7"	8.85798099512757	8.82336724004623	8.8073549220576	8.82654848729091	8.73470962022584	8.91288933622996	8.74483383749955	8.87958324961278	8.85798099512757
"LZTFL1"	7.94836723158468	8.18982455888002	8.09275714091985	8.01680828768655	8.03342300153745	8.58871463558226	7.96578428466209	7.94251450533924	8.2667865406949
"SMG5"	7.74146698640115	7.63662462054365	7.78135971352466	7.69348695749933	7.59245703726808	7.31288295528436	7.59991284218713	7.7279204545632	7.60733031374961
"PFKFB3"	4.77610398807316	5.1333991254172	4.8972404255748	5.25927248703759	4.84799690655495	4.76022094646651	4.47248777146274	5.00898878322726	5.04439411935845
"NUDT3"	6.59395128394841	6.89481776330794	7.14974711950468	6.89481776330794	6.71424551766612	6.84549005094437	7.07681559705083	6.68650052718322	7
"PAK1IP1"	7.44294349584873	7.5077946401987	7.4594316186373	7.56224242422107	7.53138146051631	7.61470984411521	7.07681559705083	7.57742882803575	7.57742882803575
"GLRX5"	4.70043971814109	5.0574502721839	4.90689059560852	5.52042224852645	5.22496636500027	4.41953889151378	4.78135971352466	5.0574502721839	4.85299758761332
"AMPD2"	8.31288295528435	8.29462074889163	8.3264294871223	8.31288295528435	8.08214904135387	8.17990909001493	8.2045711442492	8.47167521439204	8.4757334309664
"CNPY3"	6.98868468677217	7.03342300153745	7.06608919045777	7.11894107272351	7.14974711950468	7.23840473932508	7.04439411935845	7.16992500144231	7.08746284125034
"RACGAP1"	8.44708322620965	8.27612440527424	8.56985560833095	8.45121111183233	8.37937836707126	9.01680828768655	8.66177809777199	8.33539035469392	8.86418614465428
"GALNT7"	6.85798099512757	7.21916852046216	7	6.98868468677217	6.88264304936184	6.56985560833095	6.74146698640115	6.98868468677217	7.04439411935845
"LZTS1"	6.98868468677217	6.95419631038687	7.07681559705083	6.8073549220576	6.93073733756289	7.17990909001493	6.95419631038687	6.94251450533924	6.85798099512757
"CENPC"	7.07681559705083	7.37503943134692	7.12928301694497	7.20945336562895	7.37503943134692	7.38370429247405	7.20945336562895	7.33985000288462	7.11894107272351
"MGMT"	5.50143914515887	5.70597790168252	5.62058641045188	5.6724253419715	5.49825086752783	5.51096191927738	5.3819754785573	5.73876783680019	5.5668151540109
"KIF21B"	5.39917109381982	5.65821148275179	5.49825086752783	5.30742852519225	5.37155886261196	6.03121873061072	5.22496636500027	5.37155886261196	5.48542682717024
"RABEP1"	7.14974711950468	7.33091687811462	7.08746284125034	7.22881869049588	7.31288295528436	7.49984588708321	6.88264304936184	7.28540221886225	7.27612440527424
"PPIP5K2"	5.76818432477693	5.46597446450407	5.49825086752783	5.58195375084882	5.37503943134692	5.86294724802092	5.35755200461808	5.30742852519225	5.57893871309339
"UNC119B"	7.15987133677839	7.07681559705083	7.22881869049588	7.20945336562895	7.18982455888002	7.59991284218713	7.24792751344359	7.31288295528436	7.39231742277876
"TMEM199"	5.3819754785573	5.34695688937888	5.48864353985378	5.62643913669732	5.35049724708413	5.85798099512757	5.36457243229586	5.0574502721839	5.86046625851717
"SCCPDH"	7.38370429247405	7.49984588708321	7.23840473932508	7.43462822763672	7.35755200461808	7.64385618977472	7.19967234483636	7.49185309632967	7.28540221886225
"PIEZO1"	5.07895134139482	4.78135971352466	4.877744249949	4.90207357931074	4.75488750216347	4.62643913669732	4.57893871309339	5.01346225980656	4.6667565918848
"ISCA2"	7.12928301694497	7.13955135239879	7.11894107272351	7.35755200461808	6.98868468677217	7.02236781302845	6.90689059560852	7.28540221886225	7.01122725542325
"DIS3L2"	6.96578428466209	7.03342300153745	7.08746284125034	7.08746284125034	6.93073733756289	7.09803208296053	7.05528243550119	7.16992500144231	7.08746284125034
"D2HGDH"	4.55458885167764	4.99095486039699	4.63807383718072	4.82273014794452	5.0746766862945	4.86789646399265	4.74416109557041	4.88752527074159	4.87282875953489
"ABHD14A-ACY1"	5.74416109557041	5.20554891117303	5.33628338786443	5.20554891117303	5.39574832817903	5.52356195605701	5.21723071622067	5.60584986719498	5.32192809488736
"SLC25A46"	5.37155886261196	5.38887833881199	5.68088692071969	5.22496636500027	5.20945336562895	5.50143914515887	5.61176256006487	5.38887833881199	5.91169158187234
"NISCH"	7.10852445677817	6.94251450533924	7.01122725542325	6.95419631038687	7	7.19967234483636	6.88264304936184	7.12928301694497	7.04439411935845
"SS18"	7.02236781302845	6.82017896241519	7.13955135239879	7.19967234483636	7.06608919045777	7.36632221424582	6.93073733756289	6.90689059560852	7.04439411935845
"CEP350"	3.56071495447448	3.65535182861255	3.71149490665009	3.49825086752783	3.56071495447448	0	3.8073549220576	3.64385618977472	3.92599941855622
"VPS51"	3.70043971814109	3.41953889151378	3.94485844580754	3.30742852519225	3.88752527074159	0	3.41953889151378	3.71149490665009	4.12101540096137
"PIK3C2A"	4.04439411935845	4	4.30742852519225	3.81762325751143	3.96347412397489	3.75488750216347	3.51096191927738	4.09592441999854	4.01792190799726
"SURF2"	6.64385618977472	6.63662462054365	7.16992500144231	6.78135971352466	7.03342300153745	7.35755200461808	7.4178525148859	7.05528243550119	7.28540221886225
"CYB561A3"	6.17592374206376	6.0574502721839	6.15785216914174	6.08108392868763	6.03121873061072	6.83289001416474	5.81249822533356	6.01569380710515	6.01792190799726
"CERS4"	7.04439411935845	7.38370429247405	7.4178525148859	7.16992500144231	7.16992500144231	6.94251450533924	7.27612440527424	7.29462074889163	7.28540221886225
"PLEKHF2"	3.75488750216347	4.22496636500027	3.95419631038688	3.94485844580754	4.00898878322726	3.18586654531133	3.82781902461732	3.99095486039699	4.0703893278914
"SNAPIN"	5.99095486039699	5.46597446450407	5.04875931191986	5.35402893805439	5.57893871309339	5.71149490665009	4.72246602447109	5.81249822533356	5.41953889151378
"ARMC10"	5.73606362787181	5.64385618977472	5.45285896471381	5.72246602447109	5.58796498888268	5.87282875953489	5.42290574261218	5.71699089440494	5.35755200461808
"COMMD1"	2.56071495447448	2.96347412397489	3.05311133645956	3.40599235967584	3.54843662469604	0	3.0703893278914	3.33628338786443	2.48542682717024
"SGF29"	4.21723071622067	3.8972404255748	4.33628338786443	4.20945336562895	4.20945336562895	3.8073549220576	4.25550073314839	4.4594316186373	4.0703893278914
"AICDA"	5.90207357931074	6.11270013274936	5.94719858426206	6.18189764310839	6.14771372235215	6.34163000932991	5.91647664443772	6.04001567884788	6.14771372235215
"PLEKHH2"	4.76022094646651	4.76022094646651	4.88752527074159	4.99548451887751	4.62058641045188	5.38887833881199	4.99548451887751	4.84799690655495	4.92599941855622
"ITPKB"	5.93073733756289	5.82781902461732	6.02680005934372	5.92362461136832	5.81762325751143	5.71699089440494	5.79701297783614	5.94485844580754	5.64385618977472
"VKORC1L1"	5.27798474729977	5.39231742277876	5.21723071622067	5.47897180503294	5.28169825009883	5.40599235967584	5.36806987653208	5.43629511983936	5.20945336562895
"TARSL2"	3.27798474729977	2.88752527074159	2.58496250072116	2.43295940727611	3.23266075679027	3.78659636189081	3.08746284125034	3.35049724708413	3.27798474729977
"ZNF281"	5.60288440871842	5.55151601762801	5.73063995591679	5.49505552836802	5.57591736111815	5.96116025813664	5.76022094646651	5.68369645430652	6.02014657311178
"SRBD1"	3.82781902461732	3.78659636189081	3.57288966842058	3.81762325751143	3.47248777146274	3.70043971814109	3.58496250072116	3.76553474636298	3.81762325751143
"ZDHHC3"	3.96347412397489	3.92599941855622	3.65535182861255	3.84799690655495	3.40599235967584	4.81762325751143	3.63226821549951	3.74416109557041	3.94485844580754
"NR2C1"	3.15380533607904	2.58496250072116	3.32192809488736	2.8073549220576	3.0703893278914	0	3.16992500144231	3.21723071622067	3.10433665981474
"TRIM4"	6.45121111183233	6.36632221424582	6.44790974874208	6.64529816394863	6.46270675067016	6.70043971814109	6.38887833881199	6.57591736111815	6.44625622988956
"RNF138"	6.06824086131282	5.80477637795583	5.6724253419715	5.70043971814109	5.83035674741922	5.95419631038687	5.68088692071969	5.97039353791468	5.81762325751143
"NAP1L1"	10.2538474849874	10.0647427647503	10.3674147512468	10.1935253605012	10.1686721181322	10.5127404628035	10.4726908392428	10.1811522568656	10.4314976042581
"NCF1B"	10.5323559252888	10.5420645422834	10.6447575925163	10.6447575925163	10.5323559252888	10.5127404628035	10.4314976042581	10.7151040092362	10.4828079567267
"ACSF3"	10.2179576978641	10.4419067045422	10.3342732853072	10.5028318040667	10.2057932493972	10.1935253605012	10.1811522568656	10.410451351504	10.3998119593257
"ACAA2"	9.54496443278924	9.76818432477693	9.75655632252409	9.84392105128904	9.59432460392485	9.44708322620965	9.70390357344466	9.71080643369935	9.74651432113846
"ACP1"	9.27379559921426	9.25974326369078	9.39660478118186	9.36194377373524	9.35093918154643	9.4241662888181	9.24555270625568	9.33762190199251	9.48179943166575
"PCMT1"	9.21674585819531	9.33762190199251	9.4858293087019	9.319672120947	9.24555270625568	9.29001884693262	9.38370429247405	9.36413465500805	9.45327063401062
"FHOD1"	8.03342300153745	7.93663793900257	7.82017896241519	8.06069593168755	7.90689059560852	8.11894107272351	7.86418614465428	8.02236781302845	7.94251450533924
"CDKN2AIP"	7.92481250360578	8.03342300153745	8.01680828768655	8.02236781302845	7.88264304936184	8.4757334309664	7.90689059560852	8.02790599656988	8.12412131182919
"AIMP2"	9.03066713624694	9.00562454919388	9.25266543245025	9.16741814583174	9.05528243550119	8.86418614465428	9.1873520732005	9.17741953798924	9.19721669311005
"PTGES3"	9.34872815423108	9.34429590791582	9.59618975614441	9.55650605467193	9.47775826644389	9.66177809777199	9.70563238736142	9.47775826644389	9.56985560833095
"PPP3CA"	8.50382573799575	8.79441586635011	8.36194377373524	8.55074678538324	8.4797802640291	8.63662462054365	8.37068740680722	8.59991284218713	8.51175265376738
"MARK2"	7.876516946565	7.76818432477693	8	7.876516946565	7.95419631038687	8.08746284125034	7.86418614465428	7.95419631038687	7.99435343685886
"CLTA"	9.04984854945056	9.1548181090521	9.25266543245025	9.04712391211403	9.13699111208023	9.43254190038826	9.41574176829009	9.07414146275251	9.2045711442492
"MIA2"	8.78463484555752	8.98013957763916	8.76818432477693	8.77807712953536	8.67595703294175	9.01680828768655	8.65105169117893	8.79441586635011	9.07414146275251
"LMNA"	6.40769264866568	8.57742882803575	5.69766263347052	5.43962313755712	5.94485844580754	7.13955135239879	5.64961545906341	6.05961485629722	6.2364926183813
"UBXN4"	8.27146302790437	8.36194377373524	8.39231742277876	8.22881869049588	8.29462074889163	8.02790599656988	8.17492568250068	8.39660478118186	8.467605550083
"PGRMC1"	8.36194377373524	8.59991284218713	8.5274770060604	8.54689445988764	8.40514146313634	8.73470962022584	8.49185309632967	8.48784003382305	8.85174904141606
"TMEM30A"	8.04984854945056	8.12412131182919	7.94836723158468	8.04439411935845	8.01122725542325	8.25738784269265	7.79441586635011	8.13442632022093	8.21916852046216
"ERO1A"	8.21916852046216	8.467605550083	8.33985000288462	8.33985000288462	8.17990909001493	8.16490692667569	8.2240016741981	8.42206476617281	8.44294349584873
"NUP58"	8.68299458368168	8.54689445988764	8.66533591718518	8.65105169117893	8.53915881110803	8.82336724004623	8.50382573799575	8.66533591718518	8.55842071326866
"GCHFR"	8.18487534290828	8.39231742277876	8.3037807481771	8.33091687811462	8.17990909001493	7.82017896241519	8.13955135239879	8.49984588708321	8.33985000288462
"WDR77"	7.03342300153745	6.97727992349992	7.22881869049588	6.93073733756289	7.10852445677817	7.53138146051631	7.4757334309664	7.17990909001493	7.32192809488736
"EXOC1"	8.1548181090521	8.35314682549808	8.33985000288462	8.3037807481771	8.21916852046216	8.39231742277876	8.31288295528435	8.27146302790437	8.48381577726426
"ZMAT2"	8.39231742277876	8.48784003382305	8.35314682549808	8.54303182025524	8.57364718749332	8.54689445988764	8.39660478118186	8.51963625284321	8.26209484537018
"STK39"	6.90689059560852	7.03342300153745	7.22881869049588	7.06608919045777	7.08746284125034	7.10852445677817	7.15987133677839	7.20945336562895	7.24792751344359
"PDLIM3"	8.25738784269265	8.07681559705083	8.24317398347295	8.24792751344359	8.12412131182919	7.876516946565	8.11374216604919	8.29920801838728	8.21431912080077
"ITSN2"	6.20945336562895	6.32912359629157	6.43796008833447	6.18189764310839	6.15785216914174	6.32553033156756	6.33449676839042	6.00450139223494	6.64385618977472
"CCDC90B"	8.51569983828404	8.66177809777199	8.45532722030456	8.43462822763673	8.43045255166553	8.54689445988764	8.39660478118186	8.62570884306447	8.69696752623429
"MIS18BP1"	7.04439411935845	7.4178525148859	7.16992500144231	7.4093909361377	7.15987133677839	7	6.94251450533924	7.16992500144231	7.17990909001493
