"","Contrast","Pathway","FDR","Method","negativelog10FDR"
"41","X19O2NoCyA - X1O2NoCyA","Spliceosome",0.377264536013522,"Proteomics",0.423354017851003
"42","X19O2NoCyA - X1O2NoCyA","Salivary secretion",0.377264536013522,"Proteomics",0.423354017851003
"43","X19O2NoCyA - X1O2NoCyA","Renin secretion",0.377264536013522,"Proteomics",0.423354017851003
"44","X19O2NoCyA - X1O2NoCyA","Cysteine and methionine metabolism",0.408991666924017,"Proteomics",0.388285540515359
"45","X19O2NoCyA - X1O2NoCyA","GABAergic synapse",0.443001146507868,"Proteomics",0.353595149800866
"46","X19O2NoCyA - X1O2NoCyA","Circadian entrainment",0.44958740940907,"Proteomics",0.347185859584746
"47","X19O2NoCyA - X1O2NoCyA","alpha-Linolenic acid metabolism",0.464686106382096,"Proteomics",0.332840312267834
"48","X19O2NoCyA - X1O2NoCyA","Metabolism of xenobiotics by cytochrome P450",0.464802996997535,"Proteomics",0.332731080326642
"49","X19O2NoCyA - X1O2NoCyA","Phosphatidylinositol signaling system",0.464802996997535,"Proteomics",0.332731080326642
"50","X19O2NoCyA - X1O2NoCyA","Valine, leucine and isoleucine degradation",0.472221278015007,"Proteomics",0.32585444776067
"51","X19O2NoCyA - X1O2NoCyA","Alcoholism",0.488408974843781,"Proteomics",0.311216364200296
"52","X19O2NoCyA - X1O2NoCyA","Phototransduction",0.507362962679171,"Proteomics",0.294681239304177
"53","X19O2NoCyA - X1O2NoCyA","Ubiquitin mediated proteolysis",0.514629102545312,"Proteomics",0.288505657850782
"54","X19O2NoCyA - X1O2NoCyA","IL-17 signaling pathway",0.514629102545312,"Proteomics",0.288505657850782
"55","X19O2NoCyA - X1O2NoCyA","Kaposi sarcoma-associated herpesvirus infection",0.514629102545312,"Proteomics",0.288505657850782
"56","X19O2NoCyA - X1O2NoCyA","Long-term potentiation",0.536809830176079,"Proteomics",0.270179539873085
"57","X19O2NoCyA - X1O2NoCyA","Porphyrin metabolism",0.538258449184454,"Proteomics",0.269009144216255
"58","X19O2NoCyA - X1O2NoCyA","Nucleotide excision repair",0.550271258650829,"Proteomics",0.259423170334987
"59","X19O2NoCyA - X1O2NoCyA","Chemical carcinogenesis - DNA adducts",0.574601551148855,"Proteomics",0.240633205955489
"60","X19O2NoCyA - X1O2NoCyA","Progesterone-mediated oocyte maturation",0.574601551148855,"Proteomics",0.240633205955489
"61","X19O2NoCyA - X1O2NoCyA","Pathways of neurodegeneration - multiple diseases",0.574601551148855,"Proteomics",0.240633205955489
"62","X19O2NoCyA - X1O2NoCyA","Autophagy - animal",0.574601551148855,"Proteomics",0.240633205955489
"63","X19O2NoCyA - X1O2NoCyA","Toxoplasmosis",0.574601551148855,"Proteomics",0.240633205955489
"64","X19O2NoCyA - X1O2NoCyA","Vibrio cholerae infection",0.574601551148855,"Proteomics",0.240633205955489
"65","X19O2NoCyA - X1O2NoCyA","Human papillomavirus infection",0.574601551148855,"Proteomics",0.240633205955489
"66","X19O2NoCyA - X1O2NoCyA","Pentose phosphate pathway",0.574601551148855,"Proteomics",0.240633205955489
"67","X19O2NoCyA - X1O2NoCyA","Mannose type O-glycan biosynthesis",0.574601551148855,"Proteomics",0.240633205955489
"68","X19O2NoCyA - X1O2NoCyA","Alzheimer disease",0.605367955089439,"Proteomics",0.217980571975691
"69","X19O2NoCyA - X1O2NoCyA","Arrhythmogenic right ventricular cardiomyopathy",0.606427528558528,"Proteomics",0.217221092287445
"70","X19O2NoCyA - X1O2NoCyA","Parkinson disease",0.621357330925422,"Proteomics",0.20665857338534
"71","X19O2NoCyA - X1O2NoCyA","Nucleocytoplasmic transport",0.621357330925422,"Proteomics",0.20665857338534
"72","X19O2NoCyA - X1O2NoCyA","Gastric acid secretion",0.621357330925422,"Proteomics",0.20665857338534
"73","X19O2NoCyA - X1O2NoCyA","Apelin signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"74","X19O2NoCyA - X1O2NoCyA","Drug metabolism - cytochrome P450",0.621357330925422,"Proteomics",0.20665857338534
"75","X19O2NoCyA - X1O2NoCyA","Olfactory transduction",0.621357330925422,"Proteomics",0.20665857338534
"76","X19O2NoCyA - X1O2NoCyA","cAMP signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"77","X19O2NoCyA - X1O2NoCyA","Long-term depression",0.621357330925422,"Proteomics",0.20665857338534
"78","X19O2NoCyA - X1O2NoCyA","Viral myocarditis",0.621357330925422,"Proteomics",0.20665857338534
"79","X19O2NoCyA - X1O2NoCyA","Inflammatory bowel disease",0.621357330925422,"Proteomics",0.20665857338534
"80","X19O2NoCyA - X1O2NoCyA","Cushing syndrome",0.621357330925422,"Proteomics",0.20665857338534
"81","X19O2NoCyA - X1O2NoCyA","Amyotrophic lateral sclerosis",0.621357330925422,"Proteomics",0.20665857338534
"82","X19O2NoCyA - X1O2NoCyA","Base excision repair",0.621357330925422,"Proteomics",0.20665857338534
"83","X19O2NoCyA - X1O2NoCyA","Thermogenesis",0.621357330925422,"Proteomics",0.20665857338534
"84","X19O2NoCyA - X1O2NoCyA","Basal cell carcinoma",0.621357330925422,"Proteomics",0.20665857338534
"85","X19O2NoCyA - X1O2NoCyA","Primary immunodeficiency",0.621357330925422,"Proteomics",0.20665857338534
"86","X19O2NoCyA - X1O2NoCyA","Staphylococcus aureus infection",0.621357330925422,"Proteomics",0.20665857338534
"87","X19O2NoCyA - X1O2NoCyA","RIG-I-like receptor signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"88","X19O2NoCyA - X1O2NoCyA","Chemical carcinogenesis - receptor activation",0.621357330925422,"Proteomics",0.20665857338534
"89","X19O2NoCyA - X1O2NoCyA","Hepatitis B",0.621357330925422,"Proteomics",0.20665857338534
"90","X19O2NoCyA - X1O2NoCyA","Synaptic vesicle cycle",0.621357330925422,"Proteomics",0.20665857338534
"91","X19O2NoCyA - X1O2NoCyA","Aldosterone synthesis and secretion",0.621357330925422,"Proteomics",0.20665857338534
"92","X19O2NoCyA - X1O2NoCyA","Renal cell carcinoma",0.621357330925422,"Proteomics",0.20665857338534
"93","X19O2NoCyA - X1O2NoCyA","Estrogen signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"94","X19O2NoCyA - X1O2NoCyA","Glycosphingolipid biosynthesis - ganglio series",0.621357330925422,"Proteomics",0.20665857338534
"95","X19O2NoCyA - X1O2NoCyA","Endocrine resistance",0.621357330925422,"Proteomics",0.20665857338534
"96","X19O2NoCyA - X1O2NoCyA","Type II diabetes mellitus",0.621357330925422,"Proteomics",0.20665857338534
"97","X19O2NoCyA - X1O2NoCyA","NF-kappa B signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"98","X19O2NoCyA - X1O2NoCyA","Neuroactive ligand-receptor interaction",0.621357330925422,"Proteomics",0.20665857338534
"99","X19O2NoCyA - X1O2NoCyA","Cholinergic synapse",0.621357330925422,"Proteomics",0.20665857338534
"100","X19O2NoCyA - X1O2NoCyA","Arachidonic acid metabolism",0.621357330925422,"Proteomics",0.20665857338534
"101","X19O2NoCyA - X1O2NoCyA","Calcium signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"102","X19O2NoCyA - X1O2NoCyA","Osteoclast differentiation",0.621357330925422,"Proteomics",0.20665857338534
"103","X19O2NoCyA - X1O2NoCyA","Other types of O-glycan biosynthesis",0.621357330925422,"Proteomics",0.20665857338534
"104","X19O2NoCyA - X1O2NoCyA","Apoptosis - multiple species",0.621357330925422,"Proteomics",0.20665857338534
"105","X19O2NoCyA - X1O2NoCyA","Glioma",0.621357330925422,"Proteomics",0.20665857338534
"106","X19O2NoCyA - X1O2NoCyA","Ovarian steroidogenesis",0.621357330925422,"Proteomics",0.20665857338534
"107","X19O2NoCyA - X1O2NoCyA","Inositol phosphate metabolism",0.621357330925422,"Proteomics",0.20665857338534
"108","X19O2NoCyA - X1O2NoCyA","FoxO signaling pathway",0.621357330925422,"Proteomics",0.20665857338534
"109","X19O2NoCyA - X1O2NoCyA","Alanine, aspartate and glutamate metabolism",0.621357330925422,"Proteomics",0.20665857338534
"110","X19O2NoCyA - X1O2NoCyA","Influenza A",0.621357330925422,"Proteomics",0.20665857338534
"111","X19O2NoCyA - X1O2NoCyA","beta-Alanine metabolism",0.626069401912528,"Proteomics",0.203377521107503
"112","X19O2NoCyA - X1O2NoCyA","Cell adhesion molecules",0.626069401912528,"Proteomics",0.203377521107503
"113","X19O2NoCyA - X1O2NoCyA","Fatty acid biosynthesis",0.626069401912528,"Proteomics",0.203377521107503
"114","X19O2NoCyA - X1O2NoCyA","Platinum drug resistance",0.626069401912528,"Proteomics",0.203377521107503
"115","X19O2NoCyA - X1O2NoCyA","Cocaine addiction",0.626069401912528,"Proteomics",0.203377521107503
"116","X19O2NoCyA - X1O2NoCyA","Signaling pathways regulating pluripotency of stem cells",0.626069401912528,"Proteomics",0.203377521107503
"117","X19O2NoCyA - X1O2NoCyA","African trypanosomiasis",0.626069401912528,"Proteomics",0.203377521107503
"118","X19O2NoCyA - X1O2NoCyA","NOD-like receptor signaling pathway",0.626069401912528,"Proteomics",0.203377521107503
"119","X19O2NoCyA - X1O2NoCyA","Apoptosis",0.627034252776307,"Proteomics",0.202708734471636
"120","X19O2NoCyA - X1O2NoCyA","Butanoate metabolism",0.627034252776307,"Proteomics",0.202708734471636
"121","X19O2NoCyA - X1O2NoCyA","Morphine addiction",0.627034252776307,"Proteomics",0.202708734471636
"122","X19O2NoCyA - X1O2NoCyA","One carbon pool by folate",0.627034252776307,"Proteomics",0.202708734471636
"123","X19O2NoCyA - X1O2NoCyA","Arginine and proline metabolism",0.627034252776307,"Proteomics",0.202708734471636
"124","X19O2NoCyA - X1O2NoCyA","Adrenergic signaling in cardiomyocytes",0.627034252776307,"Proteomics",0.202708734471636
"125","X19O2NoCyA - X1O2NoCyA","Proteasome",0.627034252776307,"Proteomics",0.202708734471636
"126","X19O2NoCyA - X1O2NoCyA","Pyruvate metabolism",0.627034252776307,"Proteomics",0.202708734471636
"127","X19O2NoCyA - X1O2NoCyA","Primary bile acid biosynthesis",0.627034252776307,"Proteomics",0.202708734471636
"128","X19O2NoCyA - X1O2NoCyA","Hepatitis C",0.642121779128841,"Proteomics",0.192382599675361
"129","X19O2NoCyA - X1O2NoCyA","PI3K-Akt signaling pathway",0.642121779128841,"Proteomics",0.192382599675361
"130","X19O2NoCyA - X1O2NoCyA","Huntington disease",0.642121779128841,"Proteomics",0.192382599675361
"131","X19O2NoCyA - X1O2NoCyA","Biosynthesis of nucleotide sugars",0.642121779128841,"Proteomics",0.192382599675361
"132","X19O2NoCyA - X1O2NoCyA","Vasopressin-regulated water reabsorption",0.646274474383707,"Proteomics",0.189582996875134
"133","X19O2NoCyA - X1O2NoCyA","Insulin signaling pathway",0.654540799821017,"Proteomics",0.18406327717301
"134","X19O2NoCyA - X1O2NoCyA","Protein digestion and absorption",0.654540799821017,"Proteomics",0.18406327717301
"135","X19O2NoCyA - X1O2NoCyA","Leishmaniasis",0.657149834788878,"Proteomics",0.182335596950177
"136","X19O2NoCyA - X1O2NoCyA","Bacterial invasion of epithelial cells",0.657149834788878,"Proteomics",0.182335596950177
"137","X19O2NoCyA - X1O2NoCyA","Human cytomegalovirus infection",0.657149834788878,"Proteomics",0.182335596950177
"138","X19O2NoCyA - X1O2NoCyA","Measles",0.657149834788878,"Proteomics",0.182335596950177
"139","X19O2NoCyA - X1O2NoCyA","Autophagy - other",0.657149834788878,"Proteomics",0.182335596950177
"140","X19O2NoCyA - X1O2NoCyA","Sphingolipid signaling pathway",0.657149834788878,"Proteomics",0.182335596950177
"141","X19O2NoCyA - X1O2NoCyA","ECM-receptor interaction",0.657149834788878,"Proteomics",0.182335596950177
"142","X19O2NoCyA - X1O2NoCyA","JAK-STAT signaling pathway",0.657149834788878,"Proteomics",0.182335596950177
"143","X19O2NoCyA - X1O2NoCyA","Thyroid hormone synthesis",0.657149834788878,"Proteomics",0.182335596950177
"144","X19O2NoCyA - X1O2NoCyA","Th1 and Th2 cell differentiation",0.657149834788878,"Proteomics",0.182335596950177
"145","X19O2NoCyA - X1O2NoCyA","ABC transporters",0.657149834788878,"Proteomics",0.182335596950177
"146","X19O2NoCyA - X1O2NoCyA","Intestinal immune network for IgA production",0.657149834788878,"Proteomics",0.182335596950177
"147","X19O2NoCyA - X1O2NoCyA","Toll-like receptor signaling pathway",0.657149834788878,"Proteomics",0.182335596950177
"148","X19O2NoCyA - X1O2NoCyA","Bile secretion",0.657149834788878,"Proteomics",0.182335596950177
"149","X19O2NoCyA - X1O2NoCyA","Cortisol synthesis and secretion",0.657149834788878,"Proteomics",0.182335596950177
"150","X19O2NoCyA - X1O2NoCyA","C-type lectin receptor signaling pathway",0.657149834788878,"Proteomics",0.182335596950177
"151","X19O2NoCyA - X1O2NoCyA","Autoimmune thyroid disease",0.657149834788878,"Proteomics",0.182335596950177
"152","X19O2NoCyA - X1O2NoCyA","Steroid hormone biosynthesis",0.657149834788878,"Proteomics",0.182335596950177
"153","X19O2NoCyA - X1O2NoCyA","Herpes simplex virus 1 infection",0.657149834788878,"Proteomics",0.182335596950177
"154","X19O2NoCyA - X1O2NoCyA","Sphingolipid metabolism",0.657149834788878,"Proteomics",0.182335596950177
"155","X19O2NoCyA - X1O2NoCyA","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.676445587395331,"Proteomics",0.169767131873984
"156","X19O2NoCyA - X1O2NoCyA","Selenocompound metabolism",0.676445587395331,"Proteomics",0.169767131873984
"157","X19O2NoCyA - X1O2NoCyA","Lipid and atherosclerosis",0.677197084972257,"Proteomics",0.16928492000077
"158","X19O2NoCyA - X1O2NoCyA","Glyoxylate and dicarboxylate metabolism",0.677197084972257,"Proteomics",0.16928492000077
"159","X19O2NoCyA - X1O2NoCyA","Rheumatoid arthritis",0.677197084972257,"Proteomics",0.16928492000077
"160","X19O2NoCyA - X1O2NoCyA","Aminoacyl-tRNA biosynthesis",0.677197084972257,"Proteomics",0.16928492000077
"161","X19O2NoCyA - X1O2NoCyA","Basal transcription factors",0.677197084972257,"Proteomics",0.16928492000077
"162","X19O2NoCyA - X1O2NoCyA","Nicotinate and nicotinamide metabolism",0.677197084972257,"Proteomics",0.16928492000077
"163","X19O2NoCyA - X1O2NoCyA","Glycerolipid metabolism",0.677197084972257,"Proteomics",0.16928492000077
"164","X19O2NoCyA - X1O2NoCyA","AMPK signaling pathway",0.677197084972257,"Proteomics",0.16928492000077
"165","X19O2NoCyA - X1O2NoCyA","Human immunodeficiency virus 1 infection",0.677197084972257,"Proteomics",0.16928492000077
"166","X19O2NoCyA - X1O2NoCyA","Amoebiasis",0.677197084972257,"Proteomics",0.16928492000077
"167","X19O2NoCyA - X1O2NoCyA","Neurotrophin signaling pathway",0.677197084972257,"Proteomics",0.16928492000077
"168","X19O2NoCyA - X1O2NoCyA","Alcoholic liver disease",0.677197084972257,"Proteomics",0.16928492000077
"169","X19O2NoCyA - X1O2NoCyA","Mucin type O-glycan biosynthesis",0.677197084972257,"Proteomics",0.16928492000077
"170","X19O2NoCyA - X1O2NoCyA","RNA polymerase",0.677197084972257,"Proteomics",0.16928492000077
"171","X19O2NoCyA - X1O2NoCyA","Pentose and glucuronate interconversions",0.684327347120923,"Proteomics",0.164736104360841
"172","X19O2NoCyA - X1O2NoCyA","Caffeine metabolism",0.684327347120923,"Proteomics",0.164736104360841
"173","X19O2NoCyA - X1O2NoCyA","Choline metabolism in cancer",0.684348467558609,"Proteomics",0.164722700909936
"174","X19O2NoCyA - X1O2NoCyA","Thiamine metabolism",0.692650486722237,"Proteomics",0.159485856266533
"175","X19O2NoCyA - X1O2NoCyA","Other glycan degradation",0.692650486722237,"Proteomics",0.159485856266533
"176","X19O2NoCyA - X1O2NoCyA","Longevity regulating pathway",0.692650486722237,"Proteomics",0.159485856266533
"177","X19O2NoCyA - X1O2NoCyA","Pertussis",0.694599241527023,"Proteomics",0.158265695256193
"178","X19O2NoCyA - X1O2NoCyA","Chronic myeloid leukemia",0.699312964201221,"Proteomics",0.155328420524434
"179","X19O2NoCyA - X1O2NoCyA","Chagas disease",0.71619096727828,"Proteomics",0.144971160685101
"180","X19O2NoCyA - X1O2NoCyA","Epstein-Barr virus infection",0.721588068980656,"Proteomics",0.141710656201565
"181","X19O2NoCyA - X1O2NoCyA","Pyrimidine metabolism",0.721588068980656,"Proteomics",0.141710656201565
"182","X19O2NoCyA - X1O2NoCyA","Legionellosis",0.721988580572305,"Proteomics",0.141469671452043
"183","X19O2NoCyA - X1O2NoCyA","Amphetamine addiction",0.721988580572305,"Proteomics",0.141469671452043
"184","X19O2NoCyA - X1O2NoCyA","Ras signaling pathway",0.724422535791392,"Proteomics",0.140008047842225
"185","X19O2NoCyA - X1O2NoCyA","Human T-cell leukemia virus 1 infection",0.724422535791392,"Proteomics",0.140008047842225
"186","X19O2NoCyA - X1O2NoCyA","Relaxin signaling pathway",0.724422535791392,"Proteomics",0.140008047842225
"187","X19O2NoCyA - X1O2NoCyA","Hypertrophic cardiomyopathy",0.724422535791392,"Proteomics",0.140008047842225
"188","X19O2NoCyA - X1O2NoCyA","GnRH signaling pathway",0.728832232313371,"Proteomics",0.137372429110941
"189","X19O2NoCyA - X1O2NoCyA","Melanogenesis",0.729729054722822,"Proteomics",0.1368383616347
"190","X19O2NoCyA - X1O2NoCyA","Cholesterol metabolism",0.729729054722822,"Proteomics",0.1368383616347
"191","X19O2NoCyA - X1O2NoCyA","Shigellosis",0.729729054722822,"Proteomics",0.1368383616347
"192","X19O2NoCyA - X1O2NoCyA","Glutathione metabolism",0.733008133974173,"Proteomics",0.134891206094889
"193","X19O2NoCyA - X1O2NoCyA","Hematopoietic cell lineage",0.733008133974173,"Proteomics",0.134891206094889
"194","X19O2NoCyA - X1O2NoCyA","Lipoic acid metabolism",0.733008133974173,"Proteomics",0.134891206094889
"195","X19O2NoCyA - X1O2NoCyA","Phagosome",0.734403049864682,"Proteomics",0.134065528243835
"196","X19O2NoCyA - X1O2NoCyA","Melanoma",0.734403049864682,"Proteomics",0.134065528243835
"197","X19O2NoCyA - X1O2NoCyA","Pancreatic cancer",0.734403049864682,"Proteomics",0.134065528243835
"198","X19O2NoCyA - X1O2NoCyA","Pathways in cancer",0.734403049864682,"Proteomics",0.134065528243835
"199","X19O2NoCyA - X1O2NoCyA","RNA degradation",0.737950683585784,"Proteomics",0.131972660618978
"200","X19O2NoCyA - X1O2NoCyA","Nucleotide metabolism",0.748526159043023,"Proteomics",0.125793017592779
"201","X19O2NoCyA - X1O2NoCyA","Non-homologous end-joining",0.751748702412248,"Proteomics",0.12392731285922
"202","X19O2NoCyA - X1O2NoCyA","Prostate cancer",0.757282807749147,"Proteomics",0.120741902655687
"203","X19O2NoCyA - X1O2NoCyA","Pancreatic secretion",0.771920227050661,"Proteomics",0.112427578863496
"204","X19O2NoCyA - X1O2NoCyA","Platelet activation",0.771920227050661,"Proteomics",0.112427578863496
"205","X19O2NoCyA - X1O2NoCyA","Th17 cell differentiation",0.771920227050661,"Proteomics",0.112427578863496
"206","X19O2NoCyA - X1O2NoCyA","Citrate cycle (TCA cycle)",0.771920227050661,"Proteomics",0.112427578863496
"207","X19O2NoCyA - X1O2NoCyA","Homologous recombination",0.771920227050661,"Proteomics",0.112427578863496
"208","X19O2NoCyA - X1O2NoCyA","Riboflavin metabolism",0.792610128127726,"Proteomics",0.100940382466275
"209","X19O2NoCyA - X1O2NoCyA","Endometrial cancer",0.79551095294402,"Proteomics",0.0993538364191576
"210","X19O2NoCyA - X1O2NoCyA","Fanconi anemia pathway",0.797640238086199,"Proteomics",0.098192945546437
"211","X19O2NoCyA - X1O2NoCyA","Fatty acid elongation",0.797640238086199,"Proteomics",0.098192945546437
"212","X19O2NoCyA - X1O2NoCyA","Ascorbate and aldarate metabolism",0.797640238086199,"Proteomics",0.098192945546437
"213","X19O2NoCyA - X1O2NoCyA","Dilated cardiomyopathy",0.797640238086199,"Proteomics",0.098192945546437
"214","X19O2NoCyA - X1O2NoCyA","Rap1 signaling pathway",0.802510374796774,"Proteomics",0.0955493443587729
"215","X19O2NoCyA - X1O2NoCyA","Cytokine-cytokine receptor interaction",0.811689675287549,"Proteomics",0.0906099782341546
"216","X19O2NoCyA - X1O2NoCyA","Folate biosynthesis",0.825999028502375,"Proteomics",0.0830204634741769
"217","X19O2NoCyA - X1O2NoCyA","Oocyte meiosis",0.827759525804072,"Proteomics",0.08209581271381
"218","X19O2NoCyA - X1O2NoCyA","Biosynthesis of cofactors",0.827759525804072,"Proteomics",0.08209581271381
"219","X19O2NoCyA - X1O2NoCyA","Drug metabolism - other enzymes",0.827759525804072,"Proteomics",0.08209581271381
"220","X19O2NoCyA - X1O2NoCyA","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.827759525804072,"Proteomics",0.08209581271381
"221","X19O2NoCyA - X1O2NoCyA","Inflammatory mediator regulation of TRP channels",0.827759525804072,"Proteomics",0.08209581271381
"222","X19O2NoCyA - X1O2NoCyA","Wnt signaling pathway",0.827759525804072,"Proteomics",0.08209581271381
"223","X19O2NoCyA - X1O2NoCyA","Vascular smooth muscle contraction",0.827759525804072,"Proteomics",0.08209581271381
"224","X19O2NoCyA - X1O2NoCyA","Cellular senescence",0.827759525804072,"Proteomics",0.08209581271381
"225","X19O2NoCyA - X1O2NoCyA","Fatty acid metabolism",0.827759525804072,"Proteomics",0.08209581271381
"226","X19O2NoCyA - X1O2NoCyA","Hedgehog signaling pathway",0.827759525804072,"Proteomics",0.08209581271381
"227","X19O2NoCyA - X1O2NoCyA","Systemic lupus erythematosus",0.827759525804072,"Proteomics",0.08209581271381
"228","X19O2NoCyA - X1O2NoCyA","Endocrine and other factor-regulated calcium reabsorption",0.827759525804072,"Proteomics",0.08209581271381
"229","X19O2NoCyA - X1O2NoCyA","Purine metabolism",0.827759525804072,"Proteomics",0.08209581271381
"230","X19O2NoCyA - X1O2NoCyA","Renin-angiotensin system",0.827759525804072,"Proteomics",0.08209581271381
"231","X19O2NoCyA - X1O2NoCyA","Malaria",0.827759525804072,"Proteomics",0.08209581271381
"232","X19O2NoCyA - X1O2NoCyA","Circadian rhythm",0.827759525804072,"Proteomics",0.08209581271381
"233","X19O2NoCyA - X1O2NoCyA","Non-alcoholic fatty liver disease",0.827759525804072,"Proteomics",0.08209581271381
"234","X19O2NoCyA - X1O2NoCyA","MicroRNAs in cancer",0.827759525804072,"Proteomics",0.08209581271381
"235","X19O2NoCyA - X1O2NoCyA","Small cell lung cancer",0.833806653877321,"Proteomics",0.0789346434737252
"236","X19O2NoCyA - X1O2NoCyA","Taurine and hypotaurine metabolism",0.838535307706377,"Proteomics",0.0764786460940134
"237","X19O2NoCyA - X1O2NoCyA","Focal adhesion",0.843084082164466,"Proteomics",0.074129110311115
"238","X19O2NoCyA - X1O2NoCyA","Hippo signaling pathway",0.847377472479529,"Proteomics",0.0719230858954237
